东西征南北剿博古通今,0,东西战南北剿博古通呃今。
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,10404162.613925088,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,10430405.547342958,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,10430530.860933958,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,10435530.20393984,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10473070.324668098,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,10477423.342039658,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10497688.9929067,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,10532239.044037659,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,10532866.66665232,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,10533793.2466233,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,10570738.20764878,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,10572211.440148983,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,10584179.803893337,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,10607262.539844196,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,10623571.614587015,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,10662090.939274121,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,10676149.342166347,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,10687044.074114216,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,10688724.93099159,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,10705678.635863382,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,10716700.487841101,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,10720936.617479393,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,10723921.580033876,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,10723921.580033876,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,10726343.578527216,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,10734119.28880544,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,10764773.152011957,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,10814592.268330645,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,10814592.268330645,0.1
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,10818811.796359926,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,10836552.545862624,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,10838139.897886058,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,10864694.927235067,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,10875498.05039225,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,10889097.33023846,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,10889097.33023846,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,10901407.483862981,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,10922003.720097482,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,10936410.384781985,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,10947177.814870253,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,10950289.983161548,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,10956762.81922513,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10969803.17089776,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,10986346.150841244,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,11000357.796804488,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,11007024.80032779,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,11007605.380963406,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,11011762.84491892,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,11019960.776794521,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,11035762.358994352,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,11038926.601676643,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,11055935.273850387,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,11062814.15860469,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,11087504.847497601,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,11107441.230750192,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,11116705.609954996,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,11138008.8341679,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,11155963.171174746,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11169178.62412744,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,11178822.166361483,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,11182993.931795217,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,11188294.518193979,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,11232968.15917965,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,11251437.564402608,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11259339.85295507,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,11264755.817510394,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11267057.185919156,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,11278364.492043803,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,11283103.461612172,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,11298003.918936644,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,11311996.794751283,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,11317168.924479757,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,11342000.975372467,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,11361741.871237626,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,11363168.968477394,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,11365677.887442999,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,11376323.272026155,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,11421558.915430665,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,11482203.513987793,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,11482203.513987793,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,11491083.581322849,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,11516403.35039615,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,11535360.482730743,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11553572.77123277,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,11562023.270652521,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,11580587.951596439,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,11600003.879385658,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,11600119.851610381,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,11601720.372613652,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,11617863.659424076,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,11617896.971466491,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,11652187.299552519,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,11696588.84289982,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,11697817.709370846,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,11720958.767888185,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,11724787.682599593,0.1
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,11762172.02744136,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,11764563.297746444,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,11793958.746443244,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,11826109.501082253,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,11830058.86879453,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11884661.675002443,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,11908075.641985796,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,11915349.0747203,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,11928699.8974825,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,11930984.59849131,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,11948248.594327928,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,11982341.573752424,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,11982529.853164174,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,12018106.266964937,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,12020892.495860966,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12042048.08660402,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,12070317.795851769,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,12098026.604906142,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,12119501.761784457,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,12153908.838148922,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,12155059.851093227,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,12157820.812082266,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,12159443.371745363,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,12163056.43228794,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,12174136.129164424,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,12187297.410505671,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,12187297.410505671,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,12220056.430257346,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,12223981.781155925,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,12233673.450405065,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,12240802.352059385,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,12260885.7112361,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,12285491.756566646,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,12319478.324242443,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,12325515.18522271,0.1
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,12337458.664277153,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,12350917.549072348,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,12404397.412042398,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,12419793.295399552,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,12434417.387123302,0.1
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,12436616.558400452,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,12467310.482566763,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,12480584.120771248,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,12505886.343763432,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,12522348.434241863,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,12534730.619408038,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,12551289.502578888,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,12571919.961987805,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,12598259.487561578,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,12598769.209535427,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,12673153.202016074,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,12686442.057698062,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,12704774.612864742,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,12796406.066309523,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,12821511.93074634,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,12824400.388731178,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,12829410.361998463,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,12857122.792630855,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,12860212.788390474,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,12869405.83841316,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,12892354.731354056,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,12912834.828286916,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,12934385.093273673,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,12939269.339053055,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,12955538.924735246,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,12960211.842542037,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,12992260.951771697,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,13006603.286366194,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,13055001.51836259,0.1
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,13066885.931822475,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,13070991.242685374,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,13071047.421928719,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,13157276.36626774,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,13167809.58952162,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,13182917.510607567,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,13187361.56273994,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13188472.303436494,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,13222318.790371478,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,13231794.47360447,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,13231794.47360447,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,13238791.31858272,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,13241637.55483575,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,13280732.300766379,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,13304285.991557728,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,13305930.435514849,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,13332919.454469953,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,13363023.129221076,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,13441721.443190232,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,13505293.150913153,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,13509783.427898953,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,13510807.726407835,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,13514479.43051348,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,13522514.191985823,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,13536677.902988195,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,13564255.979483994,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,13586475.639271451,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,13586475.639271451,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,13587235.979112724,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,13590864.754691342,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,13598568.849914042,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,13617864.513211306,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,13646886.768207725,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,13651466.604621245,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,13651783.316617621,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,13682606.994237432,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,13718565.79818702,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,13756843.657760134,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,13793031.815105772,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,13828482.116757976,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,13929158.269391762,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,13932663.645253966,0.1
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,13965481.089892272,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,14016443.566135546,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,14028915.89240903,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,14064166.610967342,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,14106523.382005814,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,14139095.620392522,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,14225621.476410627,0.1
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,14233490.070972258,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,14281113.192169331,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,14312996.239580154,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,14315343.125781726,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,14349513.807218177,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,14379453.19979789,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,14396985.996695291,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,14400175.093981542,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,14408829.251828568,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,14452809.16217343,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,14487554.611249242,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,14571453.398825549,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,14616762.7021899,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,14645253.996102696,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,14728160.550157707,0.1
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,14757015.285931468,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,14762695.24401877,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,14768534.86296822,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,14822271.485492514,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,14858491.2992961,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,14872207.212666374,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,14889415.395272888,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,14910975.292125529,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,14961519.417434173,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,15024103.482694844,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,15028903.547394473,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15040501.630166994,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,15058486.551031986,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,15236758.134311885,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,15239650.556183737,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,15262857.786424078,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,15357166.780571768,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,15378271.001332289,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,15398550.831421278,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,15399740.96897291,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15416817.076040253,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,15438362.381686427,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,15460936.70628507,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,15468372.044418948,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,15499284.744085371,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,15559393.169036333,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,15560700.090854298,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,15774419.491589075,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,15800012.654562049,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,15880033.14254178,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,16059327.686337564,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,16219681.239562122,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,16228186.93097986,0.0
