尊一声过往的宾朋听从头,0,尊一声过往的宾朋听从头：
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,8286939.945531881,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8294271.205369913,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,8314994.955127677,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,8318513.778036982,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,8325103.5526681,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,8326198.683946879,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,8350798.374532409,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,8351951.178821002,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,8353885.221482803,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,8370528.920140907,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8405422.71147782,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,8417046.07519591,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,8424763.220020715,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,8443512.616665175,0.09090909090909091
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,8450378.517535351,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8491768.538572326,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,8492652.538245777,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8497039.016546072,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,8498049.712325491,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,8510634.559281193,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,8521058.001585277,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,8522902.713135883,0.09090909090909091
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,8527199.576686827,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,8531873.937152745,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,8539366.117645308,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,8541102.095913453,0.18181818181818182
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,8549078.8719473,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,8562500.167344816,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,8569473.183269741,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,8580837.725315558,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,8589437.763460767,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,8590736.470362041,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,8592448.890128601,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,8600488.766888242,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,8603197.19303988,0.09090909090909091
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,8636349.452337528,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,8643623.803161364,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8651455.759644475,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,8655002.174708622,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,8668891.572980199,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,8679379.283071833,0.18181818181818182
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,8681321.130160846,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8699654.152168546,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,8708852.942673024,0.09090909090909091
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,8719446.85259899,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,8743175.776676238,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,8787292.323271703,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,8795715.183998993,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,8807322.155718645,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8819435.212908864,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8825718.981748775,0.09090909090909091
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,8826379.596215647,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,8826718.515212307,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8830006.483137373,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,8865199.48544332,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,8873482.224627713,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,8881122.651196912,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,8882688.807881026,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,8884801.974812798,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,8891140.11418266,0.18181818181818182
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,8892994.752851184,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,8893686.38998094,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,8900518.584218647,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8901866.819842223,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,8915079.083270196,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,8915677.203258844,0.09090909090909091
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,8917190.048689298,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,8985093.525308661,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,9017128.019449791,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,9021286.9473398,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9029955.674668727,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,9058045.277347567,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,9094177.504629169,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,9105475.57422244,0.09090909090909091
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,9105769.479281856,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,9107533.431150194,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,9111587.65380206,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,9127316.394806305,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,9137212.511207236,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,9137682.231232656,0.18181818181818182
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9154944.236022402,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,9183973.061342472,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,9193539.202944973,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,9203024.185359161,0.09090909090909091
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,9213195.861407826,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,9230624.706850855,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,9233580.718948318,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,9238906.558701394,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,9258424.240173547,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,9284184.20195235,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,9296402.337092081,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,9301521.27536626,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,9327101.687249005,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,9329493.342382755,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,9332312.66707071,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,9353856.90007033,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,9374927.528948152,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,9379844.389639864,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,9380058.452749941,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,9385119.875363642,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,9398293.407481512,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,9413957.196860762,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,9427628.223854318,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,9429721.86797345,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,9448357.035800064,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,9493323.103454469,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,9493963.91559759,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,9506167.079975348,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,9519054.430168271,0.09090909090909091
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,9519793.671339873,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,9537529.35918538,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,9544600.678352514,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,9545754.998819718,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,9565560.88484179,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,9586300.412189089,0.09090909090909091
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,9604417.461862322,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9633214.740226861,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,9640152.758187007,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,9652477.760516936,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,9674289.043179829,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,9679966.060729738,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,9689013.746414447,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,9694083.721101554,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,9698259.413883027,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,9702040.029693175,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,9726588.496861305,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,9756543.130558824,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,9758278.004255943,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,9770623.315624505,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,9775965.184646374,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,9785238.417757856,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,9789678.802925339,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,9799096.320808668,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,9799785.798782645,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,9800990.17519221,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,9816357.059350355,0.09090909090909091
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,9818408.338663934,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,9819111.604420794,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,9824631.32842126,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,9844164.155160861,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9883342.112783872,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,9902753.497393215,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,9910928.142653814,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9931207.218576547,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,9942213.326223778,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,9947018.681801016,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,9952272.761419285,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,9972113.710249258,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,9977198.469155798,0.18181818181818182
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9984963.55728022,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,9992300.844168011,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,9999658.319963055,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,10017642.306776913,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,10030800.010366403,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,10031194.186902639,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,10040788.12985697,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,10055026.544585483,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,10095325.246869618,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10103629.154391974,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10129590.058233377,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10131827.068674235,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,10147826.43392244,0.09090909090909091
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,10200373.821859842,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,10200707.78130209,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,10216015.146203544,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10217812.410237305,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,10224749.835875688,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,10274714.298248395,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,10315329.813273963,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,10330908.944135588,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,10344956.252502356,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,10348419.508524481,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,10364851.145363372,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,10370990.679470465,0.09090909090909091
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,10380376.376884105,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,10403528.805480696,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10441700.37181757,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10443946.701392718,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,10448565.625242295,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,10448565.625242295,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,10458867.920034887,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,10467475.410472631,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,10496770.151847064,0.18181818181818182
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,10511530.171880214,0.09090909090909091
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,10559890.555346826,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,10573743.53484374,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,10585139.641201833,0.09090909090909091
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10585320.296698166,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,10625240.215650322,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,10640330.628015498,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10653068.54122671,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,10672854.753082367,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,10691574.738092907,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,10701417.069566831,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,10713049.887901487,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,10716827.098224819,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,10823715.765213123,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10830582.676759172,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,10832969.996454183,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,10844222.401612751,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,10890271.00359399,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,10925959.145149222,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10956081.547599467,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,10961621.42168574,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10963474.435436456,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10968017.940564256,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,10984460.836676357,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,10992588.261415761,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,10995791.648124723,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,10996564.14846959,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,11006126.255762707,0.18181818181818182
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,11028512.88069728,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11128392.49809396,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,11161567.371162163,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,11189201.687532015,0.09090909090909091
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,11238015.505108071,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,11245880.989054836,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,11319684.72301972,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,11331466.162892127,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,11339018.466500746,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,11355884.801419832,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11359354.730860991,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,11370703.848537259,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,11384076.714091552,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,11434221.864706788,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11437215.011249471,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,11483973.874547562,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,11510795.755693538,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,11522214.915727787,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,11559030.114367643,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,11569471.505384881,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,11638025.214279475,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,11701757.051907852,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,11735399.962726874,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,11740410.634050494,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,11760734.510555146,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,11767358.860674722,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,11893534.048437892,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,11928221.642136099,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,11940458.348216908,0.18181818181818182
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11975303.643838236,0.09090909090909091
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,12004967.270614358,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,12010978.693330597,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,12013850.022140231,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,12021566.50828643,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,12060389.015207523,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,12105147.347974593,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,12123102.436294084,0.09090909090909091
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,12141812.977215268,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,12152147.385097302,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,12167208.266536295,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,12179137.369770428,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,12182829.685292792,0.09090909090909091
