老军报他二人在洪羊洞丧命,0,老军报他二人在洪洋（呃）洞丧（呃）命，
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,17477769.718873378,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,17489387.442621004,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,17515418.41883604,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,17524457.065303575,0.08333333333333333
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,17539134.57329454,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,17551973.34614204,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,17588907.558031652,0.08333333333333333
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,17602984.174605858,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,17623550.877371337,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,17632934.427034553,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,17722801.7138815,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,17729812.68226393,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,17733137.650419097,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,17743748.571454823,0.08333333333333333
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,17781763.354752343,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,17784159.18122137,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,17787889.799908485,0.08333333333333333
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,17834776.235415485,0.08333333333333333
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,17849735.44344113,0.08333333333333333
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,17872705.02121066,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,17945738.7736655,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,17952527.447259653,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,17985011.006903704,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,17998718.567344896,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,18038498.33732921,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,18048804.106088694,0.08333333333333333
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,18049500.37262971,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,18112063.125716083,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,18118038.21703068,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,18273612.808075458,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,18289285.69438198,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,18289557.53548559,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,18341404.7693683,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,18350190.08840535,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,18374709.683592122,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,18374709.683592122,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,18539458.585362997,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,18546006.11236227,0.08333333333333333
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,18560673.2940827,0.08333333333333333
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,18571450.209149078,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,18598658.38662129,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,18625381.153580803,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,18646348.724101327,0.08333333333333333
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,18651090.586760793,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,18691223.860772375,0.08333333333333333
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,18710654.611212585,0.08333333333333333
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,18722698.189254392,0.08333333333333333
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,18745059.0217441,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,18770210.60988676,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,18816797.917526413,0.16666666666666666
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,18821441.56669821,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,18824257.448782846,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,18851001.69974153,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,18877849.73246599,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,18900781.75600966,0.08333333333333333
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,18903707.035913818,0.08333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,18904450.10052484,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,18926168.287369262,0.16666666666666666
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,18932722.119531233,0.08333333333333333
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,18940227.812682427,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,18999496.243030492,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,19130622.84213546,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,19136091.40530372,0.08333333333333333
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,19149897.009991657,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,19169456.15002552,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,19191285.339388963,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,19195459.176000472,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,19207445.878682327,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,19294354.647275526,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,19305350.76049043,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,19350116.176344797,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,19379664.121593226,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,19474860.077145506,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,19500785.9734733,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,19543834.110087074,0.08333333333333333
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,19599783.721736327,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,19625747.459608197,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,19865706.98358119,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,19928786.486288376,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,19965416.863000855,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,20088494.540476296,0.16666666666666666
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,20092620.61862046,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,20217356.958365913,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,20220704.401161995,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,20264929.6596544,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,20273464.64350036,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,20341739.110899776,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,20382692.578911792,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,20462244.78959446,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,20549833.32124574,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,20564637.937454112,0.08333333333333333
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,20581404.260561507,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,20585918.692248195,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,20631275.690044638,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,20656798.020171218,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,20687035.953655694,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,20746488.735536985,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,20755289.42797257,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,20767544.304046653,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,20781463.897863045,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,21070064.43966716,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,21083779.39301768,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,21104387.201735497,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,21114115.55990683,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,21183477.709723555,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,21259937.738290347,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,21283616.00489933,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,21308595.84796188,0.16666666666666666
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,21350477.18970253,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,21525968.040114928,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,21576267.30537818,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,21576267.30537818,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,21711364.72236311,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,21756683.00537347,0.08333333333333333
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,21873327.508338045,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,21904004.51365761,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,21911073.088932976,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,21966713.416901227,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,21997397.98115536,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,22040607.484120168,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,22091555.876008768,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,22142241.304029163,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,22159268.425013565,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,22324579.452724334,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,22330602.800131783,0.08333333333333333
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,22462491.500276923,0.16666666666666666
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,22462491.500276923,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,22590107.47052431,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,22675426.550628487,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,22797349.095497057,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,22801956.720443252,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,22845574.96694815,0.08333333333333333
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,22912204.060478877,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,23069252.560911275,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,23561932.46419468,0.16666666666666666
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,23632084.826723922,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,23702864.211698987,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,24653707.246685747,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,24772776.704926796,0.08333333333333333
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,25022229.21696306,0.08333333333333333
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,25051161.219862953,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,25055491.50861858,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,25167416.869511217,0.08333333333333333
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,25865041.82846757,0.08333333333333333
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,26207896.309976812,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,26345520.73398168,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,26961137.43761178,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,27172278.815550085,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,27705654.480071176,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,27863472.069115117,0.08333333333333333
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,27935871.096156377,0.16666666666666666
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,28211951.85298309,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,28521161.894492917,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,29680014.93141894,0.08333333333333333
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,30327427.64954488,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,31590068.151466437,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,31829529.598332345,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,35571634.64301519,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,36424875.377990976,0.0
