左手拉住了李左车,0,左手拉住了李左车，
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,8905653.176322125,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,8910301.179587422,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,8921194.907159692,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,8929195.289210016,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8938059.082398603,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,8948494.089339694,0.125
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,8953413.933973812,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,8957130.25849417,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8972824.489591988,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,8975433.544330496,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,8980747.92191037,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,8993207.681656625,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,9002583.900273157,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,9009691.559990693,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,9009721.962521024,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,9010006.108743355,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,9022419.157274349,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,9050336.851599427,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,9051530.843630167,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,9068961.495545693,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9080692.45050189,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,9086465.066704817,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,9091350.602969456,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,9105338.316583611,0.125
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,9109001.98339777,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,9109615.838106455,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,9110634.081698503,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,9115608.804263076,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,9117833.245900327,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,9121557.013021542,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,9137942.271809926,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,9143471.955892105,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,9156434.847484367,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,9178281.96372185,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,9187498.845036404,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,9189078.08962729,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,9192147.250491071,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,9194836.867132565,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,9207427.997022804,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,9213701.194824152,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9224462.371321611,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,9225857.787208587,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,9225857.787208587,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,9231765.548080966,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,9243881.345554305,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,9248150.42503621,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,9249688.376528613,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,9271198.342975292,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,9291324.495336413,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,9298034.209033448,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,9327327.69728725,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,9329488.08500873,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,9340442.373788796,0.125
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,9357365.987593468,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,9357692.992532002,0.125
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,9359507.542011768,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,9373257.361971045,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,9375826.274793206,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,9379760.537511196,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,9412672.139947109,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,9421259.828736736,0.125
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,9421516.685286881,0.125
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,9444430.145027118,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,9446308.161182776,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,9447573.996505115,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,9449436.865844764,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9452446.523407187,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,9481901.430823067,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,9488458.372076288,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,9506025.31064037,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,9556216.839709869,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,9562292.300861083,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,9562945.13943141,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,9563219.166603632,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,9565469.603683025,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,9572223.295118252,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,9594324.450214354,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,9614502.778437778,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,9617233.090721618,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,9637804.595233781,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,9652146.104223948,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,9655908.02107214,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,9660048.026296243,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9670989.642505826,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,9717854.735277804,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,9733279.577216836,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,9769684.993686546,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,9780436.446655365,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,9790945.731085544,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,9799639.720583793,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,9810019.26799597,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,9814909.537584832,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,9834678.992003936,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,9845513.997902637,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9859032.269767884,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,9860100.976111617,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,9882140.321213717,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,9908107.93214031,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,9908107.93214031,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,9933356.018677417,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,9954641.484077746,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,9972999.019809723,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,10002696.137800815,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,10012580.727883298,0.125
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,10024290.592992526,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,10031861.123152044,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,10041882.385856774,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,10043866.174795227,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,10045199.803110778,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,10061831.411736254,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,10074906.027887117,0.125
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,10080264.185901152,0.125
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,10092724.146470796,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,10101970.071731435,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,10106383.036732595,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,10126855.40469349,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,10166797.880270384,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,10182922.45348546,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,10197492.716625514,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,10220242.848820329,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,10245046.279355204,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,10247400.86234819,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,10283459.984691894,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,10300438.769751752,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,10304685.07142255,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,10310045.221500853,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,10331365.612713994,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,10332488.703740664,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,10332794.47225691,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,10347384.819722285,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10367934.271379812,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,10373291.7434183,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,10383150.7979287,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,10401295.84413843,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,10415281.092456419,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,10421410.261217536,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,10458213.156208174,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,10459808.735591613,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10497480.387841484,0.125
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,10501464.620135702,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,10506963.315714046,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,10513422.180601453,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,10528110.066655284,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10536753.831159966,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,10562023.575702952,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,10602689.111246984,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,10606561.824785402,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,10615429.14270821,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,10617890.580817714,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,10635035.54747482,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,10650739.138956545,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,10658501.769628543,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,10659881.639224688,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,10707012.243328126,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,10712198.450666841,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,10712252.006599188,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10717612.994074905,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,10739733.14459132,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,10856395.464660803,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,10867935.40204183,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,10880160.721451629,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,10882401.834707972,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,10900191.816903925,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,10901535.387382308,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,10948256.821174154,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,10949291.351905825,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,10983913.616949199,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,10983913.616949199,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,11002977.21581356,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,11008898.080526501,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,11012266.135768695,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,11032704.45934439,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,11034732.202966694,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,11048985.58739499,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,11068193.565059416,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,11075311.984662496,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,11084526.130085243,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,11108228.412637584,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,11115133.21344993,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,11117906.035233444,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,11124512.561296554,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,11149808.835291311,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,11166984.65120727,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,11178350.241445076,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,11192059.362818325,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,11216983.584235504,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,11222915.566251002,0.125
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,11233637.324672302,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,11252917.984784218,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,11266600.062512776,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,11276851.331260275,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,11304919.209016798,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,11320827.095210556,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,11326099.992050327,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,11326099.992050327,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,11333036.156691322,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,11336993.523722738,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,11339083.347667532,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,11340925.307017762,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,11350187.090875503,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,11351146.889592605,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,11356499.599127226,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,11373673.57769584,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,11380359.086347625,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,11402099.747055765,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,11412692.716479583,0.125
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,11463384.571409302,0.125
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,11514794.034668153,0.125
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,11521027.946319047,0.125
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11545862.113642994,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,11562891.124487268,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,11574181.472464731,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,11608926.660746347,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,11623236.295173176,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,11661331.87044918,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,11672212.807800408,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,11687630.162632953,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11755427.609227356,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,11757311.130236559,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,11776271.29550493,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,11776271.29550493,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,11794155.973868158,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,11804883.34433068,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,11822616.827819359,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,11862358.097087782,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,11921084.541532794,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,11934401.757933572,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,11937085.93531913,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,11947200.205669962,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,11969179.684495822,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,12018412.902509699,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,12056020.521627583,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,12091734.868919628,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,12092644.349690337,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,12105870.398555998,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,12105870.398555998,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,12109926.602410423,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,12112652.684547722,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,12120513.162709897,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12145232.155001706,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,12187160.742183907,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,12205457.465847777,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,12243783.496550733,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,12259492.691210244,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,12263488.09482561,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,12276881.203592893,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,12297264.836082403,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,12346807.83149473,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,12369958.221336015,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,12378201.985293666,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12409511.930018904,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,12446887.778817197,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,12479981.131860122,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,12484125.835659213,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,12512110.126824925,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,12524196.458401557,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,12526805.236228112,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,12535873.020964324,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,12541507.578071492,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,12546316.804579478,0.125
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,12656205.35624712,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,12675110.569747299,0.0
