因此上发配到登洲,0,因此上发配到登州。
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,6583563.058733195,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,6587673.594499779,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,6590313.58124589,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,6592235.383954947,0.125
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,6595507.840890181,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,6604575.874354984,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,6605359.635042617,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,6614079.904379015,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,6622646.942241707,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,6622646.942241707,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,6625365.290653807,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,6636576.301330608,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,6647824.799820723,0.125
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,6656079.5874119,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,6661333.661500824,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,6664417.665258451,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,6664880.195508501,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,6672428.614673333,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,6680772.654750489,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,6716116.537454765,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,6727618.881916373,0.125
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,6729795.436841038,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,6732546.840350648,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,6744095.879192062,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,6746507.886713286,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,6755678.462690479,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,6771473.4577471865,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,6793023.393259879,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,6793647.095151519,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,6815317.721446313,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,6838085.01835911,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,6839354.723775909,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,6841982.660087034,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,6856727.013219729,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,6862996.956068353,0.125
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,6865371.482334695,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,6871633.634888096,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,6872452.814976491,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,6875870.459617672,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,6875870.459617672,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,6880905.069921957,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,6895345.252340663,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,6900297.82297238,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,6904857.643246245,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,6910235.179688395,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,6913276.668909773,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,6914170.636827323,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,6922367.706253765,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,6923480.735404527,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,6942736.672610027,0.125
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,6950690.264910824,0.125
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,6975543.136691624,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,6981511.548700528,0.125
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,6995322.712594592,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,6999097.327501988,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,6999269.294024293,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,7083752.379485267,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,7095132.543087974,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,7102999.608216012,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,7118511.254118124,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,7140906.140742958,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,7152054.004527541,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,7155232.609584832,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,7157376.495638797,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,7161877.273043262,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,7185928.764900831,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,7194988.305988785,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,7196951.63009902,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,7203544.515636692,0.125
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,7212682.747463341,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,7216083.94363073,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,7233559.17150858,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,7237995.037637214,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,7252433.008552621,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,7274370.213097019,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,7277987.020584735,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,7281253.545161895,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,7289439.931381308,0.125
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,7291913.208339334,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,7298183.079134563,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,7299381.065177873,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,7305716.116648806,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,7316863.903565833,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,7326512.5592970885,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,7338445.046873885,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,7343655.354938855,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,7345951.362869409,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,7352345.7000337,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,7357041.041187185,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,7387980.651166081,0.125
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,7417827.852320682,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,7426340.98699732,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,7436659.569866793,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,7438716.224063247,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,7439120.000644512,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,7451616.049766078,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,7452613.388474688,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,7459561.842058192,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,7467176.191347988,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,7468507.803415715,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,7471696.81487177,0.125
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,7487762.58502198,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,7494624.537933086,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,7497492.946967589,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,7513043.063240425,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7531916.137318046,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,7534561.761459968,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,7538454.611830244,0.125
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,7546832.34060627,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,7548158.098325246,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,7557574.758380436,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,7557598.72694367,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,7563291.32271916,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,7565298.695240332,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,7566131.211160519,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,7611864.581123974,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,7618880.507377844,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,7619600.122552284,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,7631022.0327152675,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,7657903.457059994,0.375
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,7658486.9796056235,0.125
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,7673578.737890793,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,7691107.871140166,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,7692027.576519138,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,7709647.352984997,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,7719815.4498546645,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,7719815.4498546645,0.125
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,7726799.130805834,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,7735735.576939684,0.125
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,7736526.524506779,0.125
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,7761911.848652758,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,7781049.939104488,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,7795320.081310026,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,7801980.234583174,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,7806498.584711676,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,7814375.143669648,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,7816187.135411268,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,7839119.932586877,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,7842386.081514489,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,7853045.999993381,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,7865027.727677957,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,7870955.848567498,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,7876465.014906691,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,7881724.746646065,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,7887858.4873404335,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,7900941.890542969,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,7902284.116015153,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,7903858.186447081,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,7928785.99617516,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,7930462.898886653,0.125
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,7972961.09579537,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,7984624.165010182,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,8002077.192735965,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,8005048.04971151,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,8012269.542993067,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,8027561.367123696,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,8032550.16933513,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,8036990.64225018,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,8061483.394349536,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,8061520.16535331,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,8063192.815858757,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,8099492.609854397,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,8099971.573205322,0.5
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,8109832.994729741,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,8115861.216150835,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,8121479.688400537,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,8123164.881529721,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,8147564.579270276,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,8148691.99620718,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,8189991.003762907,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,8226690.116152017,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,8245637.183786376,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,8268226.575341491,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,8288168.499054179,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,8322109.793291167,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8322407.723207673,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,8322566.176369538,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,8333713.908883061,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,8342985.105952214,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,8344248.290858842,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,8357523.778237634,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,8363135.382778862,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,8382740.903814165,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,8423531.00541448,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,8428927.461214088,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,8440757.031574043,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,8443604.511509562,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,8445916.006937243,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,8475180.155147625,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8483676.692321014,0.125
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,8509229.85822484,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,8511057.086088568,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,8516843.655292125,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,8516981.409929855,0.125
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,8518497.500730872,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,8523158.034110358,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,8528078.472088609,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8543141.807945156,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,8555196.738183169,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,8558270.559066735,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,8582338.578726344,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,8582338.578726344,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,8584635.768213902,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,8619891.829110319,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,8643983.644399941,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,8654712.184557233,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,8671775.821598327,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,8698896.399660924,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,8740423.066357946,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,8753146.572631339,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,8767338.078825442,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,8773922.882995715,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,8792560.96909401,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,8808864.840571519,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,8854154.0979674,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,8855780.701564182,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,8880280.839803746,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8904774.349355482,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,8916325.037476324,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,8927848.30721571,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,8935929.634492297,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,8997994.695497585,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,9023853.765734458,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,9029723.454539811,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,9029734.700251259,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,9033194.450857643,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,9059326.849486647,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,9061806.758554185,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,9078419.773405395,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,9082140.661710575,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,9085278.266289322,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,9198213.150293615,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,9204335.586055342,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,9243265.936918342,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9258680.336965665,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,9265249.193343498,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,9280354.408384325,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,9296495.53407305,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,9308066.212683339,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9319114.973224094,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,9329503.09032576,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9338460.77341527,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,9339276.127264747,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,9342552.910654707,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,9372753.743166985,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,9389282.30804934,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,9462179.791696595,0.125
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9464743.579306575,0.125
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,9486920.17156667,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,9489404.955371918,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,9535815.160418265,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,9537005.466739265,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,9537278.41384196,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,9557684.820652647,0.125
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,9563203.925734539,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,9607861.58698556,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,9615935.244446263,0.125
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,9635036.077419875,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,9645745.005091233,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,9647523.929658769,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,9653734.801132616,0.125
