实难舍街坊四邻与我的 好朋友,0,实难舍街坊四邻与我的好朋友，
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,9640164.556456331,0.07142857142857142
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,9668527.212623997,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,9676570.747578513,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,9676853.386930496,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,9692371.049375236,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,9703820.180704052,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,9708149.974855965,0.07142857142857142
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,9709933.070483508,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,9720592.665087704,0.21428571428571427
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,9725261.994072393,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,9740481.8320759,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,9752206.374458633,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,9760366.081171485,0.07142857142857142
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,9772970.973297527,0.07142857142857142
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,9776939.926841155,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,9777247.388846647,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,9782925.030162854,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,9783692.64235785,0.07142857142857142
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,9798355.650926404,0.07142857142857142
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,9800629.676722964,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,9821066.180660797,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,9843399.643619392,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,9852420.837142795,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,9855089.723686578,0.07142857142857142
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,9895575.669478958,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,9904156.721248277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,9918483.432824109,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,9921704.287830953,0.07142857142857142
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,9959642.391370973,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,9973305.077414611,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,9994263.565987144,0.07142857142857142
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,10063624.061195405,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,10063942.422027046,0.07142857142857142
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,10080752.325437872,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,10106800.369755862,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,10118474.011002935,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,10120393.140506273,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,10128382.158013424,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,10145237.522229606,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,10150228.699022457,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,10196489.334471786,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,10217659.199343078,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,10220393.21815434,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10228489.3981017,0.07142857142857142
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,10232372.860299487,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,10232690.981248915,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,10232690.981248915,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,10236122.721358249,0.07142857142857142
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,10240703.580740646,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,10251361.891902141,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,10296857.525515977,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,10307214.366482412,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10317871.481364593,0.07142857142857142
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,10318121.732854528,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,10330458.976026699,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,10354296.777239548,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10369086.306383003,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,10369520.20133993,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,10374141.6837633,0.21428571428571427
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,10381312.528369725,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10388817.821475822,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,10408948.308422768,0.07142857142857142
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,10429527.947178995,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,10446050.399263894,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,10447832.721139422,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,10512288.318425551,0.07142857142857142
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,10519658.804110173,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,10521844.270596288,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,10527832.39007029,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,10555513.062984295,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,10581228.851696922,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,10628736.04633696,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,10665901.228656182,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,10714278.950520117,0.07142857142857142
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,10724552.291431345,0.07142857142857142
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,10748512.563429594,0.07142857142857142
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,10749718.320006195,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10772088.63150433,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,10815871.742628219,0.07142857142857142
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10848057.341819309,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,10884986.256337984,0.07142857142857142
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,10891296.306323338,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,10907569.50651265,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,10920688.837618057,0.07142857142857142
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,10949099.809812235,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,10966737.290237622,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,10969902.102159077,0.07142857142857142
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,10986861.395720435,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,11013673.421576692,0.07142857142857142
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,11098973.858351078,0.07142857142857142
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,11148049.937922642,0.07142857142857142
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,11165503.348081755,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,11171255.789425267,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,11207652.679866137,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,11218180.589665271,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,11218180.589665271,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,11223480.024865173,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,11225094.90986238,0.07142857142857142
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,11225529.847618116,0.07142857142857142
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,11225529.847618116,0.07142857142857142
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11231266.061324412,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,11234215.224058127,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,11256778.507422265,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,11316535.467937775,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,11331012.016248457,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,11391201.878980892,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,11404145.975813406,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,11407398.385059603,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11408391.640244793,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,11452437.211637124,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11472515.914667938,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,11505433.971038818,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,11512637.994729888,0.07142857142857142
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,11573926.860383669,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,11582981.981182925,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,11590299.048066795,0.07142857142857142
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11598602.887967544,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,11604776.948195755,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,11604867.231087532,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,11679168.872149836,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,11699710.397695366,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,11706330.042505588,0.07142857142857142
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,11707617.940797804,0.07142857142857142
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,11712085.37449016,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11763271.179967243,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,11788355.51114377,0.07142857142857142
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,11823817.50243718,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11843495.555035418,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,11861245.523283191,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,11862223.00225478,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,11883259.680280777,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,11955958.226502173,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,11958418.601397948,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,11974121.724041723,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,11981381.585840307,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,11991303.690824946,0.07142857142857142
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,12010037.862245524,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,12021000.459267331,0.07142857142857142
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,12060163.781250957,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12080050.003735494,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,12089687.923270153,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,12107951.330981724,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,12107951.330981724,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,12110778.60303176,0.07142857142857142
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,12131318.783015775,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,12134264.490278214,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,12145277.254402386,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,12163058.461819192,0.07142857142857142
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,12163058.461819192,0.07142857142857142
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,12188540.00573957,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,12231623.439115955,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,12246683.80875933,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,12252130.08849968,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,12272284.76814737,0.07142857142857142
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,12314236.018335178,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,12316173.90648614,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,12326032.56351892,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,12345221.174816472,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,12345279.857136011,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,12359974.961271334,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,12389452.194541376,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,12392699.220090033,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,12405577.396274993,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,12417386.061659364,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,12439022.41759626,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,12444625.239503872,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,12463549.943452738,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,12486430.843221031,0.07142857142857142
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,12522344.324662285,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,12533089.273622513,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,12567188.31837657,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,12578761.00067888,0.07142857142857142
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,12613104.802759357,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12673915.265962536,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,12686124.614171775,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,12691830.198914038,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,12695886.713018805,0.07142857142857142
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,12697150.92343302,0.07142857142857142
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,12753687.253933202,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,12764733.240835473,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,12777301.965242727,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,12787599.339269701,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,12795355.240258392,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,12801218.88456387,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12812922.297931027,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,12851319.452622566,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,12876463.978410207,0.07142857142857142
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,12886692.60284822,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,12903257.752025656,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,12938242.618489636,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,12955135.990116248,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,12961956.920912072,0.07142857142857142
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,12963681.73130658,0.07142857142857142
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,13071276.514713712,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,13109590.296161728,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,13188762.231427828,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,13200062.597598815,0.07142857142857142
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,13200062.597598815,0.07142857142857142
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,13215042.702655017,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,13267743.243212745,0.07142857142857142
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,13306187.58846608,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,13322906.125405662,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,13357883.895880273,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,13390289.729071636,0.07142857142857142
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,13398480.558644127,0.07142857142857142
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,13398529.784488996,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13547890.92061006,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,13559657.92926485,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,13575740.085233709,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,13599688.202144535,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,13626097.897236928,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,13680338.039052418,0.07142857142857142
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,13684757.191628812,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,13700521.87999579,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,13752124.880137505,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,13779659.01763413,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,13822323.804656064,0.07142857142857142
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,13875287.98926527,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,13880942.453739751,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,13883586.769705784,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,13888183.784392128,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,13897837.492149161,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,13904422.288574724,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,13910487.548692614,0.07142857142857142
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,13948947.178855425,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,14002745.398413654,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,14034623.469381625,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,14040785.780936923,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,14079261.148833944,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,14084849.336789636,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,14151489.138343202,0.07142857142857142
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,14195686.90785258,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,14227346.168668307,0.07142857142857142
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,14242391.564457785,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,14270714.370673204,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,14308863.059959935,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,14380283.635547053,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,14402691.815622274,0.07142857142857142
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,14423896.705556097,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,14432879.187802251,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,14436359.802610539,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,14489089.6559172,0.07142857142857142
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,14489436.268133268,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,14497190.390622374,0.07142857142857142
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,14509662.98575571,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,14522365.82351596,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,14620587.84277025,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,14650925.938447813,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,14699617.61156601,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,14701039.809010297,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,14741573.023537457,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,14743602.981154101,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,14785209.871888107,0.07142857142857142
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,14897462.504350651,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,14926514.590849832,0.0
