他将我隐藏在后花园,2,他将我隐藏在后花园。
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,10770767.901539138,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,10775329.258841727,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,10779564.588707665,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,10787084.193505354,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,10823287.735960834,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,10853244.969257955,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,10853677.231478617,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,10860100.105677858,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,10873093.861463573,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,10873974.4984889,0.2222222222222222
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,10876473.285394626,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,10890504.902475163,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,10895767.458364904,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,10914589.612716075,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,10929053.87206006,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,10929173.23721597,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,10931092.238708407,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,10941282.295262557,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,10953501.769690078,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10958450.040510923,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,10966378.713806728,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,10967884.952443587,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,10986515.87398876,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,10995659.159272682,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,11018230.07887775,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,11026971.943567807,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,11029243.675343694,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,11029443.589024194,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,11053194.144716278,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,11065808.240751427,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,11069334.647626895,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,11071483.624192867,0.2222222222222222
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,11081182.782131752,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,11099241.413515052,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,11110296.64772726,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,11122517.742167471,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,11212546.858355965,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,11217958.975761008,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,11238209.648266574,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,11255151.516086508,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,11278958.604061581,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,11288021.410930842,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,11303409.593767138,0.2222222222222222
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,11312215.019332038,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,11336962.209900742,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,11350918.110691374,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,11390134.736304127,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,11390937.021627702,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,11393814.508673297,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,11424683.254707154,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,11424781.658593953,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,11426764.502980513,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,11427854.335054379,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,11434353.27848671,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,11437286.008414643,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11457954.114177195,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,11463451.446700476,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,11472239.898594858,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,11473319.480475191,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,11479758.976789132,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,11483353.936681192,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,11488809.2039441,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,11529280.12658518,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,11546179.654380064,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,11554127.92480521,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,11555236.531118616,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,11557365.336685872,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,11557933.640274327,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,11620831.590011204,0.2222222222222222
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,11621888.945492938,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,11624398.40535808,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,11667712.998453524,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,11669529.999391913,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,11681322.309955306,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,11691072.948844848,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,11695265.98748146,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,11714498.506833648,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,11728010.642316157,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,11731306.002481993,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,11743191.9659797,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,11746505.579335256,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,11749644.191083878,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,11753582.254716529,0.2222222222222222
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,11795415.443713661,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,11796282.033744765,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,11813357.01472243,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11822925.037996558,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,11845281.691137522,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,11854728.558613095,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,11854935.44942739,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,11855518.328288551,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,11863209.970837751,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,11874528.647217399,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,11874528.647217399,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,11877026.173155596,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,11881394.662232907,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,11901461.911009086,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,11926546.955189101,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,11935047.873461489,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,11949144.721300233,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,11952967.760290137,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,11954677.53329112,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,11962584.473932482,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,11970454.093976686,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,11974930.4519475,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,11984450.128885493,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,11992270.779485198,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,11998746.011666892,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,12012695.320090752,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12032115.89909884,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,12036065.967997586,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,12059207.340006666,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,12064683.762966886,0.2222222222222222
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,12087395.689111281,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,12093021.11980732,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,12114724.310600076,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,12124028.788147941,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,12138353.256828906,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,12139561.088266812,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,12165205.731256308,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,12185684.315574015,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,12190014.505476454,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,12200725.514953272,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,12229981.37718624,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,12230803.551395869,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,12245629.296790887,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12253340.540029664,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,12272511.644905115,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,12306935.024659557,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,12321057.250126831,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,12328796.309800161,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,12330269.027244823,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,12346170.73388305,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,12365393.859140731,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,12378676.267459853,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,12385622.799390644,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,12392627.329585474,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,12392627.329585474,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,12394035.744833488,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,12410749.980974074,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,12425789.892562004,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,12440380.11905305,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,12441815.546260485,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,12443018.232298834,0.1111111111111111
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,12475491.433802012,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,12481464.84661166,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,12482956.606463848,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,12482962.585656779,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,12502691.444179418,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,12551481.08227133,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,12565354.97765197,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,12577658.420453481,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,12588788.306517873,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,12616579.245263828,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,12634928.304840771,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,12654480.41578378,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,12657452.986316483,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,12662925.109285412,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,12665441.326897748,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,12709288.996512126,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,12759719.65143601,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,12769396.607476622,0.1111111111111111
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,12770696.464500766,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,12778917.995845255,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,12790159.053393092,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,12807712.283159498,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,12817791.565183943,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,12856638.827209054,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,12860515.324997123,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,12906241.530772848,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,12910831.004188072,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,12943008.480145276,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,13006834.780698555,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,13007158.998154122,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,13010535.404094597,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,13010888.105313826,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,13025815.425449746,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,13036706.067866594,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,13047123.372850258,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,13048328.830233548,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,13069677.051300224,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,13072515.012893341,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,13107136.05455593,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,13119163.777016837,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,13119163.777016837,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13170650.702874662,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,13178818.0527137,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,13215804.526949752,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,13216515.359915808,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,13225399.322023276,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,13247882.161390197,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,13272654.645259092,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,13307772.683281774,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,13335980.42060258,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,13375422.871490363,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,13395750.299692309,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,13396819.040308867,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,13417118.391797313,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,13441173.06119976,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,13453353.53828932,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13456299.521373939,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,13488960.260656837,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,13497548.785659468,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,13501104.830266893,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,13506903.45596065,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,13511545.318648495,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,13514751.896628859,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,13525797.327605058,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,13527751.4959695,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13587571.376008634,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,13593054.844976585,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,13612867.938948175,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,13618768.370834887,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,13640947.090772782,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,13651098.407189788,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,13671708.339565758,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,13672080.638792915,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,13676544.777832925,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,13714201.597628774,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,13716945.422042644,0.2222222222222222
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,13776147.308247115,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,13789490.464808432,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,13811500.679062271,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,13817162.306578735,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,13835514.126772033,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,13849153.083641268,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,13852277.38005984,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,13869168.541543178,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,13873869.6553149,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,13898243.287707686,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,13944303.84058479,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,13945453.249086196,0.2222222222222222
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,13945603.356045982,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,13955144.156982763,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,13971672.178576289,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,13992165.68345504,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,14012119.042797327,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,14025985.656150851,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,14029107.175253423,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,14065270.456044871,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,14072939.742977314,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,14094263.366844742,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14100872.913017685,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,14103438.124414483,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,14105411.982264645,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,14115487.722888513,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,14137440.843241408,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,14145909.188475477,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,14155129.45906762,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,14159891.787020532,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,14171379.002241917,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,14207308.645782178,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,14208382.152656216,0.0
