啊、生死二字且由他,0,（啊）生死二字（喏）且由他。
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,10593018.448572155,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,10594671.075013509,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,10596964.658365063,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,10597278.505984303,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,10610847.751904564,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10623675.859398872,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,10625483.266392458,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,10641955.509516831,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,10645639.93934396,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,10656476.37628106,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,10680424.524157861,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,10690959.919851488,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,10707417.92841928,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10717978.925748639,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,10738982.742572075,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,10761158.7005205,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,10767899.306033108,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,10779854.587280404,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10781989.453102943,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,10820093.190637546,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10822499.815067476,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,10828930.858666098,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,10837822.923682,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10845749.703739835,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,10848223.185175719,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,10859603.287518417,0.2222222222222222
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10871607.148589542,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,10885468.313158566,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,10892228.368171547,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,10899141.541526211,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,10918754.53335901,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,10921035.07785535,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,10923406.8124463,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,10924139.753882246,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,10952245.540318228,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,10961716.097059904,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10961896.22161063,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,10988417.802041676,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,10993348.035896158,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,10996731.387714181,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,11003966.534424225,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,11016229.163335118,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,11022926.973247508,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,11058594.297453227,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,11065780.747487664,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,11081413.801795887,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,11094432.193007268,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,11098225.080252385,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,11099005.762081837,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,11101252.620753245,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,11101400.840591295,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,11105965.038945246,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,11112957.477909474,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,11114984.990521507,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,11115695.451575903,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,11122803.845084382,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11156387.54404609,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,11183836.35228529,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,11230773.231941475,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,11231231.776255397,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,11252738.282782296,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,11265163.542164879,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,11291336.652670238,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,11329532.1446747,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,11339792.924960827,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,11349851.5501704,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11375126.112736609,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,11388024.117218511,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,11389288.181485664,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,11411073.553537888,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11420994.711170876,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,11448968.671246814,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,11465790.848564334,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,11472863.040120086,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11478312.846724236,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,11479299.651676873,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,11501374.578192499,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,11504926.124125075,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,11505142.805026488,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,11505946.680772781,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,11511087.643479977,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,11530461.034109227,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,11530931.0848108,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,11541255.693924185,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,11549674.81836873,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,11550171.78222411,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,11579281.635418927,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,11590018.084664892,0.2222222222222222
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,11601019.912416382,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,11611922.536744026,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,11622961.89907596,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,11656375.613792997,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,11686099.093370948,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,11696376.303509647,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,11696667.333674626,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,11701553.656259788,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,11709738.777763568,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,11729251.392314885,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,11768910.274509983,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,11777146.01848964,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,11778751.948696615,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,11806369.16109036,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,11816950.35308379,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,11827891.366826268,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,11847062.067323124,0.2222222222222222
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,11855292.002102926,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,11861033.313361432,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,11931391.431597557,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,11932446.053260105,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,11932945.452517793,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,11941985.226606289,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,11944770.273672722,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,11946393.084019847,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,11952264.90816657,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,11971395.324481664,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,11982328.550980536,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,12003300.084786445,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,12012716.239105158,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,12043067.62380129,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,12087166.123960355,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,12089877.863108184,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,12089884.657926751,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,12094309.015949525,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,12126178.176883724,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,12150795.115213424,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,12157568.244575962,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,12164281.939205328,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,12182726.39786288,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,12223313.522804312,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,12227679.903361809,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,12247626.912578648,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,12251586.986523768,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,12262757.757548653,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,12266031.579375116,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,12288498.03674995,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,12297962.235460805,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,12314133.093578564,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,12326524.897519149,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,12332051.421506338,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,12341142.540451614,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,12346501.56847096,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,12349706.584761271,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,12356844.972873116,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,12361506.13422999,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,12377573.758062048,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,12385067.446672535,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,12392450.500661718,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,12419432.841002444,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,12433255.802738102,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,12437010.782433514,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,12439314.477287652,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,12442165.645065747,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,12456763.676425248,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,12482699.374224855,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,12484720.093584424,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12485279.649619056,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,12496284.0702426,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12519648.72704635,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,12586180.555603899,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,12593489.0747017,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,12628625.673087742,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,12641426.736796552,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,12675245.794922441,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,12687967.459620262,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,12691542.821674084,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,12699554.750153081,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,12705770.262782589,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,12734542.126802014,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,12735895.749961648,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,12739900.857797211,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,12742409.114541234,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,12747731.44221535,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,12753428.105498921,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,12761543.057412712,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,12768490.33446715,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,12780584.383417102,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,12803317.988630246,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,12812616.311048355,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,12819657.940319588,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,12868359.26284736,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,12879356.866455248,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,12901198.910036746,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12906271.851848627,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,12911401.290761005,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,12933647.477023978,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,12934367.948468395,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12940238.108739957,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,12977707.066642728,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,13016594.780914938,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,13017287.200307965,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,13052246.289939629,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,13055680.638082314,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,13078619.698065301,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,13100920.068817586,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,13115611.374278476,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,13143589.866359102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,13150709.042372264,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,13190998.600270038,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,13193941.829036798,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,13195133.916113334,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,13196895.386400785,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,13206992.144872745,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,13223695.467650529,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,13227812.30474453,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,13230573.625429176,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,13239310.085229184,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,13280430.605662363,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,13283201.755480831,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,13345779.678457007,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,13371476.20707283,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,13373066.541400857,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,13373066.541400857,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13375153.58878226,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,13397851.42376354,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,13402474.261732986,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,13457370.20396052,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,13476775.142973855,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,13492936.958473796,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,13504867.403275093,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,13525454.497649884,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,13535034.872029684,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,13551242.356669106,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,13563391.49999029,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,13576254.646800516,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,13606863.3498009,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,13678139.257087529,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,13688055.308931313,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,13703052.0797166,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,13719199.195418548,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,13766838.060589682,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,13769532.036592841,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,13782640.292959057,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,13791423.720232757,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,13809508.293651434,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,13830467.307822308,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,13841907.3322096,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,13855664.363849146,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,13869458.866569746,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,13879532.660040451,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,13920966.536192235,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,13929501.631624106,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,13948387.754876833,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,13978834.867252855,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,14047869.766913036,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,14068800.574062325,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,14069691.751358403,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,14091075.624779176,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,14093656.088764627,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,14101006.97838581,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,14106069.821781145,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,14152215.099990014,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,14241605.388845367,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,14261287.93012154,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,14316347.4270536,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,14339502.65938705,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,14348555.296294084,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,14362049.854556676,0.0
