二次里命孟良番营来进,1,二次（喏）里命孟良番营来进，
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,13900972.529307734,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,13907801.163981725,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,13962193.551857485,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,13980462.871163392,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,13981596.678923199,0.1
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,13990987.317894926,0.1
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,14003842.329756165,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,14015848.535791807,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,14019192.983405322,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,14021553.679708747,0.1
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,14023228.560144752,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,14028801.28181408,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,14041425.284520261,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,14097178.827626571,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,14115000.683290424,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,14136695.715980563,0.2
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,14142845.499104125,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,14148600.633831533,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,14153710.624835739,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,14171769.504929049,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,14181948.03600423,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,14216959.960126627,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,14220615.46450573,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,14222174.751954801,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,14235981.744686924,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,14268448.946356868,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,14268448.946356868,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,14279280.030424867,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,14281712.783319311,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,14286459.655214114,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,14291254.15723153,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,14317529.183013689,0.1
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,14353876.114937989,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,14357827.918872131,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,14357827.918872131,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,14401303.267221035,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,14421894.792406572,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,14458728.89423748,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,14462653.844875446,0.1
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,14485428.434962044,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,14495962.599841611,0.1
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,14508963.575982237,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,14540818.146014106,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,14553071.042665703,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,14555376.358091084,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,14565898.656951182,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,14565917.574132305,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,14578963.539125927,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,14582948.697621763,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,14602302.065186452,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,14606404.760036087,0.1
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14606580.128144993,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,14628138.819041109,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,14630242.425432893,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,14693454.615655255,0.1
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,14706697.320996279,0.2
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,14707520.019744536,0.1
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,14713575.055360883,0.1
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,14720245.320153454,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,14733357.626426887,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,14735027.827491751,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,14743878.724079184,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,14758079.559508935,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,14767971.963615503,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,14805265.343814021,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,14819805.48125652,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,14825139.572542647,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,14835316.339682812,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,14864571.188842116,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,14893036.98341193,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14917207.70251749,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,14923185.392304247,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14925329.168784367,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,14969203.14392914,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,14987089.452761464,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,15004043.109685006,0.1
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,15009029.00178237,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,15019721.574593827,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,15043578.931638354,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,15052289.239598386,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,15072258.159804763,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,15080032.286500162,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,15099967.418923922,0.1
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,15108777.791813688,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,15137572.57555415,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,15146752.192917509,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,15220018.844470013,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,15277231.941566814,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,15284956.987767873,0.1
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,15285590.187647277,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,15309071.040677741,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,15313525.153906407,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15342021.342322735,0.1
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,15344066.624483429,0.2
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,15372069.95499257,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,15380153.524230069,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,15387140.710975049,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,15394898.428917214,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,15401182.265588788,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,15403364.382963797,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,15403464.209202912,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,15421772.003568713,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,15431932.578291882,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,15440517.546893466,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,15447072.131561937,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,15468213.779208666,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,15641078.585809998,0.1
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,15665555.87377453,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,15675068.846845696,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,15711943.484771898,0.1
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,15716063.681241665,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,15734032.754830427,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,15735580.093977168,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,15737229.049046008,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,15753695.630496647,0.4
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,15776215.932534773,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,15789609.801183445,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15789910.941890027,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,15795795.647476325,0.1
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,15797844.198097777,0.1
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,15806053.519918313,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,15812716.669740008,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,15822118.42172059,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,15847935.994832385,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,15861047.582228793,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,15882389.316206329,0.1
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,15893132.390763147,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,15905925.72483945,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,15974522.37595755,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,16016631.394470625,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,16025028.421026863,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,16029915.544605063,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,16034854.00645542,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,16037852.51560456,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,16047341.153902957,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,16061158.802006567,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,16068406.841970397,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,16083900.099507308,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,16093110.173027154,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,16111910.328564959,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,16118927.036546953,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,16146974.337130079,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,16147588.101740655,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,16158594.887320494,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,16168179.525632177,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,16192884.322618669,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,16199654.022482103,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,16212039.902983038,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,16238836.743978813,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,16265356.112053355,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,16277746.352811618,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,16298923.193141779,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,16363199.135921523,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,16368143.492650837,0.1
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,16368912.65089241,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,16392512.843938977,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,16401178.158843448,0.1
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,16429782.116123714,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,16430967.17004584,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,16476895.080722613,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,16571736.668007642,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,16673349.409920797,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,16709477.301811649,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,16730081.06187841,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,16760082.126830902,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,16790413.119547993,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,16821457.91540434,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,16837537.206209734,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,16837537.206209734,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,16844045.57081109,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,16861006.00272562,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,16881174.616229985,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,16910775.786223527,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,16934133.49228127,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,16935734.265066214,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,16976596.34211278,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,16976707.28013767,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,17001298.648483567,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,17004084.414267544,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,17014942.509171464,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,17029985.391050197,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,17050689.202492632,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,17054591.327534974,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,17071524.866283715,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,17101823.605304945,0.2
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,17105050.530443523,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,17118988.62737921,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,17138934.237948,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,17156867.541147742,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,17162173.505067732,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,17194726.646391444,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,17213794.63438746,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,17224258.436946165,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,17243838.47881885,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,17243838.47881885,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,17251489.76457955,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,17251489.76457955,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,17271442.03711074,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,17287445.369560484,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,17294389.18050937,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,17338251.26337801,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,17343914.89449496,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,17381332.18335495,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,17391851.756731823,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,17406593.850933213,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,17412211.763419934,0.1
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,17465042.38369695,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,17502133.220194843,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,17574730.90090337,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,17684006.66122347,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,17704437.32482819,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,17708117.13622576,0.4
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,17720570.91378558,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,17778278.602706105,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,17832792.025170863,0.1
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,17886902.83304763,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,17899561.996120982,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,17918222.30492638,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,17937730.291002605,0.1
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,17984003.595331267,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,18010683.637300815,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,18016937.446810864,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,18019065.704798475,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,18035880.890194688,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,18037152.467313316,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,18067293.45161969,0.1
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,18097662.57536725,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,18099924.30502673,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,18100869.736554828,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,18190869.024499595,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,18190869.024499595,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,18202960.073862076,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,18242437.4796849,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,18292730.099872656,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,18300256.958239786,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,18317768.316170488,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,18378421.74847708,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,18383606.10581968,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,18434898.25928574,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,18478621.827015705,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,18511932.9732263,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,18526457.266726337,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,18552772.761090618,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,18564838.30702931,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,18659951.957521513,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,18662130.49269789,0.1
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,18739257.59349869,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,18747350.433870602,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,18756959.566380832,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,18820547.35563646,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,18822491.71155471,0.1
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,18833173.950233743,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,18837237.650517996,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,18839977.732132666,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,18845454.806932803,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,18847863.575590465,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,18893985.330557566,0.1
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,18910786.998848964,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,18912316.61448514,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,18945451.496341474,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,18990320.20207728,0.0
