凭阴阳如反掌保定乾坤,1,凭阴阳如反掌保定乾坤。
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,14071706.107615901,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,14083353.180578034,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,14087111.448175747,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,14089357.180293199,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,14113117.740369307,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,14114455.105494501,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,14125067.574218001,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,14136315.35011408,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,14202374.813833555,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,14232425.417983798,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,14233401.820521422,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,14258642.318179375,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,14270867.23284626,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,14310757.529021725,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,14328156.416869791,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,14363033.829383703,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,14387962.611134427,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,14398151.86352122,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,14449827.399528569,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,14451315.109358935,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,14468273.708672397,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,14487882.320618404,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,14522488.881162854,0.1
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,14557261.434503516,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,14587647.769431368,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,14601440.204481434,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,14637545.371732503,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,14642146.216381807,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,14647544.817689748,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,14676891.223878091,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,14684571.4773707,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,14689783.015281757,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,14714872.389409073,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,14726463.735652676,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,14731703.394274823,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,14732081.799393002,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,14742745.449799638,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,14757216.370677613,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,14760588.836197816,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,14761678.831884803,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,14781318.398837358,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,14786410.61645422,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,14793611.312304508,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,14793729.167950643,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,14803796.57926449,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,14815303.699563785,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,14833104.904010156,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,14864291.987748904,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,14866285.040541561,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,14893484.965476345,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,14900810.322048446,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,14935345.653656835,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,14958244.944412207,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,14964956.261658909,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,14975690.787423816,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,15002978.809706658,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,15011728.313859753,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,15024968.422658572,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,15029821.525282249,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,15055241.407734815,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,15061503.506333135,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,15073147.35276099,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,15083908.147988643,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,15125706.354199829,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,15127966.948254805,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,15146210.479514413,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,15155524.67534989,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,15166175.307014627,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,15182796.709205255,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,15198743.520716574,0.1
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,15214630.019722592,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,15224323.652192147,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,15224398.607350204,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,15246641.807726992,0.1
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,15253799.870570414,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,15275142.378893016,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,15306546.513044126,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,15311202.486985678,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,15313131.144332867,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,15319101.050532965,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,15320938.294939812,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,15344041.020476343,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,15358288.497801673,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,15363529.651360556,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,15369461.693920443,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,15372639.300585631,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,15463321.639828881,0.1
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,15465718.399007296,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,15487408.364662228,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,15515140.600184586,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,15553782.45788799,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,15602245.551209804,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,15609122.321318584,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,15618792.993508589,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,15623351.235580865,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,15644025.347536262,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,15668371.150797648,0.1
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,15679976.43473539,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,15747863.15084504,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,15756923.295863578,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,15774593.201714106,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,15806358.791266374,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,15823805.166210797,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,15837495.030635089,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,15852696.18265269,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,15870393.4984266,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,15886699.289948454,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,15907776.930050911,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,15936168.53463472,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,15943238.006262027,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,15952845.022922134,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,15971467.477337219,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,15976716.081145853,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,16042008.514747193,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,16048682.941746436,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,16060349.325637817,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,16076585.136996336,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,16119846.709557977,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,16243082.125684263,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,16268649.661505133,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,16305409.622684598,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,16319293.635017954,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,16343506.195272641,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,16350005.416664071,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,16435785.45354103,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,16510540.527314024,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,16522694.415512124,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,16568511.83964923,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,16597606.713775976,0.1
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,16601977.534352988,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,16614255.999894395,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,16630918.446359094,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,16642266.602074658,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,16648184.173653666,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,16655728.234970065,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,16664216.098023133,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,16694560.579484826,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,16787949.699351307,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,16827527.382545426,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,16827527.382545426,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,16940663.07303761,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,16951828.863261368,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,16988978.690662164,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,17047068.901802953,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,17059850.266672343,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,17085767.44443322,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,17091737.49560956,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,17140162.50913728,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,17163812.956687413,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,17245417.653883714,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,17271797.32866923,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,17278789.652324356,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,17280560.08510251,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,17311762.92877028,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,17349403.43662052,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,17366155.655670054,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,17373112.733842805,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,17379975.829935424,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,17400628.15419565,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,17501856.77548425,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,17519244.005594425,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,17552921.293188125,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,17552921.293188125,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,17579734.83808315,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,17654311.080609456,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,17664285.944328003,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,17668847.20350275,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,17682410.52186529,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,17711883.406943925,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,17781427.171245717,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,17798433.02557031,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,17891003.820726797,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,17937046.93623114,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,17953957.051264063,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,17957250.11193144,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,17993963.60405199,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,18008830.40156324,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,18053889.787721474,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,18189513.249133416,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,18225090.366736844,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,18252322.687134936,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,18300842.788773794,0.1
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,18346552.915479135,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,18414614.89332498,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,18446643.821731877,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,18472346.329436965,0.1
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,18550549.372963898,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,18579455.29177576,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,18593486.73115065,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,18607816.301793005,0.1
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,18612945.8003231,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,18631580.747309018,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,18649422.670851883,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,18649780.89800182,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,18696867.726407934,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,18698865.954854887,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,18702112.822776567,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,18797573.53825508,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,18801802.86298509,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,18806416.33184574,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,18811953.658023328,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,18815598.054544978,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,18853032.824259337,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,18877699.770015992,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,18953289.89786158,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,18958960.438510165,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,18973418.56701485,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,19023441.098080397,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,19025160.704639822,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,19041498.56220959,0.1
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,19065306.334349576,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,19087217.838831928,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,19091081.833278283,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,19110051.30226936,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,19167665.905978154,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,19176377.509115122,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,19203542.913443677,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,19307604.44331794,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,19403711.33308589,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,19437322.2691974,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,19455482.08357682,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,19474834.9974488,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,19500366.92762186,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,19522026.208068486,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,19535757.49962604,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,19598464.40380998,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,19660480.670923237,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,19766578.04977962,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,19766862.21515826,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,19787046.344392914,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,19868959.614141624,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,19904831.192537487,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,19932477.21780239,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,19945850.888035588,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,19966912.040241797,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,20056224.392733324,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,20068319.98735095,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,20073591.126520418,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,20190272.198832497,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,20246776.307862137,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,20255882.124076463,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,20277687.664753273,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,20289245.08756257,0.1
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,20311324.85550963,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,20380764.05927304,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,20442478.775335502,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,20482103.264484495,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,20525576.573095314,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,20551698.087421633,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,20564223.535654817,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,20732998.127440277,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,20749902.97886439,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,20756399.3049248,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,20767976.245492764,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,20789341.074877147,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,20811587.43848084,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,20820061.34132554,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,20866811.20484329,0.0
