实指望到吴国借兵回转,0,实指（惹）望到吴国借兵回转，
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,8423788.547786511,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,8426126.917656928,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,8431074.613485733,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,8436840.717811279,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,8452955.397555662,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,8456276.834147966,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,8458955.960265392,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,8466121.085350795,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,8470921.370331462,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,8477498.258770794,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,8478831.611881195,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,8480574.005407939,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8490561.28816467,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,8492837.431055931,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,8503536.814284641,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,8504596.676052654,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,8516351.832403105,0.1
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,8524100.438422143,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,8526913.214763787,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,8533954.934887288,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,8534214.698121957,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,8538890.246937178,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,8554781.753490005,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,8558184.698983265,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,8563014.092030099,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,8572338.024863083,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,8579055.852458477,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,8596928.119176274,0.2
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8597799.280045602,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,8598031.424920702,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,8645015.016336044,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,8649738.463321345,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,8649738.463321345,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,8666183.193583101,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,8679914.78892369,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,8684112.36217443,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,8685483.319802145,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,8695080.761218945,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,8698820.751168253,0.1
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,8699000.184825148,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,8746094.444473363,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,8746192.242847491,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,8749906.219681356,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,8763583.075579418,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,8765578.361094337,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,8787194.603840852,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,8795781.551779613,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,8809629.18048367,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,8821099.278448747,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,8840176.922593389,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,8844374.506545667,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,8862180.024058906,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,8862574.439885752,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,8871794.302373426,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,8880691.426781274,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,8890712.21737028,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,8922065.98922975,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,8923484.902621228,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,8929190.774457011,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,8935555.459742362,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,8935769.222387988,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,8941920.447978713,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,8945283.422619645,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,8949797.219588973,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,8960971.770891331,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,8965660.590998992,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,8965660.590998992,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,8978959.114881033,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,8990052.461462924,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,8993436.28926633,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,8996284.507276496,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9001824.66307251,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,9008988.134780277,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,9023803.596409557,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,9049223.113432625,0.1
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,9067324.481157195,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9099654.295877464,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9101086.431035385,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,9108970.337358661,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,9118680.21772452,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,9124756.028169017,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,9133947.696365884,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,9151696.435057286,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,9152775.605009323,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,9163013.237491395,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,9167912.669357905,0.1
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,9178385.32143216,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,9181281.007008398,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,9190034.810921082,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,9191178.151735995,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,9192476.691252982,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,9192701.596270345,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,9210354.726066839,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,9229138.416911257,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,9231554.447329666,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,9235834.075823957,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,9247169.922114698,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,9263066.100418406,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,9293055.031648219,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,9311636.824337788,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,9321290.226869946,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,9321859.511534,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,9327575.868498463,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,9335469.667067554,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,9335778.755001366,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,9337855.704146864,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,9351711.572736897,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,9364513.760513999,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9367811.564430272,0.1
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,9367916.500194702,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,9390057.555251703,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,9408372.976590862,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,9412000.134898044,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,9423627.79721713,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,9424801.385216499,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,9428434.728817405,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,9440798.471753918,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,9458371.274903094,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,9459742.988792773,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,9462480.227256153,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,9466315.983009031,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,9473531.855745869,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,9475244.979612775,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,9485838.002254702,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,9485990.371605674,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,9496122.223222801,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,9511753.465930624,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9515352.005657025,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,9529938.55816093,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,9556062.022278856,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,9571373.81639243,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,9577131.550985787,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,9588638.931021808,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,9589421.955183191,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,9590126.325273823,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,9592357.88999519,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,9615573.959812205,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,9622066.80720863,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,9624312.93453126,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,9642625.563678278,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,9646954.210429985,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9656517.373293126,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,9659847.158437712,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,9668521.828149484,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,9684127.80745569,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,9692165.705036491,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,9725079.975687273,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,9754502.093481567,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,9762874.246262282,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,9765905.896340558,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,9786473.505035903,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,9788337.81090883,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,9813144.800210364,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,9821081.149834478,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,9821783.43739571,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,9827855.730008267,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,9831832.354873242,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,9855945.146931011,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,9860246.836177912,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,9874719.687188406,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,9876196.693479046,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,9878156.112060007,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,9891724.321092699,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9908512.996184971,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9945329.328541936,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,9945836.31737935,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,9945836.31737935,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,9951246.627152992,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,9964288.705553135,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,9971203.307721667,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,9979080.344694732,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,9981493.23297255,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,9990636.82873526,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,10023892.737255884,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10032773.428261103,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,10036400.609240772,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,10043624.98532149,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,10047583.73854797,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,10105303.557595095,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,10110853.331606138,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,10112709.97144697,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,10118958.717672,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,10120674.083015015,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,10129056.788619507,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,10142469.596705796,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,10163406.539050441,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10173370.421882292,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,10221772.630761243,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,10238657.517363992,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,10244217.90419281,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,10267567.50334392,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10267850.036645833,0.1
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10269674.802544387,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,10271087.038283465,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,10302442.341303991,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,10303184.148697386,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10317505.789942041,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,10322888.132903202,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,10346875.045999046,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,10351208.080321144,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,10355503.173876008,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,10372018.413987067,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,10390202.440051453,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,10391588.077074429,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,10406546.6845212,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,10410892.331159387,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,10416475.261802899,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,10416806.699162146,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,10463696.363040695,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,10482751.590072732,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,10493040.870083265,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,10499345.596130345,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,10503569.442921985,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,10555296.300057344,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,10565387.484808195,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,10566418.011327814,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,10593347.350438632,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,10593347.350438632,0.1
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,10602986.767742686,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,10629107.896688202,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,10631916.333295291,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,10633010.770712348,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,10648690.62675163,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,10648964.350060716,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,10691712.726150041,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,10695325.091672836,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,10697639.94121594,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,10708683.365857605,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,10710324.777470391,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,10711647.761743225,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,10726425.519912457,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,10729358.60499048,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,10748511.978269715,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,10760030.755926577,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10786422.659417976,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,10798325.433354527,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10803234.698802864,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,10830944.019547272,0.1
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,10841446.266277555,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,10859050.260669496,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,10864240.784784216,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,10891375.824741194,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,10893459.295559626,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,10898829.33699348,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10906217.329473838,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,10921248.913423382,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,10938035.319324415,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,10966143.16581222,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,10970137.911150955,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,10986831.778963702,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,11020824.047315566,0.1
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,11080095.343254874,0.1
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,11083906.650427982,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,11088317.305857249,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,11095614.525508536,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,11110472.654751828,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,11147753.273857897,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,11148690.050312182,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,11151781.591484815,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11225451.885951983,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,11240099.995080035,0.0
