为什么事到如今耍奸滑,0,为什么事到如今耍奸滑？
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,16737696.317514688,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,16789206.897342097,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,16819335.803006742,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,16823639.592438295,0.1
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,16924255.427059405,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,17019518.217506837,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,17033868.36585146,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,17239472.88972039,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,17252417.82297013,0.1
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,17283797.24450403,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,17400963.832409456,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,17471287.899346106,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,17531757.473972928,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,17546037.760103226,0.1
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,17603768.394747596,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,17674831.268675525,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,17809352.63406161,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,17818386.554928582,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,17930579.69228662,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,17978491.27739303,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,17986802.34763358,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,18000459.69702654,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,18013495.305660564,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,18044658.070229933,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,18049490.301849764,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,18055430.685019992,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,18081254.782328032,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,18090486.47144596,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,18093765.210551456,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,18254893.615274042,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,18260144.19081408,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,18267445.304969747,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,18271277.360830054,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,18278939.752655447,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,18286173.04693336,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,18302277.620951995,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,18302277.620951995,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,18352833.462001238,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,18361895.978921063,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,18369722.399648204,0.1
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,18393397.895781487,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,18439416.281166743,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,18478193.87832985,0.1
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,18532846.246240523,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,18590892.898866862,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,18622329.94195796,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,18750506.296910673,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,18823167.580397002,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,18875731.090409108,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,18896598.565938063,0.2
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,18991512.32997999,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,19048835.718669854,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,19076601.938060608,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,19081650.137452826,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,19126495.31599452,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,19173355.393218927,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,19207065.89865796,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,19255968.623418733,0.1
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,19317500.491462428,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,19372659.572701875,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,19389663.54554515,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,19522836.06155537,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,19597994.778660774,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,19750486.537934136,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,19869762.94017957,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,19949529.86019457,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,20009136.232085112,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,20011337.175730385,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,20013770.91299666,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,20021095.2343495,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,20070440.670970794,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,20071297.614810266,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,20099740.276214242,0.1
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,20135206.507206816,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,20183548.513078418,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,20244043.75467704,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,20245758.896868717,0.1
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,20311908.766053166,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,20314981.691084925,0.1
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,20395195.852572314,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,20436185.10509199,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,20490303.47490904,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,20494016.881580707,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,20498566.99351543,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,20506475.963782646,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,20652367.508119646,0.2
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,20744144.20378353,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,20797922.437639702,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,20944673.986852292,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,20954822.90794407,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,21041358.62197174,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,21101468.55674024,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,21464945.306257576,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,21502627.55936677,0.1
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,21585317.37753031,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,21606196.20778838,0.1
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,21789371.20609113,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,21930727.172002412,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,21936566.349755522,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,22027655.172975335,0.1
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,22059163.55457507,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,22160512.259792406,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,22622592.59292279,0.1
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,22661257.416907396,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,22977003.512037136,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,23023368.64043111,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,23596142.285537153,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,23699366.77402109,0.2
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,23712525.606851127,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,23748749.35910981,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,23817411.195583522,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,23931378.339145504,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,23931378.339145504,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,24034554.45072156,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,24120486.309004433,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,24248557.640818276,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,24463583.61855503,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,24620445.78404733,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,24632609.984541185,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,25491668.133058887,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,25737478.966113582,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,25889332.72108287,0.1
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,25994563.993520528,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,26496446.48072863,0.1
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,26540837.307786673,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,26582056.763978995,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,26957827.567016635,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,27408072.83853714,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,28054617.344196454,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,28373809.428439576,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,28452429.86766338,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,29418052.554086205,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,29429958.22467987,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,30564805.24658569,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,31259034.18465929,0.1
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,33088930.40027905,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,33366181.79588067,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,36413710.95232264,0.0
