我前番命孟良骸骨搬请,1,我前番命孟良骸骨搬（呐）请，
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,14214944.951337688,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,14219997.763399519,0.1
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,14220454.05588449,0.1
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,14220454.05588449,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,14226959.313693011,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,14245952.257750925,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,14258386.66783055,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,14270301.879222788,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,14270301.879222788,0.1
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,14305912.889990645,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,14338527.812908564,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,14376489.94600675,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,14376489.94600675,0.2
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,14410726.473577773,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,14467674.009797039,0.1
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,14474097.688092891,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,14534316.023033446,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,14578252.457499765,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,14644557.082209103,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,14672025.75865342,0.1
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,14674877.508091934,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,14686008.228466803,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,14714549.233565768,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,14756989.2937302,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,14763461.389619516,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,14779857.562318008,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,14797081.108950322,0.1
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,14855508.312161474,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,14876104.333578844,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,14914273.69939679,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,14917032.62674635,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,14965299.949738216,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,14978961.831565062,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,15015001.54929337,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,15016186.917331474,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,15034944.35320768,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,15072581.289522363,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,15147313.968508445,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15198050.67484842,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,15233477.873101061,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,15251671.169033792,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,15297601.847013565,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,15342407.544715434,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,15356569.511572272,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,15417080.991644397,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15420039.195435194,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,15433893.269627161,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,15441795.803962132,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,15514460.021870464,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,15566511.736815942,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,15572345.193895573,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,15597389.124964245,0.1
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,15648180.516162124,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,15741139.189045694,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,15788594.334570311,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,15806150.598817723,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,15831661.770302348,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,15852684.568354225,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15984018.362303466,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,16006460.424801324,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,16022938.888036393,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,16035878.691311771,0.1
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,16153061.614173261,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,16180376.177852763,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,16186692.319572583,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,16233900.100906182,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,16312710.806775644,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,16313320.0465528,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,16342260.400622196,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,16427714.773424063,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,16445882.455817988,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,16455077.526508618,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,16514715.812657477,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,16523129.896325195,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,16523129.896325195,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,16687351.749120073,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,16690268.99336001,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,16712055.244901124,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16920594.925943486,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,16930948.619366266,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,16972817.803110365,0.1
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,17000604.644792665,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,17030284.427536428,0.1
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,17079502.757331762,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,17095988.28707962,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,17166930.549171485,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,17233358.360134393,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,17237471.568632975,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,17271784.36631271,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,17315855.614436794,0.1
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,17322658.474034175,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,17325204.369237106,0.2
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,17328835.94683406,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,17328835.94683406,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,17335713.10011904,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,17523742.869764227,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,17539796.32375955,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,17547581.5303183,0.1
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,17569996.931767087,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,17602450.350062855,0.1
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,17626952.91257911,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,17645927.42611238,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,17765088.182440262,0.1
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,17957784.78633226,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,18019751.067734763,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,18026892.681187004,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,18165553.86055047,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,18182575.530236203,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,18194230.503902555,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,18263978.459028315,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,18274562.29518748,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,18425676.86176318,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,18533900.685532365,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,18603349.145872496,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,18724733.10052694,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,18987164.174120698,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,19073902.52449214,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,19131544.20651918,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,19314843.416149944,0.1
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,19488471.885265585,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,19544369.441847358,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,19563907.11198184,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,19843080.56687979,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,20014664.789464712,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,20022296.769171093,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,20496263.220572744,0.1
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,20559961.341440096,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,21028467.45447589,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,21711236.625892643,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,22754597.392709266,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,23078146.10316083,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,23136530.687583126,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,23710826.15720251,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,25142691.68127704,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,25381255.47079299,0.1
