我好比鱼儿吞了钩线,0,我好（呃）比鱼儿吞了钩线，
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,17316406.389180236,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,17345461.960486524,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,17365929.551956907,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,17385609.19186752,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,17396579.702075288,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,17398975.0840164,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,17439498.862830985,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,17474900.34190073,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,17520362.909273162,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,17597670.56487528,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,17661251.016261816,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,17729461.698047254,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,17748376.257000737,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,17791385.45124183,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,17813477.723879695,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,17853181.46367991,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,17962554.56512514,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,18002307.968001314,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,18017266.239572853,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,18036525.073927406,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,18060700.461632617,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,18084612.858538207,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,18094839.668603726,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,18120047.907783076,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,18198988.612204064,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,18448978.070657425,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,18502493.120994892,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,18503430.154820144,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,18511435.627632827,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,18528854.498445477,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,18604496.84318852,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,18618728.365941152,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,18720200.407213535,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,18786020.689014867,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,18961712.530334048,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,18968399.80984063,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,18971773.574739,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,18975231.510880016,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,19029231.73162961,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,19033490.876618333,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,19039747.332184643,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,19215753.053161297,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,19287953.356103458,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,19309883.259868797,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,19325290.218565036,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,19422730.961646494,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,19454792.159594107,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,19455656.07530812,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,19472342.461658943,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,19521213.388982065,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,19539148.148411926,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,19610369.46305316,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,19681314.57251243,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,19741699.966474287,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,19769020.572016668,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,19865399.460062046,0.2222222222222222
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,19914823.29800727,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,20064823.247539937,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,20081551.783311814,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,20111517.542396843,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,20138974.776719883,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,20203582.166168623,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,20226658.379353672,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,20244680.02026901,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,20280831.685063753,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,20308687.37707367,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,20377122.885800526,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,20392951.152788647,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,20417056.032869127,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,20429372.76237115,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,20446470.077373542,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,20489474.775203515,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,20515075.88698149,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,20551585.761688218,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,20554337.614593882,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,20582052.22578837,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,20582526.86280218,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,20667369.262276776,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,20719123.89845282,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,20746013.719994053,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,20814320.14641877,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,20846408.822021727,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,20997666.280061796,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,21028314.339215036,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,21186948.811825488,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,21201608.889728278,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,21256249.727922607,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,21276427.086815424,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,21281214.849206902,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,21346391.876501147,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,21606765.944903955,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,21684570.023474436,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,21862211.23090794,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,21871180.850816764,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,21900315.927251007,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,21965555.06007364,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,22171049.129346516,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,22183731.30185324,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,22219761.719795506,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,22284040.836611267,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,22317082.222071845,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,22386578.999631107,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,22455016.04265179,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,22462586.14413934,0.3333333333333333
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,22478528.712438196,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,22594042.55366697,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,22615059.521951467,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,22656402.460876968,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,22703757.82457,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,22862351.91446308,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,22926390.758800045,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,22928453.291621692,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,22955232.33777744,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,23024290.230366014,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,23366894.331829008,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,24025210.560315087,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,24052516.459429927,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,24186358.686820064,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,24267893.131998077,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,24321263.50014253,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,24373012.318489403,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,24490039.923501316,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,24595465.33374527,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,24623901.3868904,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,24706042.850200966,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,24869135.691885855,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,24917924.84006005,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,24943337.314491056,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,25015551.150560122,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,25062862.571500197,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,25077909.033567265,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,25247642.850355133,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,25369258.865978412,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,25393485.88377497,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,25421142.709093984,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,25730186.86061744,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,25837053.757586293,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,26015394.416166194,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,26051010.490084838,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,26137702.873441666,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,26180975.922683153,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,26229013.35697326,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,26362316.675873645,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,26362316.675873645,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,26737757.561214436,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,27216616.474923268,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,27321119.5342645,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,27807057.837863013,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,27918158.655937538,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,28118380.701695718,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,28515961.214001164,0.2222222222222222
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,28803251.72428918,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,29193836.74810683,0.1111111111111111
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,29582683.58255446,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,30798088.50920716,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,31101156.240277875,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,32611153.169830382,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,32749473.83178302,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,32749473.83178302,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,33418141.261660244,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,34039366.51605281,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,38197463.14316875,0.0
