三人同把那鬼门关上爬,855,三人同把那鬼门关上爬，
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,13573706.028024515,0.1
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,13575974.373195343,0.1
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,13603562.18892509,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13606378.84265916,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,13676781.972495949,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,13684874.146503402,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,13699452.661591044,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13704921.71994862,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,13713037.85138758,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,13720830.399834868,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,13721401.362682223,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,13734318.983269753,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,13738144.6914036,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,13741021.507460598,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,13751050.575999511,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,13757122.378474861,0.2
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,13760470.130476,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,13760980.114587193,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,13793822.243053304,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,13799498.421720782,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,13808712.215117013,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,13815888.376712434,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,13825910.283549245,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,13829080.573629633,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,13831761.39043551,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,13849220.665516697,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,13886191.308002813,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,13897235.490492927,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,13898585.455485448,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,13930389.260358457,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,13947439.611568147,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13947690.111230629,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,13947894.049979212,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,13954881.901820512,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,13968426.22436429,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,13991282.33057862,0.1
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,14023820.942022748,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,14035263.845328363,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,14046447.781111106,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,14123299.481338317,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,14143030.9730662,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,14149270.096817303,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,14165031.465494286,0.1
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,14169620.264608929,0.1
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,14177669.268850688,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,14191501.386794817,0.1
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,14203050.045039842,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,14226312.01732708,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,14324198.236627439,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,14328734.155073833,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,14345204.517705679,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,14359502.909088774,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,14359872.224921923,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,14395823.923198493,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,14411071.70398147,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,14415923.885678003,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,14436481.044037504,0.1
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,14448464.896857636,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,14470476.401409091,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,14543019.546753723,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,14550862.225529239,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,14558201.35694676,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14624508.888581157,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,14673865.63225368,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,14695869.096299268,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,14705643.909963306,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,14745090.693361761,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,14812837.132665139,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,14822274.636327371,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,14827595.213308163,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,14830317.89584589,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,14831083.32691583,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,14836606.80380004,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,14839900.859453646,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,14846514.415240288,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,14854357.821878951,0.2
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,14873811.20703409,0.1
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,14883497.917747734,0.1
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,14897541.01902704,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,14917366.186919475,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,14933472.270225562,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,14962929.945877792,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,14996300.411223145,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,15042257.612460844,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,15059564.85282293,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,15066973.82272639,0.1
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,15106534.024666145,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,15133423.72514793,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,15158833.913764412,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,15166278.820228983,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,15168956.997522604,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,15173841.70250566,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,15193779.54919495,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,15204862.670230396,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,15279418.981211867,0.1
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,15324671.921448592,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,15361731.047310755,0.3
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,15393068.923916329,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,15406791.960078662,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,15476369.440550616,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,15508886.857234087,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,15512864.008009287,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,15519792.295043187,0.1
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,15521251.14535444,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,15549350.598656034,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,15571625.165316047,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,15584073.608918304,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,15585171.310167834,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,15588461.724898502,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,15602577.577095434,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,15644324.202572623,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,15648321.726733403,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,15648772.60912794,0.1
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,15673222.585685631,0.2
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,15675075.61674578,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,15686787.17859251,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,15688111.700936606,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,15702206.265785813,0.1
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,15704625.689637588,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,15742926.45102948,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,15745973.812051838,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,15748113.367074182,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,15754090.67444668,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,15766680.238177964,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,15770438.098318987,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,15772886.163615365,0.1
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,15784871.064440202,0.1
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,15791402.117966061,0.1
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,15801147.378437135,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,15831439.557267182,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,15839442.238099637,0.1
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,15840460.71865572,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,15863328.617386678,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,15908197.512385646,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,15929963.291590305,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,15965534.661344431,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,15969600.97440096,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,15981305.57502966,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,15992525.06839171,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,16019141.506516233,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,16028444.146592692,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,16047844.00912812,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,16055688.81158784,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,16068667.066547047,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,16088709.343158366,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,16090078.822630182,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,16102655.789265243,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,16125145.728599805,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,16146442.017145935,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,16151873.74391492,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,16154852.773095297,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,16160437.909020253,0.1
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,16193960.74130888,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,16206467.446418004,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,16219088.898033906,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,16232852.864939626,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,16241784.932882516,0.1
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,16260438.822935749,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,16328419.937048517,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,16335701.584299529,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,16367076.345276458,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,16370695.743038112,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,16443509.256470757,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,16477354.73939945,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,16525615.674255207,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,16532409.886738786,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,16559350.782737138,0.2
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,16572134.109382834,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,16589180.763925092,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,16627164.631265443,0.1
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,16634186.408920381,0.1
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,16657673.781349009,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,16664956.473191148,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,16666879.686605206,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,16679669.68771445,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,16702894.563211858,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,16729560.406455828,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,16742851.507921882,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,16798203.688447237,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,16804609.427674495,0.1
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,16817893.401129115,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,16821888.95771204,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,16825233.5394534,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,16862622.092136387,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,16866160.893218335,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,16887344.300596848,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,16911640.934102215,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,16921259.013055913,0.1
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,16921691.583928067,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,16965435.06528862,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,16966453.188683704,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,16974842.912914287,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,16980320.678200897,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,16980320.678200897,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,16989753.052840315,0.1
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,16996750.619070392,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,17027349.183863692,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,17037174.618845865,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,17062835.28764703,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,17137095.769595563,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,17147307.684498902,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,17154228.19552279,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,17160698.889485065,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,17164274.19190414,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,17183791.37631181,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,17214535.8319779,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,17240091.23754796,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,17265817.65311647,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,17291024.012818433,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,17303797.17061634,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,17309643.251235753,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,17382470.7337228,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,17405045.851314135,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,17408219.47126304,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,17420746.854329836,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,17462731.594154492,0.1
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,17477858.88791725,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,17478310.53846424,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,17486604.524586987,0.2
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,17489439.88062022,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,17496653.40470486,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,17633531.623377677,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,17638888.936343372,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,17652287.162111633,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,17653500.749538854,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,17668825.87465958,0.1
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,17679045.099889066,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,17698317.034964666,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,17765100.120351236,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,17777550.15904171,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,17782953.387537897,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,17792834.483051475,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,17797698.29743949,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,17863722.68882892,0.1
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,17917446.342843592,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,17935576.93821293,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,17947320.576558042,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,17952798.5126561,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,18001139.0063885,0.1
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,18023245.021240752,0.2
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,18045465.954003893,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,18086416.504771568,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,18095073.419621643,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,18095073.419621643,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,18101575.416665614,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,18167648.512892682,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,18175573.314419974,0.2
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,18187955.970519297,0.1
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,18213529.024478476,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,18245533.456894755,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,18270974.244945783,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,18288347.286139447,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,18288746.31875504,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,18357615.15690706,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,18369123.129283424,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,18443565.036575396,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,18451258.377634875,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,18465602.67676075,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,18493839.66099031,0.0
