叫一声解差把店投,8,叫一声解差把店役。
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,7308842.458687521,0.125
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,7310654.612912313,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,7317014.9604467815,0.125
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,7336829.532679535,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,7343381.032652774,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,7344451.080825799,0.125
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,7361700.5359276375,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,7366202.82115781,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,7380554.162630164,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,7381255.6002035905,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,7416930.115492374,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,7433134.296137771,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,7433134.296137771,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,7451254.862189218,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,7453382.868545373,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,7455482.906568523,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,7463871.119329375,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,7465688.298433509,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,7490238.915873507,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,7494938.269368837,0.125
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,7496446.31814977,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,7517302.506288392,0.125
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,7530200.816592582,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,7553549.305661158,0.125
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,7556582.68654375,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,7561007.603532661,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,7569290.191653289,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,7578113.124137937,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,7587710.737270625,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,7591841.662728211,0.125
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,7591994.794166031,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,7600145.682216607,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,7617916.865265001,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,7620461.9700059425,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,7622535.255792833,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,7650667.955491735,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,7651808.542654401,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,7669409.517622528,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,7675004.425405551,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,7675857.045516525,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,7677476.615396642,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,7687634.783316414,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,7689529.171332192,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,7707277.311333699,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,7716817.003491563,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,7718170.674637953,0.125
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,7732393.199500028,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,7734270.855495325,0.25
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,7747022.018051323,0.125
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,7749679.6659531295,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,7755747.331178609,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,7757181.51746557,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,7757832.4265470635,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,7761456.036421263,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,7778371.350309541,0.125
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7780838.978934044,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,7790075.727952425,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,7802982.9240860315,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,7811392.765061667,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,7869735.398173172,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,7870586.661155651,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,7879918.111615156,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,7881913.166792845,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,7892371.050074245,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,7904831.632152742,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,7915693.202098245,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,7916931.852771771,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,7918073.913801775,0.125
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,7945587.031311879,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,7966486.038323645,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,7973760.476785316,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,7988469.628197633,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7993697.486069667,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,7994037.861051872,0.125
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,8007143.859290841,0.125
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,8015959.404863397,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,8033179.656027225,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,8045677.72435597,0.125
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,8052295.978112129,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,8071775.839152999,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,8075349.729260591,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,8103832.672254126,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,8103929.135976672,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,8113591.023852896,0.125
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8116100.197149262,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,8128421.367977294,0.125
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,8132946.697722086,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,8144726.1585682295,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,8149269.995955735,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8178761.764028913,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,8224620.993167063,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,8226779.603042943,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,8247626.985528704,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,8248857.730467559,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,8257882.461907396,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,8271004.048731811,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,8274252.667494783,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,8294275.129546305,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,8298099.766668073,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,8330496.645791464,0.125
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,8335347.762372695,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,8338175.474932212,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8348879.64982793,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8366150.567337915,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,8371096.727518396,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,8380416.3280363865,0.125
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,8387859.194641342,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,8397783.521345168,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,8410793.596394844,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,8413646.73044384,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8422291.31765376,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,8430238.21184828,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,8431428.145702314,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,8443178.789161557,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,8446412.56881267,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,8450176.129889913,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,8470414.583589295,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,8485676.731635356,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,8487388.700189471,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,8501370.025066786,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,8503632.816184971,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,8522771.391151838,0.25
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,8526423.600372827,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,8540598.871348001,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,8552231.766783247,0.125
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8561942.440551104,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,8563413.755626323,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8601146.541655526,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8620432.07053102,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,8627868.693408528,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,8666539.634304775,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,8671482.633208223,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,8688627.579854386,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,8691339.325291034,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,8695781.706368035,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,8695845.464536725,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,8721944.621368269,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,8728615.534629215,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,8743704.257514624,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,8751781.559921965,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,8753546.290423507,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,8754830.47036188,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,8771484.794515282,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,8803449.046688203,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,8803886.435134977,0.125
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,8807714.42764726,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,8830123.44857102,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,8837544.208173515,0.125
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,8854429.319259452,0.125
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,8870904.815699426,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,8871653.069003444,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,8877678.506167848,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,8882084.25770599,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,8900971.687427022,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,8909574.538771551,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,8948275.293587737,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,8950888.645571731,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,8955047.598078534,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,8961847.127615944,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,8962382.460085012,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,8973192.529345488,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,8986019.50376058,0.125
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,9052257.200254176,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9092088.285590695,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,9100144.835642347,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9154312.166378854,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,9155249.177951505,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,9160958.751711471,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9196267.689172607,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,9199139.904221576,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,9203197.710160615,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,9214826.741285343,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,9232908.555458488,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,9245473.41814716,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,9287542.056128122,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,9318659.281068873,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,9321944.404139228,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,9361038.610671228,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,9361658.115448104,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,9366885.937955622,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9400933.770614658,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,9423852.434060859,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,9453734.340965753,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,9474855.784627981,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,9480522.836600617,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,9483220.46517262,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,9504212.799681755,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,9504212.799681755,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,9547338.70236106,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9552243.026822215,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,9553085.448308507,0.125
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,9556513.269738326,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,9579237.732478488,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,9582892.685765108,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,9590959.74041211,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9611719.494853554,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,9623266.622524245,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,9662339.07451384,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,9697740.075181544,0.25
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,9727671.73169452,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,9729143.598515283,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,9729356.184943732,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,9731455.878550025,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,9752786.024901498,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9760412.84976126,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,9775920.67535494,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,9803027.103298806,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,9807264.30601114,0.25
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,9812445.733835286,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,9823577.947192196,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,9842864.705795007,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,9876597.332867738,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,9884627.718954576,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,9932805.702000972,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,9936122.58939769,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,9946310.092341442,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,9989287.579110093,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,9993703.352325477,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,10006487.967353618,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,10020167.225419085,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,10048201.050035385,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,10062241.439764747,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,10127620.412017947,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10133288.832520824,0.125
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10158519.918409059,0.125
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,10160394.094237275,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,10177729.714614986,0.25
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,10193896.89612809,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,10235036.36828235,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,10251614.638171513,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,10261857.99628973,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,10272454.733869696,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,10283431.88310462,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,10317431.956749633,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,10321732.131163483,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,10389466.313959977,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,10392167.145888835,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,10402369.292150367,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,10418998.471522586,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,10456961.691612076,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,10458129.211709697,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,10460942.47459511,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,10474572.317805257,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,10479241.733047346,0.125
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,10485146.365305277,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10487982.91322616,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,10498232.485900417,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,10498569.82221295,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,10569609.52457197,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,10585517.037686804,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,10618650.891034942,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,10650301.814894954,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,10676796.924328761,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,10694615.7900246,0.125
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,10699068.946841484,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,10713795.172324665,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10726256.92990699,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,10768350.934221404,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,10820867.607108574,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,10821267.999673722,0.0
