耳听歌笙闹喧哗,0,耳听笙歌闹喧哗。
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,9209919.544759233,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,9249077.125844223,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,9253213.021875212,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,9253213.021875212,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,9260708.15515338,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,9264968.996557077,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,9274502.977101712,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,9276558.863933243,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,9285488.97684847,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,9290437.836215528,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,9291261.308351701,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,9291879.340252308,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,9292236.95149563,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,9296544.174331056,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,9297408.310961919,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,9303607.213079525,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,9326497.518803084,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,9332166.519886004,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,9352203.279477745,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,9354770.403855784,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9374028.930302603,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,9396694.96712203,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,9400755.171031237,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,9410500.173238896,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,9414570.762913717,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,9415621.82633262,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,9417918.841817128,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,9418240.06377634,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,9465537.802822638,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,9475068.635160627,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,9484283.427517943,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,9496580.241952885,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,9502948.707101326,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,9513312.759350482,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,9516930.113682676,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,9521274.321215585,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,9528687.448248746,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,9536735.581754845,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,9536887.697871216,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,9539055.908089632,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,9566065.301666578,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,9574672.791728275,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,9588227.30918035,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,9588727.989277758,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,9614417.71245116,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,9616351.860145874,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,9623167.16456011,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,9623199.909565141,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,9638689.842994513,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,9646785.445450773,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,9651792.919870062,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,9658323.957488561,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,9659615.423602657,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,9668398.664331509,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,9690949.152471742,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,9692843.734966327,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,9703371.099642677,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,9705334.675347542,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,9706295.403287254,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,9712275.992338128,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9726398.743064672,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,9746917.187001688,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,9758042.488777036,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,9760019.753236752,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,9786985.493981441,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9789901.925821334,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,9796341.31810881,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,9816452.21819464,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,9820635.176835282,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,9827447.401966957,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,9837214.173905184,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,9849789.731191339,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,9850391.700962061,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9850438.026564466,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,9859722.796712453,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,9864620.290482387,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,9872874.353031956,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,9873150.740445148,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,9883504.958222125,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,9900406.879671793,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,9910357.198058398,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,9927205.289016241,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,9935829.18104853,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,9938038.481009452,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,9939812.541964095,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,9941144.968813231,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,9975860.729038369,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,9989375.60814817,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,10022754.641780267,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10026046.493771683,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,10028147.224976959,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,10029022.021337029,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,10034849.565063251,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,10042631.10936376,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,10052453.365691826,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,10083538.69493797,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,10086026.13927329,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,10109109.4165701,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,10111524.573547762,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10124201.409939997,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,10124894.315465825,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,10129824.88371116,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10135340.8907767,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10144639.673556658,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,10176324.390254742,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,10178765.432635901,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,10180650.084982883,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,10180650.084982883,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,10182658.481787967,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,10187253.405765858,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10202550.851633936,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10214129.795426792,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,10227263.873959064,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,10244137.462062722,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,10253682.375121636,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,10254435.107789777,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,10258559.842587674,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,10279007.375988403,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,10300394.935835449,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,10309420.106021652,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,10321302.039853385,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,10338504.383459272,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,10349795.617900157,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,10352823.756568145,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,10355427.939705446,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,10367784.182173707,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,10396894.690297727,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,10405542.759440018,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,10417703.939388528,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,10431459.233331574,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,10432967.038587702,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,10433971.646997776,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,10448375.647836346,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10462834.019131972,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10471664.9453168,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,10472086.647672985,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,10477736.114444429,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,10481926.571988286,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,10493601.519046586,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,10495095.991537318,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,10496760.941159915,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,10499862.192081762,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,10508796.508341536,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,10522737.493001709,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,10537870.480171084,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,10543878.863749063,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,10560999.381184803,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10572307.64860235,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,10596790.027901605,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,10596790.027901605,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,10596852.302471874,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,10649078.852752589,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,10669844.403514907,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,10696297.831328493,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,10697909.756834256,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,10722263.383003874,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,10762233.002927165,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,10773922.530648042,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,10786591.11310611,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,10800781.147756644,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,10822482.872967446,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,10841274.452270856,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,10843893.847680332,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,10885945.552962592,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,10904686.993116211,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10907722.903854368,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,10920364.222628731,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10927572.77158898,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,10947836.570692504,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,10949916.336610423,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,10960257.845993282,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,10974509.100862829,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,11001708.144393628,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,11004193.39179933,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,11009182.278904926,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11014415.310346717,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,11018155.078006726,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,11049498.17603243,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,11072265.673157342,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,11078646.68343663,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,11083388.73764155,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,11106685.306076745,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11117005.715151014,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,11119576.081941167,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,11119616.166076997,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,11132222.984763585,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,11135320.464697093,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,11135320.464697093,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,11140717.0727342,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,11148693.893445827,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,11169699.148103667,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,11179967.965753147,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,11213180.270304425,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,11215437.980445234,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,11217373.493718995,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,11233411.109497122,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,11256849.457435597,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,11266003.226370381,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,11276523.748567991,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,11291629.69527673,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,11297833.103899565,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,11299360.827866277,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,11331371.493931115,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,11339923.933455575,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,11355885.398232765,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,11368764.169267219,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,11368764.169267219,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,11450440.717107156,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,11457667.712431023,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,11464683.462971129,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,11491561.14996359,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,11514152.900713203,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,11521083.834399378,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,11521396.404050775,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,11526166.579929115,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,11546307.456436409,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,11556933.865447052,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,11566056.991737727,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,11567378.024638474,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,11568758.956365865,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,11574498.061287947,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,11585708.07193469,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,11590855.797328118,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,11634306.910747427,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,11649723.313671775,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,11692420.07489497,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,11707288.839202242,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,11718650.479699852,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,11718761.102743058,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,11763559.54814767,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,11773522.717166219,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,11794121.626626275,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,11811025.880705958,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,11824403.910281206,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,11843322.832381647,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,11847114.273465354,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,11878916.82166041,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11919131.66858291,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,11946117.058473844,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,11994485.821561202,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,12019110.810892759,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,12021210.03719836,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,12075246.98980858,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,12109574.38135917,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12121361.672978284,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,12193798.30686341,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,12195717.12942141,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,12303720.537796564,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,12303720.537796564,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,12307605.8029556,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,12334399.404700048,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,12347308.311834427,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,12355323.991932496,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,12374677.113870779,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12395759.728858054,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,12400774.71009846,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,12404285.07416002,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,12421023.226571219,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,12478033.664338272,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,12506042.636096409,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,12520779.181557246,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,12537105.857291238,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,12567685.467703937,0.0
