二不是歹人把城偷,0,二不是歹人（呐）把城偷。
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,14906144.33744139,0.25
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,14967914.129030593,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,15099250.804299276,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,15133116.678375712,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,15270767.529892648,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,15301386.741925722,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,15328919.910975974,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,15344235.883844974,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,15406539.744509215,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,15416820.481367892,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,15491829.347289525,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,15494064.499409422,0.25
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,15537290.621971654,0.125
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,15551977.726638457,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,15561260.944673568,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,15572872.130340217,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,15602859.720144734,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,15608417.0967819,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,15620375.10744201,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,15682270.418254348,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,15790521.836471522,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,15824075.14910628,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,15839633.08453243,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,15842637.856536528,0.25
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,15858704.701488856,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,15967466.900363164,0.125
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,15973324.310704129,0.25
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,15974550.51986351,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,15979217.533826996,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,16000391.470534882,0.25
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,16011838.233713329,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,16070354.1322052,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,16117952.79578055,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,16124317.082145711,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,16167486.70054138,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,16172956.637523817,0.125
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,16181136.797096694,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,16264632.0074268,0.125
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,16351815.96018952,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,16375971.011249682,0.125
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,16380044.569433156,0.125
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,16394134.358048193,0.25
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,16402231.91403858,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,16454900.54437097,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,16486044.65047625,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,16535656.878332037,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,16557690.450295964,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,16565245.456891583,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,16597117.846205903,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,16654250.811888099,0.25
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,16799059.3909594,0.125
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,16901119.64994932,0.125
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,16935542.99373558,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,16965349.346476775,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,16998541.805278864,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,17082793.74942593,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,17176153.50035472,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,17267957.54914097,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,17281933.155290563,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,17294613.692649465,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,17414581.79671046,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,17416276.475714017,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,17527470.15305385,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,17585546.09647392,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,17746313.307979997,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,17770343.48712048,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,17782088.0370192,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,17816443.463591147,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,17821379.3665998,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,17839844.295479115,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,17869640.040733084,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,17890879.394058447,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,17934521.92344359,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,17975435.495428026,0.125
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,18213776.929322485,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,18336705.970989883,0.25
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,18381345.093255408,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,18553652.763902705,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,18923227.967625614,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,18930430.246247854,0.125
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,19010480.3674408,0.25
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,19035474.20797303,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,19106330.335886918,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,19714294.6538761,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,19822512.74678849,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,19891310.35626553,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,19926118.669497255,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,20075245.845838383,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,20096826.084843967,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,20217211.074539617,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,20294554.43195172,0.125
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,20294554.43195172,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,20417298.565348316,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,20629694.96994358,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,20710155.321411483,0.125
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,20907988.83677013,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,20936420.38655079,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,20956026.89956221,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,21152165.007081706,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,21232049.50615913,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,21286020.659331225,0.25
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,21495694.28628321,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,21495694.28628321,0.125
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,21557682.959030036,0.25
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,21620307.157138906,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,21720528.496001616,0.25
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,21927969.33562938,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,22017493.63057665,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,22550958.58727155,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,22651813.738063302,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,22701564.945028502,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,22743014.577303566,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,22772926.41487679,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,23395691.51768414,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,23400271.332221854,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,23425786.247032356,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,23794685.115699522,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,24104004.9788778,0.125
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,24201800.15957479,0.125
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,24333117.480289184,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,24418504.2608962,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,24788960.33167491,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,25093072.312831867,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,25971214.368248675,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,26365121.388093915,0.125
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,26719813.46051854,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,26719813.46051854,0.125
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,26954934.289957188,0.25
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,27037310.046405494,0.25
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,27080543.85744073,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,27311849.471620265,0.125
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,29757418.080498394,0.125
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,30174730.69440377,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,31943739.47750493,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,32355491.149453916,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,33128688.20284563,0.125
