儿想娘亲难叩首,0,儿想娘亲难叩首，
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,12987375.998176808,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,12987375.998176808,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,13002759.93752373,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,13011073.463735413,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,13031607.039079271,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,13043742.320425117,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,13048957.989856046,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,13078156.771849006,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,13084396.792219613,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13086211.098802624,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,13087442.175299337,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,13094749.093341798,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,13109508.288524728,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,13111178.573409628,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,13243980.034839414,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,13270808.032960206,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,13286904.904506369,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,13300411.39362825,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,13358474.977008948,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,13445658.906980796,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,13479220.058998117,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,13495167.320133924,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,13539542.41092619,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13571351.28848995,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,13575366.128082385,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,13593023.225838633,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,13621165.7213148,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13649636.380050292,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,13672396.58819457,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,13719905.776797315,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,13738529.412780786,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,13742338.599381346,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,13753349.792843077,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,13765084.439303096,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,13777188.644543659,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,13815287.169625575,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,13815287.169625575,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,13825881.291017642,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13830831.580715649,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,13833972.37102136,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,13857699.940146517,0.2857142857142857
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,13860260.56297483,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,13866795.456566146,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,13906881.618584024,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,13979243.874490367,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,13988605.197988937,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,13991708.188394167,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,14039187.421464613,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,14051423.880807225,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,14066387.811688088,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,14067634.097091284,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,14076355.86422506,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,14078188.486712292,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,14103014.618833998,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,14180835.015731325,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,14181452.221074967,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,14195994.298473531,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,14222692.704282835,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,14245410.275691386,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,14265937.130404329,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,14272280.28086081,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,14272306.51886229,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,14319180.251934707,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,14346467.266381228,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,14365049.052692572,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,14414552.605395304,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,14502330.576459952,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,14505143.020023223,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,14508396.020496998,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,14558492.872967927,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,14558695.620124603,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,14581835.530031294,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,14597997.022032242,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,14644384.74259176,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14790864.752766324,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,14804779.536686232,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,14808791.855746385,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,14824842.036257684,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,14833021.631058339,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,14833021.631058339,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,14850956.772610022,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,14856846.047791809,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,14868586.40911022,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,14957385.074378192,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,15004274.479148796,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,15047881.332254233,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,15097106.555567471,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,15102315.070462316,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,15110373.043241099,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,15118356.411613725,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,15146762.518746272,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,15160268.35780382,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,15162716.647661231,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,15164470.81296409,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,15170452.81059004,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,15190593.245595828,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,15219908.430521257,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,15240247.944690786,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,15288327.01911536,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,15303134.425952755,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,15318960.194339525,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,15331496.86614647,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,15341119.979489537,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,15359590.670394098,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,15405133.331132488,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,15430735.294831146,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,15431375.692471806,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,15440920.23199898,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,15469814.176518515,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,15471495.906365367,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,15473982.571739724,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,15507512.699022561,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,15581894.56069374,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,15624902.442985205,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,15685758.767864427,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,15728294.380586762,0.14285714285714285
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,15841152.151124138,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,15849020.179565325,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,15857842.431127956,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,15866675.759126483,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,15892343.132475168,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,15916203.29987903,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,15918125.427267106,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15921308.719221005,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,15951385.820124341,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,15988152.17522369,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,16018016.450628899,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,16035028.644034034,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,16079265.974588638,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,16151500.959335374,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,16180549.26865682,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,16203046.10142401,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,16204389.603662467,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16223684.247860286,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,16224067.767083915,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,16224067.767083915,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,16253953.140222635,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,16261892.8930923,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,16315364.913627854,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,16320564.418753421,0.2857142857142857
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,16340821.928644901,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,16357491.985785421,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,16374859.514185058,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,16406003.052996632,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,16417387.608870303,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,16425628.812322859,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,16466405.952866634,0.42857142857142855
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,16501920.74477046,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,16513553.303874467,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,16522571.474346478,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,16522571.474346478,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,16538999.5821596,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,16543910.898576906,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,16625368.30322671,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,16627925.702895,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,16737783.31189845,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,16755348.90860878,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,16774239.474726098,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,16800410.09485878,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,16807794.47724626,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16859893.3827284,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,16866878.501464363,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,16945034.874429546,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,17000818.14182969,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,17034176.928091906,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,17074661.821426734,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,17083489.480237734,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,17136046.026095655,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,17185060.08849509,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,17207499.945623606,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,17237195.76174704,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,17305430.836818073,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,17321988.934738535,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,17325797.080229424,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,17351704.696687743,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,17415182.778896187,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,17415638.596195053,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,17426451.759343665,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,17438929.902000055,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,17465390.21662278,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,17488832.94074005,0.14285714285714285
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,17496904.716126405,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,17629595.023989305,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,17663589.64828591,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,17668375.746972684,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,17675514.240912527,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,17679140.635435745,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,17691898.4870357,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,17737984.80061664,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,17767600.056981325,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,17774939.447668932,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,17792080.957638416,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,17802180.70309471,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,17806369.5407511,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,17809689.05815773,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,17820676.148044843,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,17822127.843076855,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,17849261.095440965,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,17875846.054566026,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,17998301.444916613,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,18026191.162089568,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,18043777.375722654,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,18046462.809242554,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,18047460.568401884,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,18066018.066747215,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,18186286.12085059,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,18189288.476967454,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,18236829.833540726,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,18354455.63505842,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,18354455.63505842,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,18375040.28756995,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,18382158.92724752,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,18477177.035541624,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,18479743.58412258,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,18578502.68016149,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,18629473.232435904,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,18637019.43240929,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,18706351.306138027,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,18710146.84705633,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,18768680.190234415,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,18814773.283121374,0.42857142857142855
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,18814790.34320785,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,18824233.616185572,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,18886569.8876124,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,18912004.865901794,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,18959838.9831446,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,19017589.84026874,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,19054972.76865573,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,19065767.82199607,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,19079483.425530553,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,19113844.99542588,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,19138980.567927893,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,19145865.164713044,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,19169285.462103125,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,19184735.10181317,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,19254422.977148294,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,19319839.736494787,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,19506426.603496823,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,19530130.134268075,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,19536565.864062637,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,19543289.64214856,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,19698942.74063272,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,19788628.14629555,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,19825182.635190494,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,19834518.241779808,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,19869655.356765114,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,19895561.911589194,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,19922535.189350717,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,19984038.507817898,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,20062629.51663323,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,20080313.78428705,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,20179932.560264517,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,20233344.439676534,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,20236066.76993595,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,20357994.669329893,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,20379251.351004872,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,20425476.322945017,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,20444110.29632078,0.0
