右手再把栾布拉,0,右手再把栾布拉。
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,17374675.193755556,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,17420744.343096133,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,17466509.311794247,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,17475631.34571403,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,17553861.82430667,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,17570337.949184023,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,17676653.305579852,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,17738431.96295412,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,17762552.757137883,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,17784218.1130296,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,17790673.90008907,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,17792086.42447899,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,17812620.17058129,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,17823435.19601312,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,17871243.133343656,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,17871509.387128383,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,17873306.696569204,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,17989539.4074902,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,18040356.706131138,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,18040401.982178774,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,18043717.72288327,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,18091712.009841844,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,18178471.957974352,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,18192449.83980748,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,18219392.336973693,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,18292001.399553757,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,18293099.647327747,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,18304866.427250937,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,18356643.04586521,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,18372428.96774671,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,18386862.290607233,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,18389270.04613802,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,18479551.169188377,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,18490885.38123878,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,18570345.66189623,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,18587333.73676033,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,18629286.503589105,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,18655517.047988985,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,18734942.296691786,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,18783718.514131803,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,18833859.30157835,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,18879380.762954723,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,18952266.226770848,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,18998344.215590764,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,19011091.1581797,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,19042988.08819014,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,19044026.3628848,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,19063387.04765014,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,19075104.48779984,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,19193640.52908548,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,19215318.03493103,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,19272545.756310992,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,19492712.204100914,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,19498787.736601397,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,19571787.970285706,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,19600987.614230324,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,19696914.599213284,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,19705779.55147702,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,19711608.408168375,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,19749632.929904394,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,19810382.493884888,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,19810382.493884888,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,19858480.1864811,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,19929133.56503756,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,19952436.562075064,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,19977282.339632463,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,20037862.149999898,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,20252932.70305859,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,20358293.50167641,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,20377340.895948306,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,20448364.8601329,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,20497607.2512618,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,20542680.64611573,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,20806275.68845151,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,20856561.20143999,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,20876055.053500894,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,20956432.81323601,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,21044646.211533777,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,21063904.537667003,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,21164588.89439963,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,21206615.84803935,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,21220336.494233053,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,21273740.60668717,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,21507546.14433734,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,21654107.59943519,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,21861145.711718902,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,22029030.491505027,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,22081031.67206746,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,22180324.52851852,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,22194543.410794053,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,22269945.66467285,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,22644789.303715542,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,22762792.315588344,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,22916904.899748035,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,22931166.468470816,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,23099212.93544528,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,23107741.205641475,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,23125454.56116197,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,23186846.035363052,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,23227657.591127116,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,23299003.902837865,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,23371108.979760718,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,23647309.969736457,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,23761568.55577655,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,23773561.28966596,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,23773561.28966596,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,23774032.347982213,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,23850361.6542105,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,24107560.25585186,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,24214010.291807517,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,24234118.77067646,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,24255069.421282906,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,24473597.997129045,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,24648469.238153633,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,24820789.92200796,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,24923697.066757247,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,25130387.571348056,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,25339670.808962665,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,25425301.604500823,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,25520258.74278655,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,25775204.30872021,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,26475605.58388899,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,26913141.932106897,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,26936779.884280812,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,27258585.600686144,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,27359910.93441839,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,27359910.93441839,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,27845237.49275551,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,28003262.507808357,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,28064699.168984916,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,28371628.178682342,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,28394819.84395957,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,28572105.318768036,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,28638937.25819129,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,28835657.49588162,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,29324048.76490604,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,30023855.517522536,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,30431338.09573347,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,30431338.09573347,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,31320241.462630507,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,31416457.932783138,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,32122917.577258743,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,35912256.91118933,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,36844858.66650702,0.0
