深宫无处不飞花,24,深宫无（哇）处不飞花，
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,7219635.110604192,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,7227183.585847777,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,7239679.421686549,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,7246142.880403135,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,7246928.911826049,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,7263516.903549166,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,7264344.13341743,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,7268240.322437221,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,7277711.533846393,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,7279652.547593457,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,7289564.497534782,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,7300039.264264183,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,7314018.123406285,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,7344923.86664529,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,7347770.501839188,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,7372959.367840607,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,7378912.745872004,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,7395000.152256357,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,7407749.139256259,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,7424177.338014548,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,7456943.548189874,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,7459104.49646179,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,7462388.976011974,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,7467853.948269129,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,7473422.638452275,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,7485464.5336964335,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,7489362.207776203,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,7498693.8408211,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,7508333.996479036,0.2857142857142857
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,7508841.894423494,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,7509483.265165774,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,7513293.250094004,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,7515710.164404825,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,7521412.055058222,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,7529208.323764402,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,7540716.097469856,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,7547664.549287827,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,7557201.361055377,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,7579427.419986182,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,7585185.933598357,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,7596978.8516595345,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,7600404.581382212,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,7600873.585831745,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,7607955.466144045,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,7620310.118542763,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,7625893.425819044,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,7657578.478346809,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,7683349.239668386,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,7700144.272733866,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,7721799.026721077,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,7727483.1513458025,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,7732093.379953304,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,7736681.442370392,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,7760852.780196021,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,7766585.348361408,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,7768829.031411566,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,7772110.925239981,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,7773817.57250172,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,7774352.689107887,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,7807842.013625751,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,7817958.964959524,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,7825897.951350307,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,7829460.450166346,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,7831555.453212156,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,7840380.642924787,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,7866787.589087313,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,7889861.117684953,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,7896919.78887704,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,7910633.520056673,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,7913052.660075743,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,7921618.235925046,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,7927387.600627684,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,7957785.805287815,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,7962553.006527084,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,7967556.494827755,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,7994886.75346308,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,8016271.380912929,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,8019925.592118985,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,8022070.372936565,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,8027803.421304425,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,8043991.780014636,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,8062161.906304255,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,8069634.118051543,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,8091184.212563903,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,8097173.345956687,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,8109561.701717226,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8122299.82030237,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,8139535.475740191,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,8146222.866407787,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,8146987.50058888,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,8151015.219399879,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,8154398.176140901,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,8201471.2447217805,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,8202221.710691831,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,8210680.366281572,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8212729.71343206,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,8218533.47989127,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,8218967.788987359,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,8235888.169340413,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,8239034.833761081,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,8252470.474256936,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,8255589.611454009,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,8282791.316661323,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,8286072.169141346,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,8288849.158467588,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,8303045.309322198,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,8307577.219355659,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,8308919.207132345,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,8333143.66805812,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,8344292.711401748,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,8348236.677835066,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,8352407.511955194,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,8378545.705602131,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,8378796.942228736,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,8379641.5144750625,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,8385168.753277048,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,8391043.323343206,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,8428316.811577588,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,8437379.944614291,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,8447117.323421976,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,8476251.252579233,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,8480102.717013191,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,8481799.57476035,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8510953.949737927,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,8515455.470117984,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8532210.544763245,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,8566478.296351697,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,8596717.882484136,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,8599286.325626524,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8603048.944541276,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8611087.204666557,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,8613576.914405638,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,8647793.665319022,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,8665705.008650448,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,8668919.691090671,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,8676258.691046916,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,8705527.737494238,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,8709632.59074453,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,8710294.262788186,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,8729596.17549382,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,8737911.909202734,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,8757474.629129883,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,8767555.18722004,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,8800172.274069674,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,8816182.423330925,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,8837762.17942924,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,8847312.238293467,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,8886344.959999496,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,8896366.607958172,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,8907364.130455166,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,8911820.964812102,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,8919142.293932367,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,8938084.087566722,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,8941167.471067056,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,8966445.971431589,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,8969782.036911083,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8994485.197633196,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,8999084.255352207,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,9017924.949577963,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,9044317.329911036,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,9046329.960532295,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,9064513.36423885,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,9064946.984958345,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,9070421.103286436,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,9070668.891176116,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,9082648.531432865,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,9110918.222906498,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,9113645.786323434,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,9114240.686236046,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,9158649.282139465,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9167878.288584242,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,9170760.800803903,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,9198599.007441929,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9202465.640613908,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,9204574.145805597,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,9207081.956606444,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,9215048.226190714,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,9241046.036832204,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9278863.720954394,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,9311203.986094799,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,9333509.571354525,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,9335977.48032633,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,9346309.120961143,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,9350034.083445506,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9355622.545640785,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,9362016.502731811,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,9362016.502731811,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,9364588.417142088,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,9391034.518922875,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,9391895.726301655,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,9395274.970640263,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9409130.025400996,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,9491170.027075589,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,9499379.193010729,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,9522177.940584594,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,9555945.442818934,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,9561528.166960547,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,9562870.398126492,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,9574066.5575361,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,9594201.093626432,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,9597631.731902262,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9669251.625778753,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,9686833.364931282,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,9746355.434382884,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,9777017.633143807,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,9787033.989421118,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,9792690.871989978,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,9799936.87021793,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,9826394.877210861,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,9836076.47437832,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,9839597.837892318,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,9857417.680860093,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,9868371.88652113,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,9877267.119075168,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,9877267.119075168,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,9883820.22368616,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,9917056.032945413,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,9917511.308464801,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,9939799.008063594,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,9945086.612137582,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,10009531.554091102,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,10048306.032805473,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,10061355.855289854,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,10061355.855289854,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,10065896.155296896,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,10071853.292848216,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,10074283.43150675,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,10080219.64976592,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10088594.670928802,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,10118871.086642668,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,10143050.008307477,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,10152918.715900688,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,10169324.520424668,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,10178179.425515719,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,10201376.459393814,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,10204327.302334264,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,10228085.101338927,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,10234137.483133387,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,10252998.918043645,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,10288155.567554327,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,10294783.099207379,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,10318844.585842265,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,10356261.353290265,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,10367158.123598102,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,10367602.769611593,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10377047.87411538,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,10383899.144840794,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,10397926.178657517,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,10413353.43903335,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,10437318.932429852,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,10452248.449560015,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,10473702.282467797,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,10486083.168034729,0.0
