是响马并贼寇,110,一不是响马与贼寇，
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,19090152.1025586,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,19091112.747142788,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,19121657.578356918,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,19132743.767018385,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,19177000.73213097,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,19221680.964981377,0.16666666666666666
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,19221680.964981377,0.16666666666666666
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,19238897.453464076,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,19248857.51683741,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,19278530.550632555,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,19342937.19199189,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,19401345.67783009,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,19466782.07699378,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,19491112.318957403,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,19517822.863671552,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,19533500.30385803,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,19563989.36789698,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,19664894.411869835,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,19676575.76841113,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,19718831.96126572,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,19728889.431239206,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,19751185.630910538,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,19786548.6640596,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,19842923.56598172,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,19891070.700384874,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,19926529.173743267,0.16666666666666666
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,20016266.533229314,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,20043578.03662579,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,20084355.068914503,0.16666666666666666
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,20126439.378596384,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,20179663.535737406,0.16666666666666666
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,20182288.637197636,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,20220741.482242968,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,20220834.7994594,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,20237941.814410683,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,20240903.586638886,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,20244640.48724844,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,20245055.060446914,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,20290456.02088843,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,20296773.345004693,0.16666666666666666
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,20320083.591176692,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,20334218.504959617,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,20395355.4655025,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,20406846.510471135,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,20425636.911264773,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,20537604.604172517,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,20552412.018379323,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,20567768.559730675,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,20609719.514313478,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,20655933.800481442,0.16666666666666666
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,20664325.224203084,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,20795987.91966251,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,20860278.154692046,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,20861807.38319327,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,20894001.774308175,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,20930186.655568585,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,20937254.55560972,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,20972561.62359664,0.3333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,21058562.799225554,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,21066634.154607352,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,21130695.94494796,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,21219001.948119234,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,21234762.42770477,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,21261725.91125229,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,21264169.573508162,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,21345436.892458,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,21379329.240701437,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,21386685.558386665,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,21426233.167244837,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,21431509.597529963,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,21456713.7728532,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,21538372.165223364,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,21548121.804217238,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,21554598.506395094,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,21568235.52312026,0.16666666666666666
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,21696666.69378051,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,21721922.089517683,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,21737489.731125396,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,21813941.06651246,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,21882777.655457713,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,21898766.387567315,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,21935164.881811123,0.16666666666666666
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,21954389.622025803,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,22004889.007991426,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,22016741.6950882,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,22077366.497308742,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,22104514.894748885,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,22176544.344847247,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,22238458.23860268,0.16666666666666666
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,22280727.00463135,0.16666666666666666
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,22442816.4013159,0.16666666666666666
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,22479752.585568745,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,22531769.5794921,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,22566786.146766666,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,22601739.644180946,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,22660621.775233615,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,22667912.021931536,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,22671017.949758418,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,22725768.81588215,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,22880060.620901328,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,22905015.017110903,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,22920639.731155198,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,22923523.55360518,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,22931437.208306026,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,22945076.96300833,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,23078749.744376246,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,23090552.02970749,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,23109482.677575015,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,23121862.964732748,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,23141642.37898847,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,23144089.263810486,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,23162431.857583586,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,23217701.10371334,0.16666666666666666
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,23242415.91618852,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,23257359.055323523,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,23269606.380830634,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,23274142.347425923,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,23281926.767886475,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,23324435.073387206,0.16666666666666666
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,23361114.272722732,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,23405133.75095495,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,23450171.466923594,0.16666666666666666
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,23461841.000547003,0.16666666666666666
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,23517018.777588006,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,23531181.863702234,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,23558887.100383848,0.16666666666666666
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,23570208.802501533,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,23633953.79978122,0.3333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,23657883.260180466,0.16666666666666666
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,23737478.655019578,0.16666666666666666
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,23883134.141736787,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,23919209.024207536,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,23921247.029797792,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,23949246.213588867,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,23994381.18485053,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,24114841.989149522,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,24194207.60833344,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,24209758.774746694,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,24209758.774746694,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,24231892.578109913,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,24248070.38421941,0.16666666666666666
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,24292828.262114316,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,24344437.354165036,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,24351138.556897912,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,24355667.522414617,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,24362448.500916462,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,24377635.956382856,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,24402466.237125352,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,24447210.83758246,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,24507798.439291194,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,24569062.57535194,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,24601191.706567664,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,24645702.5310432,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,24647005.751619834,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,24659005.438186985,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,24659005.438186985,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,24704202.001807306,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,24770464.19082817,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,24776850.04923713,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,24779076.29608453,0.16666666666666666
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,24812340.46600628,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,24850382.818611052,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,24917785.10529506,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,24947410.366493214,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,24976206.581573125,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,25022599.20324202,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,25045022.678869814,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,25107168.459658414,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,25158300.021383293,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,25166584.20563428,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,25187832.23758412,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,25198354.768363718,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,25265904.680078216,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,25304631.60275632,0.16666666666666666
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,25353203.652885813,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,25423754.1976723,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,25423766.613110688,0.16666666666666666
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,25427963.034549735,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,25471550.549334813,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,25500234.07038066,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,25644287.8099841,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,25669502.241505753,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,25673234.780613963,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,25680683.609811604,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,25694975.286038093,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,25723870.771181483,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,25743989.86979585,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,25748308.566777773,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,25823777.831142057,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,25871007.526760627,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,25900413.396496557,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,26002556.18556805,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,26026887.460355096,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,26076665.33630113,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,26093411.923442986,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,26144904.343466826,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,26152084.856718797,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,26152662.637511734,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,26261022.079845738,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,26262392.808397338,0.16666666666666666
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,26291623.461243555,0.16666666666666666
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,26298062.163935814,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,26326568.27860728,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,26415914.26847088,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,26429987.324357133,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,26438785.874388903,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,26506489.087727375,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,26545616.4011062,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,26563880.208780743,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,26621536.95680016,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,26694576.20199962,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,26702326.224350963,0.16666666666666666
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,26823439.233595364,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,26825549.42895525,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,26840557.428796034,0.16666666666666666
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,27021869.273803685,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,27257877.642489687,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,27364636.799948826,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,27404616.1052967,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,27431825.973220006,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,27473176.22793692,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,27503950.345903344,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,27514015.01425847,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,27555949.26767954,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,27586938.956275586,0.16666666666666666
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,27603950.993234605,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,27613911.91878989,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,27624745.354452755,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,27679853.607466944,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,27709909.527168475,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,27759968.505941294,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,27766155.53535389,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,27774072.698710654,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,27793705.03046012,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,27817612.951790493,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,27902500.639979985,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,27914718.211678542,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,27915278.991621908,0.3333333333333333
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,27955392.227726404,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,28001134.488754492,0.16666666666666666
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,28034281.336935356,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,28105563.556297097,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,28336036.75552279,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,28372888.0840482,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,28384158.309397377,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,28397645.029282708,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,28450563.119031176,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,28477786.98969199,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,28505580.732596282,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,28670371.34453751,0.16666666666666666
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,28777068.462397955,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,28864997.170983277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,28941036.633872215,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,29001155.472361434,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,29034335.38666637,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,29133513.936618634,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,29140910.84654607,0.0
