舍不得老娘白了头,0,舍不得老娘（呃）白了头。
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,15243168.499319106,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,15287341.466855481,0.25
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,15304286.82731748,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,15312203.499092001,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,15338048.439434163,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,15374045.567529526,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,15413619.07302892,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15484366.206009142,0.25
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,15487512.088963129,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,15528500.100739535,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15542842.18814378,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,15545975.52734506,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,15691459.10365031,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,15847676.265959313,0.125
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,15859156.803338787,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,15882008.888084317,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,15888700.882896576,0.125
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,15977386.301747588,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,16015115.064839877,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,16029987.4758608,0.25
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,16127361.508561607,0.125
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,16143306.009078927,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,16162928.514212588,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,16214367.686990924,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,16226785.764651252,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,16244431.296716643,0.125
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,16307931.77195533,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,16341382.910115248,0.125
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,16341382.910115248,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,16347464.347071748,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,16394033.426793834,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,16509685.83171909,0.125
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,16513354.238242447,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,16536001.411209153,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,16538919.852181572,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,16602902.650908,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,16625172.080633216,0.125
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,16635158.248199975,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,16675989.861655226,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,16754157.475282747,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,16845908.994601205,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,16869405.83877571,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,16884539.90150488,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,16914372.300736696,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,16953112.40017622,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,16955457.049960677,0.125
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,16961523.810896587,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,17118092.080914196,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,17156282.913311657,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,17159325.45285997,0.125
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,17260610.121341918,0.125
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,17342069.62677312,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,17488653.87398743,0.25
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,17489905.156362776,0.125
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,17543361.801289566,0.25
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,17571488.680513877,0.125
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,17575778.484740883,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,17592415.302480057,0.125
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,17614868.295208376,0.125
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,17742700.434132278,0.125
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,17754002.450718593,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,17836173.938444134,0.125
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,17865305.591085017,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,17950319.595202703,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,17968725.926190674,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,17973963.550972633,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,17979404.596956365,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,18012327.698342636,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,18143802.612069238,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,18155166.23558089,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,18189349.840773225,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,18189349.840773225,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,18292723.733504202,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,18545012.351321217,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,18624175.222764302,0.125
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,18749517.07203593,0.125
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,18914355.07717385,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,19001572.41371429,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,19045659.372679546,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,19046757.408330657,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,19086056.305362593,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,19152933.207996804,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,19234290.33602654,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,19238703.073224314,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,19345671.035036873,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,19377451.195634715,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,19383438.315107264,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,19403080.256135326,0.125
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,19403080.256135326,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,19448605.207815837,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,19582314.818981778,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,19764457.877345875,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,19945050.329116568,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,20008183.04254703,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,20051266.521155044,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,20444375.27619263,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,20458889.946849626,0.125
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,20477152.114649966,0.125
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,20515876.63292291,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,20584024.016488835,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,20756881.43837883,0.125
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,20759676.2118839,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,20846140.520561907,0.125
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,21064650.585552987,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,21201505.098205812,0.125
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,21248291.674736355,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,21302605.058199495,0.25
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,21309240.57725113,0.125
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,21366173.625899676,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,21387651.6170814,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,21585307.7046597,0.125
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,21589799.85029975,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,21705027.413332757,0.25
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,21784687.753030457,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,22028006.7175867,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,22488812.936739076,0.125
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,22653895.61253535,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,22998641.711274646,0.125
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,23184495.065302677,0.125
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,23238777.912745785,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,23244483.934059273,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,23304442.5281047,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,23399858.227994412,0.25
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,23514334.511813,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,24592497.43070938,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,24786951.009138383,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,26163370.382790715,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,26877346.697925705,0.25
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,27424257.275543224,0.125
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,28406167.669704385,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,28686699.790465605,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,28693474.064754777,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,31907085.90252064,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,33307581.15873625,0.0
