又谁知焦克明他私自后跟,11,又谁知焦克明他私（呀）自后跟（呐），
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,15567102.288748948,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,15575477.206237298,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,15585949.11363547,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,15603927.807177862,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,15603937.817597486,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,15629957.618750947,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,15648230.986904634,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,15662942.591932105,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,15664511.675191492,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,15685260.231426919,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,15686983.840955116,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,15696753.95596646,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,15698975.562585402,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,15707703.099514216,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,15747145.947921095,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,15757406.381520124,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,15772200.600542206,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,15782769.777846167,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,15794240.283710154,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,15821883.28480386,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,15823866.852356646,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,15824595.390972314,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,15825810.714622615,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,15825810.714622615,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,15851086.958777735,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,15884574.507020738,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,15923404.749046499,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,15950902.640319852,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,15962599.085805714,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,16028473.058425693,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,16035472.179523744,0.09090909090909091
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,16047838.242217144,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,16063607.315740597,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,16077916.65027479,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,16100557.563426884,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,16135635.281641858,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,16148725.084816976,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,16150611.77316126,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,16199956.826740984,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,16226626.220404733,0.09090909090909091
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,16298176.243997527,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,16302651.440565242,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,16305008.74899188,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,16305008.74899188,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,16308016.721412297,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,16310222.01283609,0.18181818181818182
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,16310677.298495093,0.09090909090909091
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,16320270.42536413,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,16323934.35532578,0.09090909090909091
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,16412616.611802828,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,16421593.01036827,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,16435291.26803928,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,16467943.441280741,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,16487149.567602506,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,16496010.612735875,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,16508969.444404632,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,16539923.124452258,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,16539923.124452258,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,16554857.181970606,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,16576102.893890847,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,16581451.503720239,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,16598550.4289108,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,16614202.01794042,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,16619803.801202571,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,16628463.457892887,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,16639239.58374344,0.09090909090909091
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,16641350.892171191,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,16651455.428373197,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,16661142.6388546,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,16718319.64518667,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,16730897.049485384,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,16735218.310927674,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,16735218.310927674,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,16753357.791517513,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,16773204.084175581,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,16780272.18446248,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,16785310.814267635,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,16792549.885589186,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,16809688.986125976,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,16814269.137345787,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,16822640.97980772,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,16848695.683937278,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,16849999.718688514,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,16856744.778167102,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,16884044.725367185,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,16884963.45617124,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,16890310.018173553,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,16895375.75590686,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,16933995.641390845,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,16948149.286223177,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,16968807.314885914,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,16975699.750592023,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,16986204.37547011,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,17001523.619606998,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,17026448.194234498,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,17039742.09013367,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,17042112.892561954,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,17064936.439663365,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,17068504.34705877,0.09090909090909091
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,17073178.688747246,0.2727272727272727
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,17142642.111777034,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,17148137.454930812,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,17163722.25931193,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,17183598.432736825,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,17196715.691592064,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,17252939.241803307,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,17258191.230830684,0.09090909090909091
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,17370010.591543227,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,17370991.163994107,0.09090909090909091
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,17403875.531037346,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,17413834.450880583,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,17419333.792805854,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,17427371.886835176,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,17459574.43766647,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,17474144.461363103,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,17525933.143144045,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,17559244.573595576,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,17572753.791730877,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,17620944.880193107,0.09090909090909091
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,17623481.657363527,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,17670177.111419167,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,17695431.847350582,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,17700397.72135577,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,17710582.63818779,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,17718619.240100343,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,17718925.201986276,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,17736865.820504088,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,17744000.42643807,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,17759159.38144556,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,17773402.569448233,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,17801903.72886975,0.09090909090909091
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,17812924.940500084,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,17871137.97105434,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,17910037.161355287,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,17910389.035410207,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,17916504.41705689,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,17954662.53254615,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,17962822.194997907,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,17975635.54505749,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,17989502.529792264,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,18001257.196560882,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,18020907.72835217,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,18044565.437922753,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,18074679.608427584,0.09090909090909091
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,18111646.532130823,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,18115317.36436255,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,18130680.719548758,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,18156802.50934956,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,18161214.788534354,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,18184240.935087033,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,18185478.049113996,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,18185478.049113996,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,18197260.439899243,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,18205428.380723637,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,18244112.329800636,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,18290762.387980297,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,18303311.631383967,0.2727272727272727
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,18365632.190458827,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,18383434.89108008,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,18450275.519115705,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,18458382.908524718,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,18459081.378977366,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,18461454.210648637,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,18489102.742923327,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,18513162.90820974,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,18541881.995331246,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,18577751.149203055,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,18578977.40312683,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,18580683.979340926,0.09090909090909091
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,18593129.167936347,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,18604172.319574043,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,18625584.027350157,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,18629415.037417147,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,18660845.62067124,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,18664040.936636407,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,18688461.82391797,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,18761542.977942463,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,18767746.308761224,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,18819939.450464506,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,18876249.72386676,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,18885948.398255892,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,18908958.863838673,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,18925598.813222066,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,18925598.813222066,0.09090909090909091
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,18929626.771902695,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,18938656.232721727,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,18944694.84054813,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,18957971.91914111,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,18961794.37310583,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,18968729.3902675,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,18994600.810141798,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,18994815.572351597,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,18998751.609802824,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,19004986.212728888,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,19105330.895991933,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,19141833.103377454,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,19156640.628632266,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,19190880.639879677,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,19241563.244742543,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,19254331.99179871,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,19277926.133698884,0.18181818181818182
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,19308749.851586174,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,19325581.893217016,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,19364961.57831593,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,19372931.942881066,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,19380523.94540672,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,19387223.677764777,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,19388468.8408701,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,19395471.99155577,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,19425302.918936957,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,19432327.42500411,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,19447816.47373139,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,19468494.69537865,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,19545789.19809899,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,19545789.19809899,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,19573821.514290594,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,19624906.481236234,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,19704234.817180943,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,19708133.07480831,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,19756342.14394414,0.09090909090909091
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,19763976.63268338,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,19803518.10438253,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,19820456.283790376,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,19829052.61720112,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,19829766.277892593,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,19840446.182983637,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,19847046.17930241,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,19853125.702584468,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,19883021.87040957,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,19888574.953146208,0.18181818181818182
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,19894093.604043894,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,20001348.561984576,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,20012583.924144927,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,20025157.50141982,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,20038481.6572641,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,20162810.98770587,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,20311783.43102901,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,20348944.15338511,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,20405254.129656907,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,20441778.048586328,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,20447553.61868303,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,20452151.89650727,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,20461920.082017876,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,20477716.091089033,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,20506227.98601411,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,20521092.31116196,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,20554172.698141284,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,20558490.294565886,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,20605223.090148356,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,20668843.88489731,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,20690188.721048575,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,20702416.67983114,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,20845005.43723286,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,20915503.350199144,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,20921681.468724854,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,20937920.062423468,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,20968121.57109738,0.0
