我好比波浪中失舵的舟船,0,我好（哇）比波浪中失舵的舟船（哪）。
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,11449419.013044508,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,11458791.952739937,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,11475439.302572729,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,11483347.318042861,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,11493108.619546046,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,11525656.889595332,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,11622162.557589356,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,11739577.601152243,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,11739801.974974776,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,11743952.59439107,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,11749703.638293887,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,11761054.462292647,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,11819723.90667949,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,11844706.95671132,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,11846692.64168548,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,11890430.166821342,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,11921751.817522904,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,11935589.879373843,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,11940783.070388556,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,11994108.242672037,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,12003461.187592512,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,12015536.198962389,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,12027478.211457267,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,12029860.627006285,0.09090909090909091
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,12055033.531670516,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,12062360.400159666,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,12086537.82238825,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,12120245.220703024,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,12140342.556382254,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12145729.90933006,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,12146076.543990225,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,12156658.077176278,0.09090909090909091
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,12172924.164171638,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,12264555.815011429,0.18181818181818182
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,12265972.74921408,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,12292446.159124471,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,12301172.430920973,0.18181818181818182
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,12314258.107802335,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,12315530.601284878,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,12329290.247824838,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,12344238.291054664,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,12349183.752931258,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,12376658.231896743,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,12385742.428616067,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,12413590.652870372,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,12428561.439715734,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,12434436.675151762,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,12440220.53301569,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,12440220.53301569,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,12519702.815173889,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,12533945.830278922,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,12580492.661526302,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,12583593.49808519,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,12585605.245317498,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,12600237.137484951,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,12610481.476143694,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,12621921.971494293,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12636754.304458834,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,12648968.235749468,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,12666169.149418937,0.09090909090909091
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,12669324.705456061,0.09090909090909091
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,12692527.170565283,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,12744638.552267646,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,12776603.931050114,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,12814872.842999347,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,12822141.54042539,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,12858180.268592592,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,12936972.548686301,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,12945916.171907643,0.18181818181818182
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,12951706.371596497,0.18181818181818182
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,12968740.65998042,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,12971571.378713649,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,12986156.881323578,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,13027713.571352916,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,13171878.488071851,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,13208295.636665449,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13234735.682900358,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,13239666.405299738,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,13254924.56376008,0.09090909090909091
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,13264245.502283627,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,13268799.028768998,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,13289464.23811294,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,13299767.284052841,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,13329961.675174832,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13351895.932533106,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13391512.038909584,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,13399134.054275613,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,13428220.855759878,0.2727272727272727
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,13433242.465285411,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,13433242.465285411,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,13442022.925316323,0.09090909090909091
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,13450843.726375725,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,13549294.616751274,0.09090909090909091
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,13558112.91508622,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,13663320.911955426,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,13739841.71348746,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,13752187.856224945,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,13803925.9622738,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,13804014.062088277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,13832127.025913402,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,13843048.416923845,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,13911963.951795282,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,13933796.817045374,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,13941691.615917083,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,13944491.81817035,0.18181818181818182
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,13966043.941141222,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,13999697.242542092,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,14009211.780721286,0.09090909090909091
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,14127778.316507835,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,14137615.999734558,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,14161184.14463515,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,14184752.929151675,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,14230613.859501243,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,14282862.247426288,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14285773.696825322,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,14341809.64980286,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,14358855.851346495,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,14368479.593743179,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,14468451.466021892,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,14522415.634327877,0.09090909090909091
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,14530020.050947422,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,14556763.743966112,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,14561628.23027674,0.18181818181818182
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,14727891.339360075,0.09090909090909091
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,14819154.69030395,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,14819154.69030395,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,14828018.07465335,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,14828018.07465335,0.09090909090909091
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,14856633.936488237,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,14873761.682577292,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,14880171.239462977,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,15003938.199674545,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,15131983.909183057,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,15133254.41745427,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,15150473.316060407,0.09090909090909091
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,15186242.928263208,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,15336106.241923388,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,15491064.86804979,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,15519817.762799311,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,15618966.936530307,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,15650861.678301249,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,15773404.089864088,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,15826900.920945479,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,15874320.96122459,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,15905192.011052866,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,16229101.400553517,0.09090909090909091
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,16704602.217187835,0.18181818181818182
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,17246844.819464177,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,17369466.635039017,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,17693895.50721634,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,18144455.269159444,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,18172701.767560735,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,18215506.33928283,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,18239242.370204255,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,18712982.451626983,0.09090909090909091
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,19038839.043210614,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,19978012.115384288,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,20344849.778527886,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,20567261.816675518,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,22456772.811799042,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,25007229.816819828,0.0
