舍不得老娘白了头,0,舍不得老娘（呃）白了头。
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,16346659.33654596,0.125
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,16417027.895788457,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,16462557.751570357,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,16462641.02371975,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,16469576.837358654,0.125
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,16494673.100929823,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,16498188.086169235,0.125
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,16525088.978469664,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,16589325.454405919,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,16619874.778632246,0.125
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,16623354.84866211,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,16657779.74826048,0.125
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,16701763.021847783,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,16759056.616964519,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,16779169.719216958,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,16804497.84324543,0.125
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,16806508.065893777,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,16848207.46150589,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,16887795.785339836,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,16901417.2732682,0.125
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,16936910.44079931,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,17004389.65316741,0.125
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,17007291.6968747,0.125
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,17034937.22201774,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,17047044.16359055,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,17098235.28355578,0.25
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,17295277.482902683,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,17300983.76191614,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,17423549.514891386,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,17456612.06663712,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,17462686.956005096,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,17508952.1002583,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,17652128.00184631,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,17711081.635600165,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,17741184.56314102,0.125
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,17741184.56314102,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,17787310.856669597,0.125
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,17849602.614694573,0.125
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,17864890.17685263,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,17997264.594749287,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,18005270.93862662,0.125
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,18072104.705758452,0.125
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,18159342.032276887,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,18175396.58229668,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,18196022.285371136,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,18206658.13902978,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,18245495.907497864,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,18258015.47542538,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,18268675.327667408,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,18281011.717757568,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,18337177.56198082,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,18407796.05928413,0.25
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,18509921.340491097,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,18563965.343888786,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,18592752.44384695,0.125
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,18668985.4726831,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,18691956.3490875,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,18889088.118573062,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,18891786.344520245,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,18952858.3880126,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,18988601.063782353,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,19020879.2778791,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,19170280.01515867,0.125
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,19200591.94353812,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,19441408.3731284,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,19670711.14773023,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,19712093.41731345,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,19820073.030327525,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,19832432.830591574,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,19869426.425333034,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,19869426.425333034,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,19926163.788790047,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,19933376.0772602,0.125
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,20032775.60975031,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,20046987.041469526,0.25
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,20097358.944994997,0.125
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,20153528.459619213,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,20187483.461218305,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,20315516.926493555,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,20670674.332431223,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,20828747.93422141,0.125
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,20828747.93422141,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,20878646.771472067,0.125
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,20898620.172275968,0.125
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,20920788.986023527,0.125
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,21091667.814848345,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,21096039.500069384,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,21207970.04871879,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,21244137.944970813,0.125
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,21246057.02083911,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,21263670.823421147,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,21279158.655521158,0.125
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,21315960.907150064,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,21333340.75284842,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,21387800.293454118,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,21390892.706912346,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,21433388.441183183,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,21514610.141401008,0.125
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,21603055.020664856,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,21673697.630822036,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,21829509.68786806,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,21884691.081635274,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,21887864.713773694,0.25
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,21959315.585584555,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,22232851.297591355,0.125
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,22420273.955768134,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,22445759.593785588,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,22490427.134837758,0.25
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,22921356.341275077,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,22925552.59985182,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,22968442.570758104,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,22980168.852004264,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,23008916.459016632,0.125
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,23144395.80288669,0.25
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,23375099.512570105,0.125
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,23402667.257905647,0.125
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,23472622.77475644,0.125
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,23691223.662859183,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,23732605.068239097,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,24131987.085712813,0.125
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,24808485.57476569,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,24943021.39449797,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,25266907.207798097,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,25336702.935533065,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,25752477.034355108,0.25
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,25798238.445302643,0.125
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,26021838.87123431,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,26332665.577455144,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,26400565.51689568,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,26713128.995320495,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,28303876.13058925,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,29860446.782425527,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,29968450.2932826,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,32399850.569278516,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,33042249.907162514,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,35619697.31651157,0.0
