幸遇那东皋公行方便,0,幸遇那东皋公行方便，
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,18141573.245478645,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,18166766.056487545,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,18180587.21933628,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,18187475.430421155,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,18322717.328232218,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,18331206.04682792,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,18343020.058339678,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,18498521.86813972,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,18501977.19735484,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,18518398.272051807,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,18552971.681113034,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,18552971.681113034,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,18575117.86639739,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,18595003.5783079,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,18652105.824791305,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,18673518.96862474,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,18706212.496993974,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,18729385.232551996,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,18769289.93514402,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,18769400.382895317,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,18772579.60859938,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,18780606.207313914,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,18840352.581839662,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,18853681.452348344,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,18860374.29115261,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,18903646.524536863,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,18911607.78184057,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,18932243.183012314,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,19000878.92878647,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,19011346.178525846,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,19051632.252823453,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,19115449.756106816,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,19120920.480059776,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,19133066.366043992,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,19168573.65211176,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,19208453.094230123,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,19273175.575456556,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,19277167.321499404,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,19301878.445445165,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,19347773.160774685,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,19373938.891644422,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,19380662.495942473,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,19390840.50737296,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,19491440.786513183,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,19551532.931850683,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,19650373.86660653,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,19746582.220002193,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,19763359.989608888,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,19876961.558925483,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,19885128.960427612,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,20027544.190867465,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,20063403.65677488,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,20210301.316733036,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,20339358.768598873,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,20375644.032495894,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,20466811.423987515,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,20543060.539306004,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,20567826.53908416,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,20611216.763787,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,20627855.031460065,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,20660162.801215153,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,20727750.523813725,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,20730319.06936082,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,20865872.044598695,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,20933702.836252395,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,20938903.68408538,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,21011402.606265247,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,21023312.380598232,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,21046036.56672071,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,21087736.834779628,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,21095613.235471435,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,21349919.114766076,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,21528770.46352004,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,21581862.969403878,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,21635807.697339196,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,21640928.787418026,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,21689030.95676301,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,21997749.613159798,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,22027804.105451956,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,22076713.137516636,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,22274784.488292024,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,22328872.81086907,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,22348332.224913023,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,22391954.447099485,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,22408866.57754774,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,22440641.329980757,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,22557740.348302975,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,22717897.5756076,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,22723215.17431316,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,22730709.16331996,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,22766591.103390727,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,22779197.832413614,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,22863888.04047643,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,22893892.123981338,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,23164529.19920396,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,23188944.034457907,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,23421195.857600275,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,23439267.936865237,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,23521048.819164652,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,23607941.701428868,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,23630578.759256165,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,23754506.137170833,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,24066096.94558921,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,24076645.886690304,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,24115570.5774783,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,24184287.84337567,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,24231253.378045667,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,24274880.805217218,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,24357767.145705514,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,24575030.212140784,0.1111111111111111
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,24856999.03455705,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,24867162.802653097,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,25111429.00203069,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,25196511.022761267,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,25259941.723391995,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,25287949.088375736,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,25426505.66516239,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,25477632.246897977,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,25477632.246897977,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,25793946.21261451,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,26374481.815346573,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,26521352.103675902,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,26797787.717427243,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,27216913.14144707,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,27233756.156730436,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,27528578.998422913,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,27787099.128574107,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,27787099.128574107,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,27787700.272733293,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,28143368.22298873,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,28207761.817855295,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,29102675.40959512,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,29156188.41513915,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,29425098.79591167,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,30173414.991252307,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,30239310.395479716,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,30282766.55101327,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,30431066.930690296,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,30431774.12318107,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,30691865.544877023,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,31914135.47997695,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,31973069.246535208,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,34840909.776739344,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,35061251.743624814,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,40360506.57174443,0.0
