我也曾平复了塞北西东 ,0,我也曾平服了塞北西东。
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,12794885.21938485,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,12815813.923216142,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,12845411.381489119,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,12845411.381489119,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,12851310.208035963,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,12884159.998505035,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,12926971.92418531,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,12939658.71626051,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,12969074.463095665,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,12990456.412508806,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,12990456.412508806,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,13013407.576696381,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,13031961.411307305,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,13045083.439741878,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,13098775.082251247,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,13110989.069728343,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,13114040.590308748,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,13145150.903025826,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,13186092.305959443,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,13190653.405629737,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,13202132.538253943,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,13261039.78017766,0.09090909090909091
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,13263361.207070911,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,13277982.321617033,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,13279342.138917,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,13284007.625912925,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,13295141.708751569,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,13313457.086381432,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,13313730.034329036,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,13323836.478244616,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,13327834.928092977,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,13331909.374174383,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,13344471.807668509,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,13491730.978141733,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,13491730.978141733,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,13509382.975855315,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,13519655.122080782,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,13537436.119444769,0.09090909090909091
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,13553813.451670898,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,13571798.218869094,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,13575683.512334429,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,13630685.154787283,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,13642040.974613698,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,13647451.524532843,0.09090909090909091
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,13672302.200433748,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13682624.237368118,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,13726059.998256378,0.09090909090909091
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,13734781.685044026,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,13736544.242121778,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,13750673.82709186,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,13841365.802210338,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,13862896.905651767,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,13879820.25870555,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,13903647.527780734,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,13941158.362030156,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,14004638.127580808,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,14034683.042847624,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,14166682.937899247,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,14186457.853642246,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,14257803.721802114,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,14323788.854545759,0.09090909090909091
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,14338093.573420733,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,14341212.365461448,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,14347058.252440559,0.2727272727272727
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,14388130.761838626,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,14430576.136556095,0.18181818181818182
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,14479660.441052938,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,14516336.720222985,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,14611902.505838666,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,14631054.820157597,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,14646004.157076834,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,14647654.113286573,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,14657480.781198716,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,14672532.02195112,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,14697279.112190003,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14705202.687184384,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,14716975.862176325,0.09090909090909091
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,14775775.215545127,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,14860307.095140187,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,14870218.269862605,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,14914308.178803068,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,14998724.363794351,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,15024720.65464525,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,15067682.843262346,0.09090909090909091
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,15137113.645360636,0.2727272727272727
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,15145819.352763886,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,15172067.448738711,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,15175166.039599907,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,15203186.988646528,0.18181818181818182
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15203332.017660592,0.09090909090909091
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,15236688.894177195,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,15251653.478827648,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,15285178.50365639,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,15290459.23229988,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,15335328.24614815,0.09090909090909091
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,15370220.11413456,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,15383664.406590374,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,15384061.380493073,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,15440589.887624647,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,15463631.889722586,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,15535630.763581326,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,15630826.281373166,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,15694808.647769723,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,15702429.284270288,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,15728598.077713186,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,15733952.114077594,0.09090909090909091
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,15751028.135255478,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,15757196.331693636,0.09090909090909091
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,15822143.214723932,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,15879307.821543759,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,15997015.401369117,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,16076475.447461266,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,16081254.476369485,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,16109683.278474158,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,16242733.470050888,0.18181818181818182
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,16432584.116920816,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,16543710.944521148,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,16544914.090402422,0.2727272727272727
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,16547887.047705213,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,16740697.190415565,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,16860588.340263546,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,16913809.96550942,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,16963026.605849408,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,17089023.497147832,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,17089023.497147832,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,17094843.28802077,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,17178606.486434314,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,17238521.242943052,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,17365932.043882668,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,17480779.86433039,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,17563516.637605455,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,17641407.77941295,0.18181818181818182
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,17678114.753657836,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,17690407.096330903,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,17792836.63972339,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,17850334.82638911,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,17861244.843809787,0.09090909090909091
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,18055371.905080866,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,18415329.378868606,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,18418713.856350686,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,18453640.791977223,0.09090909090909091
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,18715816.000090953,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,18791898.003539793,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,19118063.15572034,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,19565613.843571622,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,20001455.89469458,0.09090909090909091
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,20929388.31533865,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,21197516.629174102,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,21944131.345539693,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,22109877.252955962,0.09090909090909091
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,24475928.732442714,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,25705867.562594682,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,26604265.249835145,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,34332668.148837216,0.0
