将身儿来至在大街口,0,将身儿来至在大街口，
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,12394527.770190477,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,12428869.071822865,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,12433046.019497212,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,12444309.42252267,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,12447121.012029968,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,12494173.305042762,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,12497915.59643879,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,12522645.201365435,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,12530377.410821933,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,12532468.988870785,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,12538285.323537763,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,12543926.195545003,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,12553402.700109053,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,12580979.551053153,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,12584350.505262746,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12585289.757914912,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,12593331.60642999,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,12604436.546875445,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,12620970.889613831,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,12627355.26922773,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,12633772.620661972,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,12650847.568537856,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,12669642.402326966,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,12701437.353841232,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,12705519.675505534,0.1111111111111111
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,12705809.251232985,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12723215.417708622,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,12748008.215411253,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,12772854.759561565,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,12805609.242642758,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,12826034.62193094,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,12871360.975419603,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,12880167.95851735,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,12889442.331360066,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,12891623.292986173,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,12904382.300040578,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,12925211.546439838,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,12941846.279089373,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,12949076.164982686,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,12989137.946432872,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,13015796.809747644,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,13091627.72588465,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,13094139.977107815,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,13100988.239446491,0.2222222222222222
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,13116620.244493296,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,13163123.025830528,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,13203221.356413204,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,13214441.699879576,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,13223118.367649095,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,13303535.015847223,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,13335657.670085017,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,13366002.012790335,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,13407959.124877527,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,13427132.893010821,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,13430763.062990803,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,13445851.015153842,0.2222222222222222
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,13456659.180887116,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,13474704.581338415,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,13493338.21407096,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,13493338.21407096,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,13509792.214128854,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,13530310.236630445,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,13543056.241236132,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,13563765.95124493,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,13584834.30098931,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,13614367.061263299,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,13626467.936632715,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,13627778.554545488,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,13639815.186210793,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,13671258.932808464,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,13676173.623444716,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,13685883.702986365,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,13693687.588382704,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,13697609.150492657,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,13739405.697263902,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,13745157.822963681,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,13767638.827099565,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,13870197.493044313,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,13881241.314204687,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,13889989.03927601,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,13899927.565544905,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,13944555.12622421,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,13985112.875967655,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,13996513.31030895,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,13996513.31030895,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,14014774.867405789,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,14024403.974770993,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,14029694.667674342,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,14076364.274276933,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,14089595.277938636,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,14101239.829889743,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,14142709.854946509,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,14145096.0907118,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,14155641.104928,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,14164142.170934152,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,14165671.056214122,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,14171476.834653337,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,14219641.845762074,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,14235106.637652699,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,14257755.795329602,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,14266738.080788301,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,14277493.20501475,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,14285847.506250532,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,14291175.00313525,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,14310498.210576305,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,14329894.15761802,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,14378327.727103686,0.2222222222222222
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,14409042.703793116,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,14414180.592011511,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,14420503.037928931,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,14477086.735354615,0.2222222222222222
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,14501346.120936558,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,14502074.332548942,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,14515805.519327713,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,14574299.594109006,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,14604966.81314846,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,14620474.85455316,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,14670635.788242685,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,14677316.104969386,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,14697264.368388634,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,14714380.172789503,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,14735680.564735258,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,14742877.933924776,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,14776931.134014586,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,14781580.917544814,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,14783074.861243723,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,14785792.800182277,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,14790662.163047893,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,14845111.923851158,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,14846538.888604458,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,14857165.879075639,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,14931915.01214634,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,14974300.640728904,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,14979715.367446631,0.1111111111111111
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,14983295.682797715,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,14994244.268591182,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,15027707.312076936,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,15041576.589642381,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,15063754.800143892,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,15112200.297516784,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,15138056.750943832,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,15159392.404346144,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,15161616.192373639,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,15190304.947709933,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,15197053.371892396,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,15204509.629955517,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,15210414.33519981,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,15253072.84418719,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,15288744.088861965,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,15291353.699598039,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,15344598.726710396,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,15353137.754925163,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,15366888.477977635,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,15372561.676886644,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,15380131.679572918,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,15391854.114662372,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,15464406.559575044,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,15487441.162067186,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,15550049.896337885,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,15559664.532548701,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,15582204.69657081,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,15633056.559497293,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,15635838.418560674,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,15645698.023218948,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,15660284.408615967,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,15662028.1565827,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,15699463.254401734,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,15754101.545046339,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,15807052.010588694,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,15807052.010588694,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,15824223.392858628,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,15834511.677690065,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,15966834.14629889,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,15971160.309895273,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,15982415.471039403,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,15998749.248648267,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,16012243.25733189,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,16018524.396731388,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,16029302.427170176,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,16040006.846193451,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,16085535.081444366,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,16089273.677820677,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16114866.733035449,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,16166979.62086926,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,16166979.62086926,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,16196864.626820926,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,16220696.31970922,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,16286346.495744647,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,16311317.132131571,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,16339954.062818216,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,16357708.786967827,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,16359626.221401744,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,16380383.570542945,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,16450115.811725324,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,16467458.980564347,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,16482994.275186295,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,16527923.147426976,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,16596025.933723686,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,16649877.79587265,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,16779260.11845898,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,16795177.724172425,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,16813793.360603027,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16816396.60112814,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,16857729.44569742,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,16864978.765857417,0.2222222222222222
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,16872282.001522005,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,16977911.42803599,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,17056644.723335125,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,17059054.61950659,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,17076321.105036236,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,17088117.557871975,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,17094894.95413392,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,17138757.27625858,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,17175943.20300555,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,17190951.057964303,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,17222919.72548222,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,17234481.328245312,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,17236789.770268366,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,17286304.1284799,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,17325439.95068686,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,17338570.0324045,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,17429670.080246784,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,17453440.61739959,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,17495930.306110054,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,17519471.433365226,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,17571454.2282261,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,17573339.81561267,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,17607194.3608907,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,17628235.610438272,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,17655297.86940581,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,17662323.94058361,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,17774575.248655763,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,17817016.47512021,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,17837290.81880324,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,17855983.167775232,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,17898503.581637908,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,17909493.549773704,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,17950311.118530475,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,18053616.039697044,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,18085197.21020339,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,18112262.295417782,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,18112262.295417782,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,18162787.22822652,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,18168222.23265297,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,18198988.339029185,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,18319863.075965963,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,18387936.69237278,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,18426633.095583443,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,18455223.24459671,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,18526714.799344607,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,18568112.732207045,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,18596656.543847665,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,18674800.229989506,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,18741846.50424222,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,18777232.226028185,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,18807537.21434189,0.0
