俺伍员好一似丧家犬,0,俺伍员好一似丧家犬，
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,19191078.675672643,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,19221288.445762794,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,19232762.756620336,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,19262613.089466617,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,19263562.676227935,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,19398800.95499661,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,19438107.034658436,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,19540502.770602595,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,19584233.641777184,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,19596558.846274346,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,19628112.330400176,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,19666336.51601506,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,19687718.41584987,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,19863269.796112254,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,20047185.984643992,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,20080813.847061146,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,20189174.814228505,0.2222222222222222
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,20243734.954523288,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,20297578.114197094,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,20345715.046403278,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,20346434.05127947,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,20361492.239719097,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,20396788.892312746,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,20400731.421140812,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,20491536.63161337,0.2222222222222222
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,20588874.70447899,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,20631536.573594756,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,20636866.886536635,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,20647168.123670388,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,20667615.97211196,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,20668799.495074656,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,20690418.358955212,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,20759093.683800023,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,20763178.218800128,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,20794289.617551405,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,20827483.106523756,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,20868065.47872666,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,20937415.03724561,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,20944509.46718131,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,20974112.30536441,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,21000822.848015144,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,21012382.680231653,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,21042933.548407745,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,21046356.727144253,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,21247231.87723038,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,21292734.648364477,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,21307157.209178735,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,21341812.66981759,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,21364951.97781227,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,21370941.01000502,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,21393608.391660936,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,21401319.040332045,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,21427509.055814985,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,21459610.04928078,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,21520042.81381175,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,21632701.29734601,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,21727988.40621312,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,21751096.38172524,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,21801330.45863537,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,21817293.678173695,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,22025996.628439076,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,22137719.68307514,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,22301834.15424734,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,22335681.139737565,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,22344283.79138358,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,22392055.624493867,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,22589355.519282755,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,22725850.523663342,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,22753473.222408477,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,22880782.952774018,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,22994972.750478156,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,23007133.497097757,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,23038008.38070567,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,23063336.25108778,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,23067696.511936575,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,23177083.04913122,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,23266777.364727784,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,23393844.643141437,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,23467113.533369604,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,23496945.296709,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,23518068.157837525,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,23553231.73686374,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,23691251.26572838,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,23712286.026533954,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,23714407.78596216,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,23714407.78596216,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,23720293.409051295,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,23824035.676156424,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,23832781.569453776,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,23903678.565662116,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,23971796.264294147,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,24095419.284280863,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,24108775.118848212,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,24138134.707595963,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,24187021.635559794,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,24257519.26984908,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,24280253.751440328,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,24289166.772720784,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,24391439.00328623,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,24427053.084105838,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,24543049.97212291,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,24561573.775351677,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,24564930.37280595,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,24637841.05484689,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,24646861.93713714,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,24745198.161752965,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,24757580.088171538,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,24765390.534684706,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,24961304.81002144,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,25048681.717019506,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,25127249.34111294,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,25155256.53578578,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,25300549.888364237,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,25385823.541136462,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,25422362.546261866,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,25444502.712543372,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,25472515.46521411,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,25538463.3950997,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,25842700.476429515,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,25951781.52595052,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,25970560.514910042,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,26196565.537837617,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,26271610.864641484,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,26337512.30139165,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,26478776.010078616,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,26571347.390538372,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,26668293.136424635,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,26880777.781921394,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,27141099.415631723,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,27173837.173773203,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,27301270.537885364,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,27343036.050751153,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,27524795.814333856,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,27573882.37234892,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,27743013.72618768,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,27852248.911296535,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,28037960.77710879,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,28038562.034851372,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,28824398.774840076,0.1111111111111111
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,28918124.445403766,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,29011547.845020518,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,29011547.845020518,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,29101089.071687024,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,29358347.036210112,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,29437451.33549,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,30173431.27504484,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,30472521.715014685,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,30716562.56341806,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,31371750.627674893,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,33011818.40466701,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,36129002.743557595,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,37333464.20999736,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,40364252.95163004,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,42418306.933288805,0.1111111111111111
