为国家哪何曾半日闲空,1,为国家哪何曾半日闲空，
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,16241866.316941557,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,16275598.288360404,0.2
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,16332600.155758286,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,16345006.29655363,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,16396178.628371816,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,16404758.040680893,0.1
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,16457232.454611951,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,16533026.895229682,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,16554459.21451473,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,16572636.417277033,0.1
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,16582063.74490742,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,16626271.382476259,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16751547.766805483,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,16794419.669818174,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,16812356.35504266,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,16921578.962540966,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,16999831.05146974,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,17077461.21407553,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,17094352.034075543,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,17123603.883749913,0.3
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,17136976.1211255,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,17201856.38547575,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,17221569.833432008,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,17385411.915093035,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,17462343.05813171,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,17463020.514312215,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,17468263.71660678,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,17535206.31252338,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,17537343.61957489,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,17540486.058286726,0.1
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,17553481.17415844,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,17613635.68991603,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,17618558.70122379,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,17702627.031144645,0.1
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,17917754.58635261,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,17974612.537068054,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,18053655.91187834,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,18057289.842941873,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,18057289.842941873,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,18079584.574527044,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,18094374.94514321,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,18232398.260663297,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,18254568.07537304,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,18462226.843446583,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,18496533.598087877,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,18538656.412142076,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,18620358.030962203,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,18623556.84407072,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,18655278.85945199,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,18714433.481774177,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,18741101.779626183,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,18753612.28818413,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,18808592.637377657,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,18829341.779056903,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,18858141.709642984,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,18865125.982282504,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,18977850.36079886,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,19104659.29458622,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,19435385.00608169,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,19460413.67366152,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,19465971.323168695,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,19530053.18926048,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,19547281.85984175,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,19573232.6482407,0.1
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,19666555.688173853,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,19695052.377156742,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,19707227.291634835,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,19723024.024997935,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,19735174.66145147,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,19888537.592673365,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,20005566.335157894,0.1
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,20017702.54677724,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,20078293.628363192,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,20082155.476967163,0.2
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,20106437.01050451,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,20215662.25181676,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,20250180.509169392,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,20269684.86553626,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,20304815.031541035,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,20436131.010646325,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,20468744.227871478,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,20826778.853415407,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,20873423.217210066,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,20909526.88775396,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,21012535.363243565,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,21115608.27943792,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,21134794.815727137,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,21228476.561017822,0.2
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,21296465.154646974,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,21446749.640208088,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,21639348.895598534,0.1
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,21688733.671210703,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,21814599.331067648,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,21822203.13174057,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,21845648.20728406,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,21897933.777847636,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,21933321.129455898,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,21965730.58547204,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,22048492.433014184,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,22086992.76108014,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,22556043.263438657,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,22556043.263438657,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,22590519.3163973,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,22627491.536393266,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,22891373.584349073,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,22945718.604172584,0.1
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,23244578.58979469,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,23281259.541353203,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,23473078.050386626,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,23850739.21351488,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,23865620.988601457,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,23932216.759173118,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,24113921.691996083,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,24370172.19246141,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,24531924.398444343,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,24641042.726384293,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,25039828.590138588,0.1
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,25107264.26836892,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,25734991.316208977,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,25949456.435710724,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,26064636.631439988,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,26158421.159796014,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,26917200.947591078,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,26998520.96450959,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,27017346.605444703,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,27200233.707566336,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,27280312.709129978,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,27846669.743808035,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,27926042.35619736,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,30038651.26798936,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,30226177.40240339,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,30268288.737037454,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,30951013.967571612,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,31007445.12412651,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,31119938.44019165,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,31119938.44019165,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,31698356.672532763,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,37070770.08877975,0.0
