一连几天我的眉不展,0,一连几天我的眉不（哇）展，
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,14451320.873485941,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,14486124.687855756,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,14490620.149235219,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,14499241.354297018,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,14503940.191927299,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,14510287.43614613,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,14515390.912920296,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,14617068.336696412,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,14629205.565949364,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,14630079.058162123,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,14677802.042849336,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,14689812.632616665,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,14695492.334760891,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,14740865.29514101,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,14816774.843936458,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,14824292.66650814,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,14860131.424713822,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,14873857.290430438,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,14894879.50992666,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,14920923.589133445,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,14924808.12109653,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,14934129.44015749,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,14937054.793403307,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,14940183.851882571,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,15041227.656306475,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,15041432.905578943,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,15081576.611110456,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,15104462.47887076,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,15110612.302509416,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,15115221.788610255,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,15123324.820574395,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,15154266.564595673,0.3333333333333333
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,15168395.821696052,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,15189127.664014839,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,15199520.548903942,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,15212825.315103475,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,15213371.498405252,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,15256939.08736205,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,15262197.518553654,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,15277363.936870988,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,15290855.920718897,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,15325249.076351257,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,15334621.231786393,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,15345040.75000516,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,15387815.79052841,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,15394005.204921942,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,15395860.139928287,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,15399040.96058532,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,15405795.130259667,0.2222222222222222
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,15414729.8558129,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,15429920.60665128,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,15443049.726251135,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,15443049.726251135,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,15447340.356805539,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,15447655.068566546,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,15451726.153656371,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,15473805.971133316,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,15497608.984133696,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,15506724.26453796,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,15527645.496782143,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,15535668.243522445,0.3333333333333333
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,15550708.61321114,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,15554370.581177963,0.1111111111111111
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,15594441.235700209,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,15606428.51711267,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,15610965.145249458,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15615131.062065458,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,15662956.037785083,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,15670979.412546014,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,15674175.4286777,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,15674903.91798916,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,15680517.63036416,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,15701567.078932075,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,15704090.18733106,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,15726779.360757865,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,15733127.181513052,0.5555555555555556
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,15740489.248105414,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,15766154.900900522,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,15781771.56490486,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,15787009.7095588,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,15797106.74423938,0.2222222222222222
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,15798470.093341274,0.2222222222222222
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,15825339.246849632,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,15847318.852452321,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,15859052.550718272,0.2222222222222222
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,15859873.813916922,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,15892086.85617106,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,15941991.934865424,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,15942093.84806733,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,15959624.56369902,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,15975210.886185221,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,15991083.200446714,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,16000071.584211389,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,16001323.897665877,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,16001467.41347369,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,16001467.41347369,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,16014067.252834456,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,16036399.225159435,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,16055017.737461517,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,16057234.706437252,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,16065889.164732942,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,16077818.137974879,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,16083686.297656097,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,16108055.783750905,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,16128918.75139085,0.2222222222222222
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,16132787.63522281,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,16150496.437584097,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,16180715.809766466,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,16189028.942498708,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,16190475.724801105,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,16204256.843243757,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,16204832.108087536,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,16219148.672482893,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,16227556.09835519,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,16232960.923957076,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,16234510.065329289,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,16236652.1129074,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,16241858.05296684,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,16276038.619194882,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,16279707.61789823,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,16289816.936572924,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,16296884.963077229,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,16314366.149502851,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,16343478.572252663,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,16353526.089837017,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,16361653.697119616,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,16382914.21615591,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,16405153.657958409,0.2222222222222222
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,16436939.359858299,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,16453922.054345813,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,16479939.160146914,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,16526648.030315943,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,16535351.15690807,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,16536402.189743852,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,16550602.321121251,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,16567915.193102254,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,16578244.575164307,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,16581426.190638816,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,16604436.234841552,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,16606342.048255429,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,16641741.709107481,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,16644505.906357966,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,16654658.98927482,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,16671601.204040587,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,16702462.66013908,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,16713373.576056175,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,16757077.542144042,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,16792782.46616497,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,16823468.04507475,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,16847660.27735808,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,16849824.160541344,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,16900471.65310665,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,16981336.36543326,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,16993878.000102606,0.2222222222222222
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,17003955.50020728,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,17006612.344711583,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,17022854.11698721,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,17035533.023837022,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,17047519.76311549,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,17092553.619109754,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,17094662.384031028,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,17095095.07959041,0.3333333333333333
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,17116793.944297858,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,17154556.029235266,0.3333333333333333
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,17156766.559193335,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,17174584.326334767,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,17241228.409774847,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,17246910.620149214,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,17287480.752008367,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,17315895.276739564,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,17347365.686965775,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,17347588.826391548,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,17366913.312632486,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,17369760.028359685,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,17377623.233345363,0.1111111111111111
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,17422885.52894129,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,17427622.45486398,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,17443667.349051185,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,17538841.615153942,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,17550990.37797646,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,17563883.00807691,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,17576453.449594256,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,17577260.816074483,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,17577260.816074483,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,17580187.813664723,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,17624001.37704341,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,17625513.70966873,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,17627375.941714436,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,17642887.101941004,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,17645039.07767449,0.2222222222222222
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,17657902.35946251,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,17677725.733936355,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,17690501.4944377,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,17736648.736942817,0.3333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,17739881.487034798,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,17775319.377535295,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,17819737.746934935,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,17826768.18967437,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,17934868.194270924,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,17940029.416650817,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,17945428.877571218,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,17988365.244926628,0.2222222222222222
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,17998175.352494054,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,18004784.759983536,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,18023161.728514887,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,18035950.618093032,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,18056749.786609534,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,18083644.5652391,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,18084314.85098233,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,18104190.591802273,0.2222222222222222
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,18139410.160824753,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,18160824.7929168,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,18240712.67270008,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,18258475.066174503,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,18275854.36647468,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,18345189.431140702,0.3333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,18385432.24408531,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,18401054.889410645,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,18414404.7175636,0.2222222222222222
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,18419080.744542647,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,18419947.79412551,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,18453385.923197787,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,18455238.36369356,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,18464783.32512189,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,18465566.34301142,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,18472542.434749823,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,18508136.3726513,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,18529878.12965235,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,18561954.530049603,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,18599176.80142664,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,18612851.04480061,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,18642215.652332928,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,18687643.521896552,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,18726783.88569905,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,18729309.734324675,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,18731871.973370027,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,18740152.857737243,0.2222222222222222
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,18746896.08549507,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,18774763.537750605,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,18827650.657333102,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,18869048.793316066,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,18869237.966322497,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,18875903.60593338,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,18986260.61904142,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,18991532.7702815,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,18992832.041171942,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,19022755.331817135,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,19059899.90260787,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,19060215.83216548,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,19102919.60887986,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,19114620.940161914,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,19231471.296649195,0.1111111111111111
