尊一声过往宾朋听从头,0,尊一声过往的宾朋听从头：
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,7403239.302682296,0.4
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,7422983.251069577,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,7441388.2764583705,0.1
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,7445354.837005209,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,7461187.330472027,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,7469006.376143993,0.1
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,7471616.905266366,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,7492988.370940827,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,7495064.234136823,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,7515955.61270841,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,7533242.322343232,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,7569949.356168641,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,7574622.476215906,0.1
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,7591146.879576336,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,7647627.514734689,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,7651105.389519852,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,7661670.246765872,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,7664639.2924226625,0.1
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,7667100.40847605,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,7670779.419326299,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,7693075.3282931885,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,7709009.43955919,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,7745695.061491798,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,7755170.378710661,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,7757095.778106327,0.2
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,7774648.32929277,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,7777913.151062612,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,7786308.718416322,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,7786665.75905877,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,7810608.257537931,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,7811709.47240469,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,7811709.47240469,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,7813695.4905664,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,7824702.445698824,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,7831224.306448656,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,7847858.97019308,0.1
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,7848190.481194223,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,7855824.625061636,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,7885496.143780619,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,7892111.167868628,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,7894091.8569743205,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,7908555.047543608,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,7910360.484377163,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,7910747.156345992,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,7913679.76644517,0.1
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,7913722.095299847,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,7915234.780440861,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,7915242.907964564,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,7917088.471728894,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,7917216.26091878,0.1
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,7927393.18311173,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,7936344.810631753,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,7938561.112394306,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,7938685.328065938,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,7960599.52615865,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,7972241.093429148,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,7972403.575651702,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,7980844.587302454,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,7998601.768903729,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,8005089.79727496,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,8045241.505388788,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,8045980.351418042,0.1
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,8050917.656643877,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,8055040.041381345,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,8066349.938904019,0.1
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,8083824.638168955,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,8096588.44993052,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,8112534.030048833,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,8128870.401845754,0.2
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,8133875.567554039,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,8187258.383549513,0.1
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,8188853.229445346,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,8189677.93515146,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,8217359.848653356,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,8227359.67896594,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8229375.4806819605,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,8232469.983724155,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,8234648.128586425,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,8242289.974763024,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,8245493.809814225,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,8258868.800631952,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,8276289.650082872,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,8282671.448017262,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,8292974.888943162,0.1
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,8296456.385174741,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,8296787.05706358,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8298237.002422968,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,8303492.426440965,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8310132.488044981,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,8324018.17847137,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,8324499.319398164,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,8350343.953762922,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,8350975.591267406,0.1
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,8354405.249975359,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,8359905.395751698,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,8361577.062231819,0.1
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,8364457.319850416,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,8389058.811319089,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,8411166.971982026,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,8414561.613935187,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,8430211.711895619,0.1
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,8432657.72974236,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,8459386.155499743,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,8465885.005160678,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,8482832.198901828,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,8488665.651510796,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,8492882.196760157,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8499961.675589064,0.1
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,8510184.33199264,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,8511666.238432942,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,8518478.977151532,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8521052.305544822,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,8545616.292883493,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,8550374.417631475,0.1
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,8553433.911659079,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,8592451.073670795,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,8609542.787645034,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,8614002.104121739,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,8653516.179295037,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,8655637.048366278,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,8711696.587755583,0.1
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,8720128.27262532,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,8756322.519379282,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,8761999.425073463,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8797598.537711853,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,8819632.627927205,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,8825493.057505375,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,8826383.884253247,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8858144.868455313,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,8864387.452631447,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,8869289.575317895,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,8915425.16310044,0.1
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,8918838.708979854,0.1
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,8984733.63817268,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8987359.901966834,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,8989746.99490093,0.1
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9012893.436999368,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,9023506.483668793,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,9029608.95899757,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,9059240.647862876,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,9062000.949938584,0.1
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,9085149.191427533,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,9093009.551684355,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9108178.079245871,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,9111662.884737218,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,9147830.695453336,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,9156315.539185708,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9165079.873356963,0.1
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,9165162.797009535,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,9170471.81024089,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,9181104.280208291,0.1
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,9186749.625775414,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,9187879.03285281,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,9189304.952872425,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,9189872.427005684,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9207081.175841983,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,9223871.324137092,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,9224609.455229891,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,9243001.225674473,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,9248703.573751798,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,9260610.963784264,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,9266765.126894744,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,9268029.061309623,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,9271266.426666712,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,9287458.116630362,0.1
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,9311606.617740795,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9320296.969214698,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,9322230.41977057,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,9354877.698975055,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,9364586.853125358,0.1
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,9373745.201500902,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,9383669.066564387,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,9453241.832632763,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,9463610.446875386,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,9474758.342889646,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,9477344.299091514,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,9553493.32919157,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,9560658.388845082,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,9585796.1051532,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,9586980.500159413,0.1
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,9609445.852733241,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,9612803.227987502,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,9623122.772491917,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,9628898.181002066,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,9657590.233670134,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,9694894.855876802,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,9709706.288786013,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,9745565.363228727,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9782032.805012483,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,9792925.077076577,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,9818709.001559604,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9823130.667061253,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,9826256.497895429,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,9836965.923304854,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,9852970.60584696,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,9858590.37741725,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,9863507.29573611,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9928509.795502335,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,9930292.90893339,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,9944167.98000229,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,9973513.195589688,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,9995831.578525763,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,9997234.84623613,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,10003609.70941988,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,10029991.166152,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,10050276.857287243,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,10056381.368252492,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10087069.167804306,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,10094693.469563399,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,10111973.151681857,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,10116581.299310265,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10134338.62775715,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,10137383.933350837,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,10141182.941970259,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,10170238.383143885,0.1
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,10196483.12045228,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,10198838.179223487,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,10202175.1252535,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10235506.992942752,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,10300444.21676619,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,10358923.610487254,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10389424.770057758,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,10394907.341748308,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,10421890.639479281,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,10424610.231223758,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,10428229.526416048,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,10505236.529921075,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,10512683.628703369,0.2
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,10515567.75347285,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,10541451.389766285,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,10544608.995971832,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,10549823.726843433,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,10561590.546888188,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,10624843.731570156,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10661807.279939074,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,10676115.860521037,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,10677246.472866168,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,10677246.472866168,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,10733201.073128182,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,10734011.56649195,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,10779537.910150921,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,10790949.281761479,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,10797873.062010992,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,10842308.175078765,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,10852657.122193705,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,10859323.039680628,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,10891100.647240331,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,10906119.334933149,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,10971959.840759745,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,10985047.857680665,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,11047795.866353236,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,11056805.06675207,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,11062599.637092948,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,11114945.255906288,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,11115554.567072848,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,11126177.426536094,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,11134281.309691142,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,11173064.898286441,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,11175083.247464482,0.0
