三更时想起了年迈爹尊,0,三更时梦（呃）见（呐）了年迈爹尊（呐）。
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,14685327.121475803,0.1
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,14690505.736946626,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,14705850.125037966,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,14723782.930244569,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,14733390.6387601,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,14739565.120621938,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,14740548.29788648,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,14744131.473076602,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,14749207.82985138,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,14749614.562926311,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,14767627.91787566,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,14776315.130321585,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,14788813.441331014,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,14791362.440499535,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,14803998.74851005,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,14804952.107283507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,14813371.082179638,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,14824115.55689608,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,14824115.55689608,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,14826857.881596219,0.1
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,14837194.542776475,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,14838100.911463274,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,14849048.202936608,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,14850778.12905519,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,14856505.387572259,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,14857143.871539747,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,14863445.687969966,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,14888613.3918913,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,14900498.147445457,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,14900631.718431678,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,14900631.718431678,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,14909130.777140768,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,14926872.846771896,0.2
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,14929234.933031231,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,14929605.509698696,0.2
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,14932948.292712692,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,14951217.996710476,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,14951217.996710476,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,14955172.412476229,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,14970350.903214352,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,14970815.879210897,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,14980463.902355973,0.1
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,14987749.852389313,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,14994582.745942928,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,15009419.106267946,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,15009570.851377528,0.3
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,15018678.68969281,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,15023349.318574613,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,15035813.74750777,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,15053012.590997418,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,15056259.9018589,0.3
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,15057300.048263015,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,15088573.861264963,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,15090565.367521975,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,15095911.928257043,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,15108274.132896302,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,15109458.258337392,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,15110817.925369902,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,15111864.086450323,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,15124794.494496625,0.1
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,15164645.856239306,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,15181892.098178992,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,15198327.707378276,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,15203021.828703118,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,15211078.264450528,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,15214169.38908567,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,15233336.490243396,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,15237377.624732956,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,15237523.856999474,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,15249139.938304586,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,15279843.718244478,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,15287148.597348144,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,15294493.220551053,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,15298373.13988005,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,15302908.478001194,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,15311918.102242518,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,15317611.465231508,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,15342159.664539086,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,15348730.274673931,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,15358000.34819869,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,15358577.675070465,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,15366371.734066201,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,15393861.500336383,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,15413043.277099574,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,15416100.596993366,0.1
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,15419606.24826979,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,15423617.333461616,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,15447525.01021597,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,15449045.043270068,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,15464991.475352611,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,15475329.315137286,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,15476383.31451161,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,15505089.807422848,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,15513054.48416213,0.3
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,15530252.105993789,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,15531034.693764234,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,15546052.56761608,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,15547559.293949364,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,15551080.523892948,0.1
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,15554478.737665137,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,15557117.49286531,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,15557117.49286531,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,15558720.035804017,0.1
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,15573390.114687309,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,15575842.4622102,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,15577826.36313735,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,15583246.679427316,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,15592266.490535881,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,15654922.318811337,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,15668386.323174113,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,15679533.179436635,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,15682121.42439222,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,15683512.62132198,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,15699609.125784362,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,15702800.175851438,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,15705781.380382594,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,15734491.668520447,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,15737568.83367118,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,15738764.320889631,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,15741520.714309087,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,15747351.122240558,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,15773226.742862064,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,15777203.674473403,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,15815452.97476593,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,15822016.351096157,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,15887043.496996155,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,15894057.643142726,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,15902091.538879354,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,15910547.547239592,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,15918715.211489193,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,15936636.765836118,0.2
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,15948442.170572348,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,15954229.013634559,0.1
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,15957625.18078546,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,15961884.820574773,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,15977751.92041997,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,15977751.92041997,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,16028115.037619956,0.2
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,16028115.037619956,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,16044526.369556671,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,16055658.648448631,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,16115737.549601676,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,16120389.417345988,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,16131021.809993237,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,16149116.876201428,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,16183603.120150495,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,16200376.545897033,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,16268335.41770126,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,16277826.38613089,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,16287404.887265954,0.1
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,16297137.959575647,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,16305002.076173304,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,16307304.27703932,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,16317209.518407607,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,16337228.713573733,0.1
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,16339750.655427426,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,16396692.23341842,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,16414475.630071165,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,16432284.523182943,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,16441129.096829131,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,16464838.160289349,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,16477613.827301513,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,16481533.981069224,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,16522743.231521081,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,16541091.610557359,0.1
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,16558744.253429933,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,16572694.98924303,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,16597535.418205576,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,16620455.66103367,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,16634889.567419967,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,16644233.291586684,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,16657561.224699104,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,16657932.240982097,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,16671391.811095694,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,16677804.508168275,0.1
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,16682873.192306448,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,16706411.673751153,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,16706721.79118947,0.1
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,16720032.420725482,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,16723350.800859744,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,16742763.450999424,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,16749693.53491592,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,16812170.911742598,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,16816237.08721232,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,16857044.31885864,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,16872811.07484479,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,16883302.7656105,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,16887218.751142755,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,16942533.03767417,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,16991794.842251666,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,16997303.24624151,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,16998145.692101505,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,17015606.22022218,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,17020212.82773296,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,17023731.94995793,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,17053301.135560118,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,17064643.02455968,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,17074822.53757773,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,17079463.30207273,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,17081353.947361317,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,17090821.112327967,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,17101482.987121914,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,17105140.16144115,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,17129013.516919013,0.1
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,17137228.67957052,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,17149629.81971257,0.1
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,17207543.0807785,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,17212726.0484452,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,17232051.925599083,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,17285718.571987137,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,17305162.774261314,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,17343031.100929685,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,17347707.528188374,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,17354512.83603536,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,17355658.50867552,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,17412535.474061117,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,17448300.764434922,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,17474887.714651354,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,17503866.257937003,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,17515302.958572526,0.1
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,17516986.278172266,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,17523303.038487855,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,17530550.394818187,0.1
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,17561823.228742152,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,17577741.60570767,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,17606934.016337838,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,17625999.812010027,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,17631469.465335142,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,17636397.45005142,0.2
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,17648102.713386774,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,17686151.670940153,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,17725449.063221287,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,17726385.45817374,0.1
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,17756915.584172875,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,17775351.16527037,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,17788580.19382625,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,17804202.916956436,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,17806671.627414018,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,17850921.086204182,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,17867465.21476032,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,17906969.459848426,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,17921399.987320058,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,17923486.50843622,0.1
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,17993458.81073169,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,17996520.661847156,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,18007256.949310444,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,18068306.784758825,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,18069937.705264524,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,18092815.106615268,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,18118024.923406225,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,18122637.175550625,0.3
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,18145591.028306287,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,18190152.54255842,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,18219525.682350084,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,18269531.19136894,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,18275428.911840484,0.1
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,18313921.071755685,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,18332840.61544882,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,18356032.42409818,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,18431307.4343766,0.1
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,18463344.876723044,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,18467973.775746424,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,18483660.586217184,0.0
