因此上臣的病重加十分、千岁爷呀！,0,因此上臣的病重（呃）加十分、千岁爷呀！
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,12376873.688106922,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,12379772.553086901,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,12380553.894164424,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,12387410.010937482,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,12397180.821876274,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,12443049.564169392,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,12443438.884514173,0.0625
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,12444356.55730973,0.0625
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,12446385.68633214,0.0625
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,12466504.258490978,0.0625
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,12484521.390911113,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,12505986.670164004,0.0625
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,12522264.310433775,0.125
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,12536882.296029791,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,12544033.069820749,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,12549778.572499098,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,12550719.394315155,0.0625
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12570253.78429332,0.0625
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,12585354.182052003,0.0625
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,12590305.764969269,0.125
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,12595441.108640576,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,12599353.795827013,0.0625
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,12600177.238908594,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,12603110.280947566,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12616999.289965399,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,12618092.453002483,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,12620313.954815025,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,12632360.876730531,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,12638078.775577147,0.125
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,12641830.577321598,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,12649429.212946778,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,12658412.971092518,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,12658480.54049446,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,12674905.869782748,0.0625
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,12677130.593949433,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,12677260.115698893,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,12678705.64375361,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,12691579.18620931,0.0625
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,12692443.952995578,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,12698748.262777006,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,12703505.836866254,0.0625
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,12712731.76927204,0.1875
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,12712731.76927204,0.1875
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,12722963.411387319,0.0625
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,12739463.765566155,0.0625
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,12750350.140965667,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,12763587.215750441,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,12784367.508461239,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,12787617.253249995,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,12797406.9715261,0.0625
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,12805400.65091734,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,12807174.978976363,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,12820440.386229072,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,12839689.565645529,0.0625
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,12865904.3412381,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,12867411.704783991,0.0625
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,12874165.255986858,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,12879214.236744775,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,12907746.748629648,0.0625
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,12924883.367224421,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,12924883.367224421,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,12934984.663046552,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,12947370.904447472,0.0625
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,12959140.2637897,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12973596.321840964,0.0625
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,12981194.586698093,0.0625
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13002767.692510631,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,13006977.664071376,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,13014341.85468458,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13021833.304125158,0.0625
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,13030252.862840233,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,13043884.82550357,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,13060038.588201696,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,13078438.267540095,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,13080578.853112128,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,13115981.410119092,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,13116735.211308789,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,13123746.423816098,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,13134762.52924918,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,13140267.25331791,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,13151172.883835994,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,13158723.463691289,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,13193358.090505354,0.0625
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,13227652.405684507,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,13241279.485673683,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,13250863.285514388,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,13257896.910342827,0.0625
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,13316510.498157747,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,13319433.752639582,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,13335018.26149547,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,13345693.358744396,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,13350372.168101411,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,13353846.67474983,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,13354761.759770628,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,13369664.127835345,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,13393305.994217627,0.125
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,13404190.889467912,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,13433985.681247089,0.125
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,13453065.86462166,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,13454992.94339756,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,13455517.835859409,0.0625
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,13457519.88167523,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,13459494.985330807,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,13471201.178920245,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,13489814.759309428,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13490907.237279411,0.0625
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,13497230.182962367,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,13511357.052433496,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,13525879.241990408,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,13525990.728125626,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,13530014.708075706,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,13551199.916898645,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,13586694.489665732,0.0625
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,13611416.976375412,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,13624627.350113727,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,13630013.82134511,0.125
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,13635991.863165574,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,13647994.806054102,0.0625
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,13649488.75267247,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,13651613.93711195,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,13673275.373274,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,13673331.17715697,0.0625
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,13674947.582454843,0.1875
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,13688051.728506917,0.0625
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,13689765.930955652,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,13790618.916822568,0.0625
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,13824645.448551321,0.0625
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,13835723.826331498,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,13853229.759654086,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,13855522.000211662,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,13864097.682959618,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,13881034.683422405,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,13890025.783179913,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,13895679.308289789,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,13906099.239322625,0.0625
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,13920591.247356124,0.125
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,13922655.539900968,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,13941373.260788674,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,13948224.679970952,0.0625
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,13955718.961696588,0.125
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,13989438.033522306,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,14007846.346121386,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,14012226.485943003,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,14015178.824135493,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,14017131.31358321,0.0625
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,14031968.33005378,0.0625
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,14042450.72455366,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,14090836.185722131,0.0625
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,14107845.091371885,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,14151025.654148996,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,14156927.760099486,0.0625
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,14179890.218026597,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,14188207.478633232,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,14202219.76002125,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,14209432.259295002,0.0625
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,14210851.152198808,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,14220072.416941468,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,14254453.224255158,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,14264017.656132363,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,14316773.9816362,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,14327642.20262417,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,14341012.648878196,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,14358416.169159787,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,14386183.862468824,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,14388497.388152067,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,14389073.436138704,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,14421558.990299143,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,14431356.786900096,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,14452221.898250984,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,14464078.1401784,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,14469227.732060678,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,14474355.86451844,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,14479270.881889082,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,14539793.185474252,0.0625
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,14552879.957428427,0.125
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,14556951.9895954,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,14570516.418114701,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,14573270.30861572,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,14589240.402679011,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,14617669.106180845,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,14617991.27065956,0.0625
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,14619836.292448323,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,14622904.962585362,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,14652745.644540649,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,14686865.157653186,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,14688628.03592729,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,14696030.272191724,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,14711967.221934684,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,14749305.83400254,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,14752224.967208091,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,14782102.633632533,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,14814491.837878233,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,14818059.518081421,0.0625
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,14820217.478859156,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,14826522.115612138,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,14828284.847005013,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,14889802.878636483,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14893387.389704997,0.0625
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,14894112.775723238,0.0625
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,14905765.551823813,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,14915511.03326861,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,14923416.394418374,0.125
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,14945063.387793835,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,14978220.352766292,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,15029882.185066916,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,15043059.839124314,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,15062237.192424819,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,15062448.073600186,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,15130665.481305784,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,15135627.905736657,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,15183559.280123262,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,15187334.311138375,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,15215615.65474381,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,15234590.281031562,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,15257056.599932848,0.0625
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,15258716.789512664,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,15265410.125082029,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,15266274.826489856,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,15280224.037001107,0.0625
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,15338281.957828913,0.0625
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,15339423.929780822,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,15345865.215084381,0.0625
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,15367294.509327402,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,15374720.10246194,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,15379827.625282474,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,15398212.638500929,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,15427645.342261039,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,15447472.534342006,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,15449344.989792224,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,15454933.710261406,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,15473410.564843154,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,15488303.852924366,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,15490779.394182876,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,15527085.959433535,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,15530203.039679632,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,15575018.846279597,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,15577889.427264096,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,15585941.438444732,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,15663469.468733516,0.0625
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,15684855.521641871,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,15761803.565244341,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,15767339.43399068,0.0625
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,15784318.793740278,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,15787311.235309625,0.0625
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,15820701.885485878,0.125
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15840526.195275184,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,15857889.562167017,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,15863051.436839802,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,15886474.571198154,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,15934872.892737806,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,15941206.797067497,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,15956061.310927544,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,15960155.33291003,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,15981992.22948855,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,16051963.177586712,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,16096226.53399038,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,16117891.382542636,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,16186320.595144862,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,16310628.715343082,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,16360130.32403043,0.0625
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,16363532.546767568,0.0
