朝欢暮乐无牵挂,0,朝欢暮乐无牵挂，
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,9946623.361526655,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,9965823.257100051,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,9975100.644586483,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,9982578.020900428,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,9996749.879290782,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,10009940.222125368,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,10028922.662568966,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,10033855.205936285,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,10067825.504820863,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,10092032.055141302,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,10108987.036214113,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,10132136.586133236,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,10162387.943297504,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,10164605.392353471,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,10172988.866526874,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10179761.90406462,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,10186081.519118242,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,10207858.448900405,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10222465.12796046,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,10230763.741214814,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,10232523.579937547,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,10235889.915962001,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,10251503.021393066,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,10256792.982381042,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10267294.210100124,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,10267968.747848038,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10272528.368626498,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,10272692.40872824,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,10299032.723777555,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,10335549.951543603,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,10356224.790983764,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,10380984.434630936,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,10384766.808959732,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,10409059.168009274,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,10411001.419080501,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,10418986.330009721,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,10428648.895068498,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,10440968.591192834,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,10454367.678703237,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,10459972.550731365,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,10489168.900032165,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,10582495.940136472,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,10609015.254779346,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,10612613.806412712,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,10621786.987327179,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,10625160.514382934,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,10645041.00381074,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,10656849.601018596,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,10658477.878499266,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,10659497.79172672,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,10661941.410323549,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,10676888.045547651,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,10684865.131916994,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10696616.552734269,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,10724971.116478859,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,10759127.244452251,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,10770858.245545221,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,10782464.131924156,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,10796834.027877899,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,10838917.530200927,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,10853052.92625902,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,10862889.873843424,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,10866746.759102749,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,10900216.17118867,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,10914156.510752836,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,10914271.420574734,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,10958564.46079716,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,10960955.239556951,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,10965035.57228804,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,10973976.510194937,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,10980857.370688498,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,10982411.161023136,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,10987585.286232464,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11000722.29920386,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,11021991.47532347,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,11028700.663838262,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,11068326.201043189,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,11082300.76738669,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,11097288.028980242,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,11150151.679801296,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,11162655.95676995,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,11164702.599965729,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,11177317.393741677,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,11185836.109753197,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,11217893.959918525,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,11245675.722090472,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,11285270.046382746,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,11299669.810707767,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,11367451.161019947,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,11373463.271768644,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,11396106.248697864,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,11411289.027619347,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,11411289.027619347,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,11439173.114508726,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,11442387.483493399,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,11445598.669360824,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,11470376.320845174,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,11472284.47198636,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,11482459.63738819,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,11483492.368502878,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,11492080.54330854,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,11497337.54628923,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,11499915.490979062,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,11501292.135210479,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,11502394.36711463,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,11508701.763928693,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,11516854.504064705,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,11526157.938509874,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11533432.2244199,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11537509.891192427,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,11543157.090220254,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,11555607.112172415,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,11591624.534328321,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11596966.348933274,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11602865.003039738,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,11621464.206878774,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,11639195.649799211,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,11690795.233880866,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,11704799.530328605,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,11752181.48098127,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,11782202.776631344,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11787071.06868351,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,11824788.195564758,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,11833464.772491034,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,11846628.579115914,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,11854744.922371376,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,11865306.363985209,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11876352.123879949,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,11890029.691549294,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,11924813.124451933,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,11925793.57136358,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,11931771.592251271,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,11995980.647318909,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,11999922.00681352,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,12036967.95836488,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,12088407.197854567,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,12094083.5034039,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,12115572.833568903,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,12116498.681817023,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,12120874.56590613,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,12137793.717982158,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,12154707.496476043,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,12166941.221337346,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,12168781.694255292,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,12171294.104966074,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,12175071.800097452,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,12181674.162650414,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,12196576.906102493,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,12204034.583868675,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,12204092.981746452,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,12225210.526062863,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,12281391.881040309,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,12288776.216972895,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,12327567.39146626,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,12328806.575922748,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,12374105.522241427,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,12383895.413271857,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,12402359.587128354,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12404421.963886635,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,12417862.415449064,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,12447682.753182929,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,12464644.563698718,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,12466425.841284592,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,12475138.262518525,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,12479147.08872185,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,12479942.726058293,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,12495117.685726473,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,12516793.248892296,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,12529847.883382881,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,12535106.034077335,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,12550195.491140049,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,12552590.27017657,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,12568271.612624967,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,12576640.18630826,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,12593415.405243795,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,12614178.534813745,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,12653931.667678837,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,12674764.875475325,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,12714042.512440111,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12729794.037094638,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,12744985.629849898,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,12806011.246638069,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,12832203.37390679,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,12864600.164883904,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,12870073.636193251,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,12872635.49608563,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,12919153.47758829,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,12920468.67894362,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,12931929.907991862,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,12936355.973532056,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,12940403.804711066,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,12971228.038765099,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,13006674.794916721,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,13022985.559542539,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,13024344.658006862,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,13044674.30645917,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,13101212.475343648,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,13133150.164404329,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,13134974.88109179,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,13139268.64631443,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,13154436.414666543,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,13213409.589709187,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,13256515.94276197,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,13262355.373016652,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,13374107.304871876,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,13403855.997366864,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,13419078.002036817,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,13522496.109643351,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,13531098.62397914,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13565393.686157748,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,13618144.397725912,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,13668134.679125553,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13730505.625790795,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,13731314.069959922,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,13743057.78816702,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,13743057.78816702,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,13759025.179760326,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,13772142.248271884,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,13799935.13831024,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,13799938.057715043,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,13806375.617682148,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,13840287.313475803,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,13877775.476651367,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,13907922.428659104,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,13928076.594200915,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,13936014.041386636,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,13950028.06320083,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,13960485.07686988,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,13965582.104779406,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,13992730.80789079,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,14030324.899872625,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,14150662.827888586,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,14151680.85227461,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,14160290.835646147,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,14235115.49447818,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,14312369.62385762,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,14334785.195184344,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,14369213.696883537,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,14370722.650860237,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,14416730.806572795,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,14422433.763888445,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,14446015.359120965,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,14449501.240297124,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,14472063.086200092,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,14481639.443587858,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,14528661.588889096,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,14542990.138756307,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,14561238.328491803,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,14566200.88788964,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,14589147.359302144,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,14602138.150879964,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,14626565.136079224,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,14634536.308184734,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,14675069.727317603,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,14690901.483589046,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,14767514.482628461,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,14773917.81359161,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,14775834.626076393,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,14843720.056163087,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,14865923.656510316,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,14890737.334177703,0.14285714285714285
