先帝爷下南阳御驾三请,0,先帝（呀）爷下南阳（呃）御驾三（呃）请，
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,12902294.753816517,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,12930661.17799306,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,12990057.761966458,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,13004643.508104919,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,13051749.285156017,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,13062212.449045388,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,13083441.57976539,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,13084808.395538695,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,13087660.00357381,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,13093615.532943528,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,13109828.90263835,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,13122719.261217669,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,13142933.062478242,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,13148096.80016177,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,13155443.028697308,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,13156032.832786344,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,13175623.497289643,0.1
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,13188328.726156272,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,13195127.33451204,0.1
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,13200437.136674358,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,13218236.122291386,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,13228333.055773051,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13285754.589663448,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,13292908.855247924,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,13303429.764452972,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,13321486.047435725,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,13345793.979666807,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,13353021.532361101,0.1
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,13384054.612898085,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,13404826.785669038,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,13409639.118603962,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,13426717.665804043,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,13426954.434047531,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,13485904.545951413,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,13485904.545951413,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,13502411.87662284,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,13509606.854554307,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,13514990.531410612,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,13516257.638892118,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,13528828.391140323,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,13549962.914288934,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,13553744.643917963,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,13565510.200418016,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,13569695.965961931,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,13570512.864244716,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13573381.41435944,0.1
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,13632900.702314079,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,13636762.017229619,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,13649206.479112731,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,13651938.96508473,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,13656155.469847072,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,13694711.967355791,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,13735025.346539231,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,13787494.138722567,0.2
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,13788805.939272389,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,13789511.167894829,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,13802739.131924197,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,13810909.311934838,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,13815863.203248784,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,13838383.53192849,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,13874116.032511506,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,13877436.169229973,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,13887532.482036866,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,13892108.148899809,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13911854.509128224,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,13915164.165169941,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,13935472.715378866,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,13937692.190788085,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,13940197.482144354,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,13943952.91168263,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,14030977.046706857,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,14035351.810999548,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,14040452.431304986,0.1
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,14059658.862261692,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,14061057.919022819,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,14070757.517141009,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,14078415.326433038,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,14078937.551369091,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,14083664.021143436,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,14084457.519949755,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,14091528.626791375,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,14094924.076652322,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,14105237.230802702,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,14106994.227305742,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,14126781.343331557,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,14143402.158824448,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,14169394.805637252,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,14192655.038632318,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,14234551.73876143,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,14237480.23124347,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,14252843.752356706,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,14253278.02596187,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,14280379.13050851,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,14280379.13050851,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,14281744.110701017,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,14322747.74549558,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,14361464.062127836,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,14367464.808137743,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,14369437.918024391,0.2
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,14391175.893931132,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,14394479.162299965,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,14405347.34727989,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,14438149.19245876,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,14456636.947810737,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,14457251.677986233,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,14462171.099607972,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,14466412.276352778,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,14477931.009603254,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,14505835.873446656,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,14527480.36459531,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,14555567.389460782,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,14556996.613031592,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,14575068.077428605,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,14585758.263395881,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,14609601.76359792,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14626684.322767716,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,14634916.026773553,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,14646568.014358593,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,14648376.975869253,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,14662626.347544655,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,14684305.700834528,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,14724011.282662494,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,14753497.593370715,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,14786121.34544293,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,14787613.514497826,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,14827612.057162886,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,14840610.549985277,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,14863815.817320012,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,14871268.143619072,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,14915667.281374598,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,14945901.962632013,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,14965635.699019609,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,14970484.752902845,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,15012184.095569894,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,15078143.35238461,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,15094350.980433071,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,15112110.274738466,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,15137585.406514656,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,15170101.911347141,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,15178315.629274696,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,15186262.37455852,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,15202687.57967462,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,15228741.05160771,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,15240400.681478465,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,15272565.518213958,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,15289910.228378573,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,15360622.70140601,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,15363489.836164348,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,15505548.13301853,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,15511520.818228157,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,15554837.731120456,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,15565424.491266102,0.1
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,15620533.367403613,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,15630211.7842082,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,15652364.0634444,0.1
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,15652881.683100963,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,15659333.116877219,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,15674243.747043086,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,15698061.140700046,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,15718767.6020454,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,15750323.551450133,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,15750716.094723618,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,15758800.682574732,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,15773482.734647844,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,15780825.858562527,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,15792116.480413998,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,15831434.534483878,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,15834453.476784496,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,15939658.032399075,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,15939658.032399075,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,16039412.936681857,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,16113223.685589071,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,16120499.461961953,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,16146616.321923675,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,16163187.195238296,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,16178971.561843736,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,16242049.31173188,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,16267098.254897248,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,16321968.397046069,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,16333401.93029215,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,16383289.383165294,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,16414236.206798453,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,16439118.379462628,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,16456504.893454513,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,16486217.382827276,0.1
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,16501282.838533785,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,16526017.010246247,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,16560185.276487524,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,16587642.244785987,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,16601961.436654467,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,16622883.656282661,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,16629125.470229005,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,16658523.351293746,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,16696562.839640332,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,16700958.646853857,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,16718566.926728703,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,16828122.907120198,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,16861428.93826341,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,16885892.69429257,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,16954813.731479343,0.1
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,16960997.892866783,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,17017954.630607594,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,17027140.758992836,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,17045964.982445914,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,17088127.83404382,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,17096265.260349102,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,17119570.573739395,0.1
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,17159869.749523673,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,17160631.03536969,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,17174778.782423574,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,17193694.74739862,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,17199292.468567424,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,17217862.020557344,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,17234719.37194499,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,17236839.51020752,0.1
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,17277122.81766904,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,17422355.687525272,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,17463514.37445145,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,17484055.519254852,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,17514616.860401705,0.1
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,17571559.160328086,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,17657526.941583354,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,17658497.87677034,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,17686413.366260484,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,17788752.276705734,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,17807696.675344616,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,17818995.96124513,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,17820640.90454126,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,17840987.756442443,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,17903741.291210264,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,17913575.429051615,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,17955103.195028182,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,18109235.67087148,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,18125799.23721528,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,18140088.710732467,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,18149887.589720607,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,18168023.91872307,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,18217773.328311376,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,18222427.13560165,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,18273022.519042075,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,18309537.201587237,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,18316078.976075657,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,18373522.207913954,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,18375273.966646362,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,18438793.934112497,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,18442417.39225804,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,18447514.847830936,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,18467844.096285928,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,18481378.751114078,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,18492389.27772636,0.1
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,18494949.954557557,0.1
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,18496969.598598786,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,18519815.049469393,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,18522924.065106586,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,18545102.31375225,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,18609153.865269303,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,18754553.434964575,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,18788431.144760747,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,18788760.29247727,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,18915018.46197577,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,18918992.517613284,0.0
