我好比哀哀长空雁,0,我好（呃）比哀哀长空雁，
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,11403997.310472198,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,11418599.490185756,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11423397.854670223,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11423397.854670223,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,11454065.828634484,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,11473611.759706285,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,11481298.271515604,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,11486332.588343581,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,11518213.360295875,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,11519186.553251313,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,11539262.225286964,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,11539301.223051492,0.125
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,11554478.339648087,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,11566107.933913458,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,11568865.726767106,0.125
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11591052.298224334,0.125
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,11594679.727564732,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,11627775.57161322,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11629030.67612688,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,11633621.042361327,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,11663924.03857164,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,11663924.03857164,0.125
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,11675437.147461647,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11682989.5435142,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11708116.399418725,0.25
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,11714429.723218665,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,11724673.748523768,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11726390.212714177,0.125
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,11729163.918123161,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,11736990.92361467,0.375
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,11744324.59163462,0.125
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,11749777.918382378,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,11769564.540179638,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,11770506.412384823,0.125
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,11772652.444054194,0.125
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,11813106.732504003,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,11848341.57927454,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,11854493.400898904,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,11862834.070939299,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,11870511.287661834,0.125
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,11880348.063203022,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11884816.337328961,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,11885250.856838979,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,11925126.800391637,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,11925415.577871187,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,11929791.949380308,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,11937622.684514338,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,11951651.59940794,0.125
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,11953229.85792656,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,11963724.941436227,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,11968488.80273894,0.125
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,11969412.252106339,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11981643.714874908,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,11985588.577071585,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,12002220.464639008,0.125
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,12004358.599635208,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,12006428.191736199,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,12038935.590947159,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,12077319.493209278,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,12080247.66923972,0.125
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,12083648.648317518,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,12103707.752921596,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,12117552.842397524,0.125
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,12138705.882593503,0.125
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,12144090.538165614,0.125
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,12150327.28166935,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,12194557.161599336,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,12198194.765271984,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,12204634.19470238,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,12216728.107334523,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,12220186.296455419,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,12250874.419126883,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,12261137.799523946,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,12265399.12788741,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,12268350.528850662,0.125
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,12294664.750250522,0.25
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,12298166.652971,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,12303983.718218388,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,12349954.673844941,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,12367597.863029107,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,12372591.718907068,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,12388014.184947047,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,12405048.128266556,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,12448553.815421076,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,12464251.937920155,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,12465038.905157052,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,12483285.888170773,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,12513165.170839978,0.125
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,12513705.238721339,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,12516019.614617797,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,12517961.500326267,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,12541640.560246952,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,12544433.277997935,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,12545229.05955779,0.125
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,12552846.967369081,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,12602912.881842487,0.125
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,12604129.17030879,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,12618125.515650773,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,12635043.32379828,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,12651922.060352014,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,12682284.30012104,0.125
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,12682930.611552121,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,12755256.565449867,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,12760037.514188992,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,12782939.674438141,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,12790829.367383098,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,12804978.494304217,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,12819275.408030408,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,12823689.907452,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,12825305.7214674,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,12843412.859712902,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,12846562.875880774,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,12862397.251859175,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,12864717.069208333,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,12887865.236954158,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,12892195.588491337,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,12900494.321980061,0.125
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,12912513.77742959,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,12932458.244168956,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,12944326.655308954,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,12949046.72943314,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,12949475.699944599,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,12963726.6195878,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,12965172.724507196,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,12965172.724507196,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,12968854.154985478,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,12972067.735761669,0.125
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,12982076.585710457,0.125
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,12985150.231489034,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,13008468.009876017,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,13030489.21409665,0.125
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,13044649.449368602,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,13066757.126038292,0.25
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13073548.788317084,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,13078653.600323306,0.125
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,13082323.39040872,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,13089157.840804275,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,13091868.008731235,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,13107945.967804715,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,13110359.555145938,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,13122402.32071547,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,13132885.416384183,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,13145115.542741464,0.125
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,13156107.945013195,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,13174665.10783464,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,13181704.738837756,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,13190037.205328504,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,13231663.815052625,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,13237724.17973915,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,13258472.02302406,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,13266637.549177546,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,13297179.195953377,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,13323213.002561865,0.125
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,13333699.849143835,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,13358198.750793522,0.125
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,13358198.750793522,0.125
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,13362042.99167376,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13363656.29217473,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,13393057.093710715,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,13395942.676004857,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,13415057.112994198,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,13441572.378736986,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,13450847.118500967,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,13451127.578238787,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,13451460.398899669,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,13464383.489441492,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,13471277.681396665,0.125
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,13488068.33826828,0.125
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,13491582.029111244,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,13500285.453899574,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,13511781.368179526,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,13546072.146259928,0.25
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,13563713.301002651,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,13577186.884620493,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,13586920.111136068,0.125
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13587167.725381238,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,13591415.069255507,0.125
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,13624348.300137738,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,13644209.775618292,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,13646343.728057977,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,13650562.554178745,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,13651038.603481555,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,13652549.330758847,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,13652935.028221542,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,13681034.032301135,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,13711357.771116216,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,13755313.245117195,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13775950.488289706,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,13788294.50540392,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,13810194.794397218,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,13846467.785157103,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,13849758.613774288,0.125
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,13861477.835141726,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,13862919.875892948,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,13917915.510726795,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,13918877.745901536,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,13922200.192219498,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,13925485.553686453,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,13939532.018826738,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,14139392.797259795,0.125
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,14143448.653019415,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,14175880.576269912,0.125
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,14211077.0851914,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,14215182.895630343,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,14223634.307524713,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,14254597.522348663,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,14258094.684829993,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,14261088.716756584,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,14283464.346403485,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,14286549.168659441,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,14289243.000247207,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,14289712.177654656,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,14292829.672570115,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,14293335.411105404,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,14332142.97602276,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,14346882.262628661,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14399626.041140728,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,14412527.046013102,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,14413745.192809967,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,14414691.082201399,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,14429115.648647962,0.125
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,14437590.886503601,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,14512075.105007252,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,14528111.37433761,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14546093.134883512,0.25
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,14554041.322696619,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,14554042.49538496,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,14567444.586533254,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,14580513.779639846,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,14591412.07703581,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,14640756.05644854,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,14649771.131169355,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,14733459.0703642,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,14761119.200082384,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,14764697.46993068,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,14783039.974404534,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,14832141.688118197,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,14853228.029444,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,14855917.223704826,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,14872161.038314829,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,14875093.358829906,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,14915154.367366137,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,14927763.801894395,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,14928891.083881998,0.125
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,14929571.521285849,0.125
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,14932602.845065428,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,14981693.581265222,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,15010509.05648654,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,15076812.56558725,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,15097332.496307816,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,15134113.10150342,0.125
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,15153071.173202768,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,15178219.089489631,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,15178567.584852396,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,15179091.880976364,0.125
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,15188568.146043876,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,15192833.620282458,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,15209898.487582013,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,15215703.842987385,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15218618.99017443,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,15227178.311019253,0.125
