实难舍街坊四邻与我的好朋友,0,实难舍街坊四邻与我的好朋友，
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,17500002.769091822,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,17566957.62219166,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,17567511.99911717,0.15384615384615385
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,17591407.49389434,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,17610643.267331272,0.15384615384615385
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,17695282.224577036,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,17706036.385460343,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,17737739.90440392,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,17743963.918267634,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,17786454.4155077,0.07692307692307693
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,17840161.036540262,0.07692307692307693
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,17847769.9105588,0.07692307692307693
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,17894706.54671973,0.07692307692307693
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,17940769.04696285,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,17941670.971641455,0.15384615384615385
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,17976009.451668147,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,17980997.56266564,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,17983792.278419238,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,18008160.90828418,0.07692307692307693
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,18112585.961210493,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,18161968.152863696,0.07692307692307693
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,18221832.732482634,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,18247623.32507752,0.07692307692307693
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,18309900.045071814,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,18330708.46711252,0.07692307692307693
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,18358560.95754695,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,18456414.82654886,0.07692307692307693
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,18555941.6065386,0.07692307692307693
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,18572662.27368784,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,18732198.677837178,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,18753294.89921078,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,18753940.873516433,0.07692307692307693
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,18849341.943594027,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,18864871.447950527,0.07692307692307693
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,18915241.826709114,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,18926774.67915602,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,19017824.128585227,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,19073140.867683545,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,19081562.330073792,0.07692307692307693
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,19174180.107741173,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,19178636.983288184,0.15384615384615385
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,19249804.94337253,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,19260443.670086384,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,19293085.43654311,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,19448977.5745239,0.07692307692307693
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,19526252.66345624,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,19542381.676507667,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,19589736.004263073,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,19612048.114632294,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,19612122.006903496,0.07692307692307693
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,19697086.68928189,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,19769713.896503013,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,19776873.980501365,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,19867584.50243606,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,19928050.78611852,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,20024570.718516346,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,20024777.429502077,0.15384615384615385
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,20046086.141413502,0.07692307692307693
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,20046086.141413502,0.07692307692307693
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,20106292.229682073,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,20116233.83710266,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,20165647.416119494,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,20166381.30017822,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,20397570.05458367,0.07692307692307693
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,20405958.25949312,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,20475354.801892545,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,20638445.726356607,0.07692307692307693
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,20706674.944136057,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,20715319.247596703,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,20727620.461588964,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,21049874.780139834,0.07692307692307693
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,21072115.807238996,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,21191139.929941915,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,21292992.75985508,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,21533098.75838511,0.07692307692307693
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,21537392.249287914,0.07692307692307693
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,21537392.249287914,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,21672781.582399305,0.15384615384615385
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,21719103.332120646,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,21728973.71269954,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,21749363.00244433,0.15384615384615385
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,21756579.64383476,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,21768620.82124877,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,22000731.8800437,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,22001052.19378418,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,22066404.80059857,0.07692307692307693
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,22154185.82046776,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,22189310.670946684,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,22322066.265174706,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,22327895.41295482,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,22344053.733230513,0.07692307692307693
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,22422787.80746289,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,22434988.82248058,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,22462425.898605574,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,22504753.049517967,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,22546242.869075757,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,22605662.396569375,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,22610409.05338046,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,22633841.309148382,0.15384615384615385
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,22873583.987991072,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,22906909.80776638,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,22988489.127686866,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,23019195.74249442,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,23116382.63126724,0.07692307692307693
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,23250493.71100569,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,23958089.11002552,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,23999346.325457994,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,24028055.211346023,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,24057744.319208447,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,24237261.843950745,0.07692307692307693
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,24305933.54356855,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,24412775.680522278,0.07692307692307693
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,24488982.62798546,0.07692307692307693
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,24510990.746550582,0.07692307692307693
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,24546619.27189455,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,24589675.13389258,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,24782540.93583833,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,24846247.197507806,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,24849917.618875444,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,24979597.479018282,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,25020652.433687005,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,25112267.41782552,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,25256940.26273328,0.15384615384615385
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,25446082.70421447,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,25651492.786325555,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,25726397.116201166,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,26152480.229528867,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,26524375.83337809,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,26576419.233898133,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,26633385.773003507,0.07692307692307693
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,26946622.651021115,0.07692307692307693
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,27066967.323391393,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,27325778.09228412,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,27453041.252983462,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,27673692.151719123,0.07692307692307693
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,27762993.024389897,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,27783474.712416947,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,28504704.524062447,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,28548913.438112482,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,28790075.05080368,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,30040518.037176568,0.07692307692307693
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,30414468.26188643,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,30457186.5002578,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,30503303.55364879,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,30743842.513288856,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,31120851.698808614,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,31183563.268872503,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,31185735.164601803,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,31251952.794489905,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,31458652.848487414,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,31552493.09776542,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,31844810.928631153,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,32392531.593494408,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,33688505.73499033,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,34695726.35818295,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,34695726.35818295,0.07692307692307693
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,34968268.01218587,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,35302268.22785911,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,35643410.85341393,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,36903322.67469905,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,37994399.87696604,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,38851934.338901505,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,38851934.338901505,0.07692307692307693
