思来想去我的肝肠断,0,思来想去我的肝肠断，
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,7912937.120071215,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,7915645.8087807335,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,7918838.343476017,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,7921640.407441676,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,7933508.403169399,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,7962380.57071523,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,7985871.778386515,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,7991068.731211718,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,7999457.156596424,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8004018.315525368,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,8008785.468072776,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8015560.109713121,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,8021449.674883265,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,8043636.427553691,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,8054839.001876176,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,8059264.05105743,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,8087731.794631701,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,8089685.333712559,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,8101941.702534643,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,8110319.564449279,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,8120433.516276772,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,8157498.017260423,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8158368.534900203,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,8197170.070560492,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,8205310.736624147,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,8211304.66062231,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,8214753.82596407,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,8222320.175683457,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,8226217.539555101,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,8229343.284415401,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,8241333.742833395,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,8244452.13924594,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,8279115.582938239,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,8284718.805977948,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,8290409.048585641,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,8291023.01118369,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,8324102.012139137,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,8324102.012139137,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,8327109.948646778,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,8327553.281529666,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,8329139.087949373,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,8341164.475004965,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,8345379.177349481,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,8360985.582777837,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,8361162.374577273,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,8364336.257673761,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8382165.364661622,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,8387052.920831592,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,8423446.600579055,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,8437900.572953925,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,8449931.461899197,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,8464568.005125491,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,8476978.56964175,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,8489641.469742559,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,8500889.593598507,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8528653.815310324,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,8534741.057269715,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,8538713.699130017,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8576827.418906895,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,8579756.098645654,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,8580016.656172622,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,8589271.27317876,0.1111111111111111
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8613278.99753018,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,8619922.864648486,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,8646775.930889798,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,8647472.689323084,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,8648839.98568913,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,8660097.07104831,0.1111111111111111
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,8672271.99781859,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,8672996.079947978,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,8728426.702714752,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,8741062.462771289,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,8777255.4144799,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,8807651.931528263,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,8825904.20963358,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,8840231.23774247,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,8856478.161705153,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,8860352.724123327,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,8879832.808355395,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,8882484.263187392,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,8903048.816146962,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,8909358.243143786,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,8942678.189994784,0.2222222222222222
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,8962767.908390589,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8964145.736316634,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,8989460.209580658,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,9008133.038297568,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,9025338.41820857,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,9033120.646403423,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,9040125.001590699,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,9040537.729230093,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,9087236.361044517,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,9094993.333649747,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9098901.949276429,0.2222222222222222
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,9133513.057885349,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,9139885.302340033,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,9156467.580375865,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,9174042.353203855,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,9189294.437272955,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,9202983.583811475,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,9214877.859523043,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,9215000.560728591,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,9239717.651111182,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,9241484.554713743,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,9257728.190489225,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,9266446.777761962,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,9290485.886289295,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,9298518.670714775,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,9305493.801688293,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,9318941.101585906,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9332284.382023048,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9380341.54671955,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,9382474.278255176,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,9399286.680561261,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,9401828.353771737,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,9404329.116190167,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,9404997.459071461,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,9416740.931618411,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9420719.853863148,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9423482.76055044,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,9430395.326011123,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,9435331.773150887,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9438383.361874787,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,9445848.193917679,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,9467754.485224653,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,9482285.429757295,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,9507117.231713384,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9512103.00241235,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,9549618.325574853,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,9557787.760382175,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,9565869.153617507,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,9573249.397457246,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,9581447.362246467,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,9591426.041077318,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,9602026.417200783,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,9611820.303991362,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,9614818.631634751,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,9623373.468026165,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,9626662.907329261,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,9638411.981538251,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,9639358.685004948,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,9644000.809547838,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,9655584.92383615,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,9659580.229298314,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,9662431.468708303,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,9675000.799168516,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9676587.519895617,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,9681376.61879467,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,9693579.201635024,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,9702772.070575273,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,9749387.745038861,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,9760365.397982517,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,9769367.364361405,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,9819455.364888592,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,9822764.96369783,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,9847407.470100334,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,9849918.763068413,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,9865668.693138607,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,9876496.652118232,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9885915.737301188,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9912206.265473248,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,9921266.294566818,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,9943371.063682055,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,9957347.51739979,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,9976379.929011276,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,9997701.14670485,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,10000187.6650903,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,10004401.30648725,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,10014528.856753742,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,10018395.594292004,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,10032631.343405902,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,10034802.0298963,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,10036699.62018364,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,10060960.790712971,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,10061427.589771448,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,10062163.735615129,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,10069359.649511654,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,10089345.985778028,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,10096755.221932199,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,10106897.134663403,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,10128902.333384037,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,10132024.015241928,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,10150590.489586644,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10160784.824850773,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,10162257.77563645,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,10164050.521357752,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,10167636.632762125,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10200738.736936655,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,10216536.919231394,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,10260685.214481207,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,10270675.844170447,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,10281923.68344194,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,10283804.809328547,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,10288990.094414035,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,10294569.468215909,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,10295614.405097332,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,10298299.294031879,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,10299135.206848234,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,10334949.483580507,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,10346947.914476603,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,10365743.456652837,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,10381958.4718171,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,10386365.02054052,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,10390829.275355304,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10393412.713610016,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,10482179.713301318,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,10521836.713211875,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,10538482.40633741,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,10548377.708517697,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,10584451.988675829,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10655662.477368908,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,10715681.480740674,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,10743002.7302031,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,10746529.504370911,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,10761747.99845775,0.2222222222222222
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,10779370.655932037,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,10782142.88009685,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10808052.78399754,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,10809286.805672796,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,10821998.090613304,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,10836530.440917335,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,10865491.23556129,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,10892105.628121683,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,10924701.551079672,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,10932185.641729334,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,10939735.76114792,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,10963027.974409232,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,10990272.609128159,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,11006407.17984925,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,11017873.47137941,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,11037061.76928696,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,11037674.96187173,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,11065184.220871069,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,11087600.552390391,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,11093301.304714035,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,11099942.152392358,0.3333333333333333
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,11111689.946875557,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,11116400.914100083,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,11126128.046895182,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,11128520.676234951,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,11138026.446594514,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,11144219.406052317,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,11163234.976030076,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11165881.26133996,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,11184749.4504903,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,11186180.191242252,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,11207515.111336602,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,11220277.86353571,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,11234977.949236363,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,11242022.564929266,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,11257503.308608165,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,11260877.489337845,0.1111111111111111
