二不是歹人把城偷,0,二不是歹人（呐）把城偷。
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,13098049.38647227,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,13159517.63954748,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,13178633.332683582,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,13187915.620626595,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,13221502.072907146,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13240202.50190559,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,13353210.530906687,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,13406154.315423785,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,13516603.184402537,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,13555175.039770959,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,13626684.309311425,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,13627327.450153563,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,13716811.058230003,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,13728532.74391113,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,13744846.376144525,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,13760101.41459317,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,13779623.85792359,0.125
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,13789368.976518532,0.125
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,13790969.58375184,0.125
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,13795800.77849727,0.125
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,13797463.636693629,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,13807277.238186311,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,13830613.526271356,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,13836585.876006499,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,13881144.333656732,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,13918040.389143987,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,13929680.141855026,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,13946746.755493924,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,13980727.161145186,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,14005119.368990678,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14014851.126718296,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,14017308.75208537,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,14042802.08570527,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,14053452.142111,0.25
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,14054610.955600545,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,14079441.810633335,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,14097328.982539227,0.25
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,14122528.944861228,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,14133191.242437594,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,14163724.074031351,0.125
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,14163724.074031351,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,14196008.528984567,0.125
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,14216085.31415153,0.25
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,14226474.78810927,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,14235689.408275805,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,14272930.926436195,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,14273222.077389069,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,14382267.336676614,0.25
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,14465526.568188218,0.25
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,14494420.107435022,0.25
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,14702259.380676186,0.125
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,14801972.163335975,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,14889234.050208258,0.25
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,14916397.24621813,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,14939295.101482071,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,14953530.566455826,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,15121325.613894861,0.25
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,15153989.04639045,0.125
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,15213909.149305573,0.25
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,15259433.351917388,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,15324958.242111977,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,15361576.006228568,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,15575651.307397848,0.125
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,15601069.888861291,0.125
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,15700010.23062855,0.125
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,15749021.288841698,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,15828308.956882928,0.125
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,15927628.25933825,0.25
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,15956519.438806865,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,15977691.409614978,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,16034126.029265111,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,16155530.642603071,0.125
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,16204229.398852803,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,16211818.430736847,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,16396879.898762984,0.125
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,16435308.157105803,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,16474607.902394785,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,16662053.309532221,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,16709357.169889554,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,16753167.351116264,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,16776886.099850329,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,16803905.08827686,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,16924380.772185624,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,17003873.527790815,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,17142404.432690218,0.125
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,17149131.027090214,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,17169450.124418277,0.25
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,17297518.832114927,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,17301177.42988584,0.125
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,17303874.59800428,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,17411544.758738503,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,17459246.04725837,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,17571382.085381426,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,17600337.21743313,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,17755361.932790354,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,17816006.39774811,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,17869790.00765362,0.125
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,17886125.0485786,0.125
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,18054518.134342354,0.25
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,18316042.321057923,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,18385374.954129998,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,18426361.702065006,0.25
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,18664114.654664543,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,18670369.007872492,0.125
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,18686145.273360908,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,18703791.61244939,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,18713949.194777783,0.25
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,18973752.985040437,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,19109366.01629292,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,19115296.378037725,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,19349767.025899775,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,19578789.339010257,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,19707799.511996306,0.125
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,19781375.016577344,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,19969422.451706186,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,20017533.076387387,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,20018828.359101493,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,20488968.761896927,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,20576625.514403433,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,20690964.37170072,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,20690964.37170072,0.125
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,20821545.817488782,0.25
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,21087877.537332937,0.25
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,21674285.225441925,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,21890767.629002888,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,22371690.545479886,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,22606159.53708899,0.125
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,23054422.425623566,0.125
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,23632830.767999783,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,23865842.87106316,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,25485423.83477629,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,25485423.83477629,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,25972993.58170808,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,26449928.837773588,0.125
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,26555883.2237276,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,31243329.676270083,0.0
