为此事终日里忧成疾病,0,为此事终（啊）日里忧成疾病，
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,17392355.2030626,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,17413930.400839582,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,17428530.696152393,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,17450401.561171696,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,17526210.248843163,0.1
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,17538474.081914343,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,17551419.001644466,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,17579454.504586503,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,17603515.202257574,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,17665825.412825678,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,17708215.204833157,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,17717306.75210613,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,17743236.3099467,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,17743279.87902796,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,17779754.402537037,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,17808879.535976823,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,17859300.352307577,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,17868190.25111953,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,17876976.355556592,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,17904076.098134376,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,17974343.12697506,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,17974454.84651406,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,18057623.101962905,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,18078406.470380332,0.2
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,18082938.892805655,0.1
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,18127749.825357955,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,18199090.40425951,0.1
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,18217451.178846274,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,18220833.56299159,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,18259497.806015544,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,18302983.921753194,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,18324801.894280195,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,18383803.182129614,0.2
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,18402075.186865285,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,18419879.603466995,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,18455908.965112083,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,18461896.727321953,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,18503220.12486515,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,18698138.64010796,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,18723301.902806908,0.1
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,18833578.945941053,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,18848994.143560737,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,18891473.26441721,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,18905350.18088774,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,18925002.97252281,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,18928177.059420746,0.2
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,18959926.510337077,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,19066762.22683003,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,19084291.382139914,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,19127372.99054872,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,19313886.913171593,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,19414486.212474592,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,19487171.92266712,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,19547992.47063559,0.2
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,19563475.04825355,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,19590998.123160396,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,20016203.472346164,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,20040141.9959566,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,20140003.13106366,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,20167652.096921396,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,20189507.572257202,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,20218803.327112034,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,20324943.74682939,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,20371159.58794094,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,20425895.36684186,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,20531304.783789396,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,20556173.048872054,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,20586896.578000948,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,20596557.775862437,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,20752471.49200977,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,20792744.00780743,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,21073423.57167464,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,21102580.4187841,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,21113466.858679798,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,21150530.08876147,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,21157090.84090187,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,21164692.639923178,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,21467979.674489047,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,21497238.129587118,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,21521272.605498247,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,21540451.641965568,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,21625427.403549366,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,21724150.067141827,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,21724150.067141827,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,21788055.422607675,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,21844688.644702904,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,21900966.832285885,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,21994234.161684453,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,22027337.290482257,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,22050454.939408872,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,22059007.258637838,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,22186227.17906593,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,22289727.965378217,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,22292098.200186167,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,22483498.254537728,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,22496065.3104056,0.1
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,22533936.180578113,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,22739378.195103545,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,22779400.56898492,0.1
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,23004097.687392607,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,23148709.018811367,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,23167750.271882944,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,23213154.453931186,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,23317464.782440078,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,23318436.49604916,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,23348698.19957255,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,23520606.24542314,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,23923119.526043806,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,24474511.1659439,0.1
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,24709330.83543908,0.1
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,25020262.963719495,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,25140671.00128479,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,25142259.761897538,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,25568068.16409886,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,25644768.724494018,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,25674397.876662828,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,26226860.795673296,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,26226860.795673296,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,26561304.873474892,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,26895320.1819438,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,26895320.1819438,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,26997439.626390606,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,27010696.23117177,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,27249567.285572357,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,27624145.23864783,0.1
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,27683508.768313553,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,28040062.813146062,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,28175537.45024653,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,28177376.22514815,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,29020403.346860193,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,29431847.79137263,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,29669437.56870838,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,30033438.37089085,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,31074530.92818448,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,31109608.94369051,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,36179962.38555329,0.1
