周文王访姜尚周室大振,0,周文王访姜尚周室大振，
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,8945100.764422972,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,8946612.238948442,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,8957874.595418097,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,8958797.00240766,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,8965212.031248823,0.1
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,8968731.435713202,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,8970573.792876735,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,8973319.33149955,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,8978695.300485795,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,8979133.65580312,0.1
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,8986041.161884801,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8987212.768160231,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,8987286.05397025,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8997823.38602528,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,9006182.675839882,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,9035782.019016366,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,9043409.244914692,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,9061049.873135354,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,9061489.983614136,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,9080692.868441842,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,9082483.474728905,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,9097112.257355753,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,9100879.034884904,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,9101031.22628197,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,9120947.76964836,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,9123044.097684171,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,9126951.839005474,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,9127563.414796764,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,9145027.03412766,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,9145162.113023754,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,9150986.46469732,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9164619.858309615,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,9179432.567374352,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,9198326.294135103,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,9207070.126800474,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9218054.803151594,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,9235691.423253397,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,9243281.199801747,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,9247453.340613496,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,9251663.084507355,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,9253531.306975935,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,9258894.684672974,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,9274711.886587558,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,9285208.842421236,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,9293786.93865647,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,9294285.237304276,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,9303464.67018201,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,9303793.177381387,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,9324726.16638912,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,9350090.821910806,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9365242.148642505,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9373925.113904346,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,9377967.041768476,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,9386992.4691359,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9391984.084744344,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9392316.304368734,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,9394503.198746165,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,9395611.897709966,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,9396023.471025255,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9407976.956406765,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,9431895.397099102,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,9436357.310573563,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,9441274.72436233,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,9454678.5001851,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,9458483.397792043,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,9458544.886853298,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,9460885.070908032,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,9533187.740987156,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,9538144.504168987,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,9548798.397444518,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,9554727.75339393,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,9559292.2075393,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,9562703.275885161,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,9566073.494470093,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,9587691.6360706,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,9600381.753545098,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,9615073.831102805,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,9636654.357420191,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,9643385.492898436,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,9658713.950952167,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,9662916.897571292,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,9663790.009260522,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,9679514.738669233,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,9681673.736069467,0.1
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,9684034.664370114,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,9692405.327900609,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,9693244.570002109,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,9720883.232792279,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,9720883.232792279,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,9730873.493014108,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,9741531.50075618,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9768200.383056564,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,9774485.245656438,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9790457.711297538,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,9815728.8144793,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,9817713.022384139,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,9821052.394322297,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,9825413.972079046,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,9863871.88040736,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,9879390.999239147,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,9891271.638488228,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,9907419.17849354,0.1
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,9918031.579318738,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,9925600.78695563,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,9926610.74239926,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,9931992.672872625,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,9936755.202761695,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,9939895.895271055,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,9953337.687768735,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10002812.443906687,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,10029281.03049611,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,10038331.882197104,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,10057561.363816546,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,10060337.669866579,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,10074219.507817406,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,10094488.939484166,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,10105452.368291864,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,10109079.634148128,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,10112913.752539,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,10122464.076923111,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,10129274.634873707,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,10142869.98546177,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,10147956.549730947,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,10156558.068858225,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,10160409.817565424,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,10178614.567770772,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,10189384.60519115,0.1
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,10190337.990605745,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,10217268.87913289,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,10270480.097983722,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,10278764.56703145,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10290709.870960712,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,10291182.80097908,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,10294853.332423132,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,10295308.395661393,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,10299374.654977916,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,10316986.182850188,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,10337876.567085521,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,10396205.861710358,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,10412202.464589074,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,10466674.344405571,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10474323.07793382,0.1
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,10507435.83832767,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,10525053.555792551,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,10553190.472165033,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,10555222.82223279,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,10612310.171981938,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10629207.495286407,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,10630155.288808173,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,10641686.550324392,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,10648412.044047698,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,10650102.0951849,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,10668408.16937484,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,10677067.697766056,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,10677115.254046746,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,10686473.797556676,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,10704713.253562234,0.1
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,10706055.482762288,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,10712122.100997616,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,10716485.94542501,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,10735701.111313747,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,10735786.974166436,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,10742874.312479448,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,10745006.980180154,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,10746125.529582083,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,10784581.35672068,0.1
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,10845915.21512374,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,10848531.108060962,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,10855043.496312408,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,10862937.924607934,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,10865695.270300495,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,10867391.24190841,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,10873991.21879744,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,10874878.392999658,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,10887815.530547626,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,10900387.276917439,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,10918896.16386939,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,10958599.885837821,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,10974565.582925532,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,10983881.370519467,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,10989099.129880495,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11031309.332098875,0.3
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,11048342.687099468,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,11060460.64863311,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,11061261.573941415,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,11069665.433068609,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,11075051.767526021,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,11075051.767526021,0.1
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,11107455.381471734,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,11110082.519058462,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,11111817.18280238,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,11112161.375364786,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,11122793.645340582,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,11131564.90646099,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11133236.90306521,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,11144231.858811911,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,11163526.440525535,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,11181844.077719683,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,11184058.069379216,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,11234067.561496839,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11253890.69842553,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,11258865.27809576,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,11275927.013489198,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,11290902.782975601,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,11298950.183328746,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,11309900.721869191,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,11317543.927969135,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,11339620.922715284,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,11368248.167060548,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,11372020.730527058,0.1
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,11401928.777361179,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,11425648.262024065,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,11433561.6082966,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,11472363.382413188,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,11543481.025930023,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,11576505.230082227,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,11625954.853740122,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,11626463.409119803,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,11652518.098590456,0.1
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,11672547.935459567,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,11675050.592496485,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,11690937.523056505,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,11701887.328090703,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,11714584.97558052,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,11745471.72064714,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11749134.052903077,0.3
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,11779524.14201468,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,11851952.081826838,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,11869117.560043152,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,11869773.293381598,0.1
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,11877380.863226995,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,11877380.863226995,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,11880212.955587808,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,11883145.698118722,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,11895720.010582728,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,11896379.486636486,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11899227.039735457,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,11917394.708862454,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,11932290.36672539,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,11960982.987979006,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,11986271.718948927,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,12003699.937009709,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12023742.800462876,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,12027991.961302247,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,12064961.87293848,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,12090597.439216707,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,12096206.502204068,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,12096206.502204068,0.1
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,12105811.170869408,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,12151700.850553524,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,12167425.086129285,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,12186265.671597866,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,12203589.268874202,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,12210183.355270995,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,12230462.336514667,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,12236286.11048436,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,12237159.27966011,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,12280319.284341063,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,12285064.256129097,0.0
