因此上发配到登州,0,因此上发配到登州。
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8179375.12784039,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,8196021.455169922,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8200438.806895931,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,8203400.778773025,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,8213068.062298053,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,8214161.555420951,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,8215189.264623391,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8222063.231311908,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,8233093.843679842,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,8239574.465633156,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,8254074.697997474,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,8258018.904502092,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,8259603.281054356,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,8287710.963964971,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,8351367.715035613,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,8360897.325758594,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8366539.926726146,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8380107.044288493,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,8400067.101184512,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8402483.77874956,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,8408896.106484698,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,8411868.474598564,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,8417637.000280686,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,8423919.554629663,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,8425218.414273165,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,8437988.394251982,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,8455467.18750314,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8458322.52617184,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,8466862.055705301,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,8488300.889047515,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,8493403.15024045,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8494424.53506152,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8505159.376138136,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,8505770.851191731,0.125
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,8505803.479436614,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,8509777.799690384,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,8539662.930457504,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,8542484.052692894,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,8554565.689491821,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,8559933.752065336,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,8562931.264381262,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,8567364.939587928,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,8579010.68651285,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,8579592.72481334,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8582264.285933267,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8588136.207958888,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,8589260.848476233,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,8618193.39787003,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,8635728.882934771,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8662119.633892471,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,8663277.737137053,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,8666706.03883669,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,8666706.03883669,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,8676409.468471799,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,8676767.1291864,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8680398.908340417,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,8702534.05126652,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,8704679.387085449,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,8715081.670991344,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,8748087.671942752,0.125
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,8752610.027562223,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,8761634.348584542,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,8764109.46391014,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,8776562.024576368,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8777766.312004177,0.125
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,8783374.517680338,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,8784273.313936073,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,8790925.76051607,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,8793019.219783168,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,8815491.25060444,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,8829233.338869162,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,8856661.704669418,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,8876602.722978627,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,8884501.787265014,0.125
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,8888546.251805486,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8902453.832826,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,8918553.807584325,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8922443.122363718,0.125
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8923477.840501927,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,8927879.555886183,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,8930533.736458024,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8941208.313192422,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,8955113.564798266,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8957149.986410588,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,8959427.793242479,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,8962835.514951201,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,9018732.482789168,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,9049775.538649375,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9049917.038376896,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,9056407.810385443,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,9072668.511486456,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,9079530.324623603,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,9093580.668792276,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,9100843.648976702,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,9112983.377957692,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,9116848.587572752,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,9122547.731767347,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9132979.60783265,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,9141790.415331196,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,9149242.759549385,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,9173809.15792133,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,9183458.654796664,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,9185015.491082069,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,9192778.354736313,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,9201083.54138085,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,9208971.118637012,0.125
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,9226395.214892069,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,9230174.914557243,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,9231245.713110741,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,9234542.712261146,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,9243453.548474822,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,9253951.040675357,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,9262519.769463431,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,9264869.573471682,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,9345982.927556174,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,9364996.285867564,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,9366687.341268945,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9379924.232357558,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,9400707.91364706,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,9403869.436682884,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,9404589.742266322,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,9438177.636133492,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,9445236.555477468,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,9472636.69828804,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,9476585.967033431,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,9491112.127858581,0.5
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,9492472.434214897,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,9492757.020969978,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,9493527.104871979,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,9504352.106719252,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,9515397.431305649,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9559711.945678743,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,9560455.22876157,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,9590155.379718943,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,9602563.060079835,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9602659.859174397,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,9646738.429160565,0.375
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,9657798.248804482,0.125
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9658123.287168054,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,9661038.887128588,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,9664275.968171692,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,9683839.673129277,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,9689475.187399808,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,9695114.098535461,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,9702364.866270632,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,9710398.649450142,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,9712585.742305234,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,9798180.260349432,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,9817683.452254321,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9848011.390632713,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,9856890.212081127,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,9864931.951495737,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,9866126.382760858,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,9909380.5967461,0.25
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,9910408.57494196,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,9963672.032723984,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,9968400.16060004,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,9974381.000840437,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9996909.959839022,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,10010778.916543376,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10020466.54799227,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,10028815.394296976,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,10039266.012281807,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,10040670.013475524,0.125
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,10055381.282591507,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,10067633.820113808,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,10072924.947231682,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,10073963.958917089,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,10081162.212059235,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,10083762.553096408,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,10086511.271729043,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10092021.218421483,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,10098473.469189247,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,10098709.380731655,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,10119465.75598683,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,10135746.743035987,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10156362.640229708,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,10181717.413586332,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10182349.00483979,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,10194108.121799089,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10217364.655680439,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,10240942.017638564,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10246123.433684547,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,10252880.371264156,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,10254979.141076084,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,10260314.20038874,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,10266050.77374779,0.125
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,10268314.756403316,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,10312450.212381653,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10314819.09340863,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10320798.298012134,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,10339614.596047398,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,10364518.59658554,0.125
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,10387094.840995004,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,10407834.172961688,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,10414490.704374328,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,10420356.34367243,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10420822.72478035,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,10441948.528730817,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,10449891.674262654,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,10527884.779342055,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10535128.967045968,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10551969.064027533,0.125
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,10574625.103814373,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,10587065.781267341,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,10616803.680800628,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,10624271.591020834,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,10645614.87398933,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,10654754.621833539,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,10692108.804537209,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,10701636.906878222,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,10743503.174424555,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,10746754.037365308,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,10748671.291793423,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,10751231.856710078,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,10752250.974447295,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,10813701.354918009,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,10830759.07838096,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,10837754.7511798,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,10863199.139125865,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,10869323.20194968,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,10898689.964715011,0.125
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,10900013.517258191,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,10906634.378744533,0.125
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,10947411.826631,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10948726.760896461,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,10983428.514763387,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,11014993.961043257,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,11024602.815853644,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,11038268.982887123,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11057908.83431334,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,11061575.303521976,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11080559.21379638,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,11090853.435073216,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11096849.401910154,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,11107254.575427579,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,11121593.382603796,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,11146773.433952695,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,11146953.81138927,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,11159966.544304142,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,11169712.86680022,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,11178289.675429553,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,11182153.871841611,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,11182153.871841611,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,11221964.875425491,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,11252490.935572973,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,11258738.979156438,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,11277953.225738276,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,11286750.640859034,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,11327945.343415352,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,11328996.017765833,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,11344033.517865937,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,11352487.692593059,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,11394179.602175042,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,11394179.602175042,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11405200.703269536,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,11414698.992791468,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11440253.400008587,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,11446218.391903419,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,11464188.867561705,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,11465385.879438717,0.0
