儿想娘亲难叩首,0,儿想娘亲难叩首，
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,19147568.83389137,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,19169607.61232682,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,19172633.269141562,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,19249642.726732723,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,19293598.356400043,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,19352555.882776048,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,19357468.85441004,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,19386118.56353797,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,19390180.271427028,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,19390712.812902402,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,19412526.003849316,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,19448481.576871697,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,19477582.40318022,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,19537933.794330705,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,19543963.635387007,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,19571773.51669651,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,19626096.647999853,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,19718609.213806,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,19754998.11504708,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,19811546.607121356,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,19823212.323941644,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,19834860.159864772,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,19844290.41669503,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,19910775.29033461,0.42857142857142855
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,19973915.324163795,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,19991943.568157084,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,19996344.5276129,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,20013544.726585995,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,20023305.63899604,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,20043455.163892556,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,20146577.405415736,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,20174141.59473099,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,20260750.902219113,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,20267616.015853636,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,20339131.084864482,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,20375831.556054737,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,20397997.198029216,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,20401951.793342173,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,20484182.108885594,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,20561379.827558562,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,20629658.104140576,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,20745722.949105296,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,20826866.484594394,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,20845249.988705836,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,20865149.523586284,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,20875603.2654576,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,20913083.9218157,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,20995194.016801875,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,21014828.064553197,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,21018806.14213674,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,21239236.485160805,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,21242200.75457194,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,21249292.540262077,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,21269352.30465515,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,21276030.496402785,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,21344169.481153958,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,21373920.573479746,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,21487479.41532212,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,21554871.02365826,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,21791336.67225912,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,21928054.646061633,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,21989238.46679305,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,22006625.202504817,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,22281359.305034686,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,22363036.726496737,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,22511276.750168778,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,22543318.917303555,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,22587562.766921047,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,22641617.534793332,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,22714229.930388957,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,22767045.672990173,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,23087519.171028126,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,23172927.636152647,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,23261661.925055806,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,23265224.777177647,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,23373777.406294998,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,23585274.05180542,0.42857142857142855
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,23797716.881134097,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,23799843.393919673,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,23827920.295609664,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,23930935.566817194,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,24041261.58972723,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,24079411.459705558,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,24265618.4748589,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,24536071.335767906,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,24634062.32876409,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,24642033.163147867,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,24684446.854983438,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,24879403.29782302,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,25058768.080460932,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,25161290.749008156,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,25164118.67895321,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,25425847.323664516,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,25544892.95061535,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,25715991.870268602,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,25915175.86157345,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,26075115.52709332,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,26147848.057163257,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,26297448.894673485,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,26320720.60921977,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,26396332.468649376,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,26497143.410094056,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,26692558.099859167,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,26692558.099859167,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,26751057.072439235,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,27026274.53453573,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,27092891.93495905,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,27331150.45184696,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,27486679.797980417,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,27490605.957423,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,27539006.35651447,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,27916436.752202943,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,27920011.78298811,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,27930566.03854899,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,28148874.239778414,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,28148874.239778414,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,28265852.73019482,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,28503608.74918997,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,28504909.83672898,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,28546882.1419648,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,28605741.549568508,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,28614648.39341907,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,28676296.34253512,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,28774136.51415509,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,28982140.146235302,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,29346287.896355774,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,29459651.69087263,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,29808316.888988778,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,30044701.607907895,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,30112966.733386714,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,30466306.81918835,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,31709457.788244545,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,32213862.440591168,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,32454926.32797905,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,33661219.84681497,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,33661219.84681497,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,34290680.781500936,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,34358365.480525576,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,34990322.44339295,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,35289506.34164626,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,35609322.93674726,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,35815845.0373644,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,36679783.416151665,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,37586805.08096789,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,38134213.67082975,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,42258526.63427811,0.0
