娘想儿来泪双流,3,娘想儿来泪双流。
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9240694.946518019,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,9246694.495070925,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,9252377.59218056,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9256849.385342224,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,9258962.988779588,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,9308503.739514071,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,9335419.416973341,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,9340753.751345795,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,9347338.717117637,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,9349087.917804394,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,9367660.411058063,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,9376019.01237526,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,9390393.745942445,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,9396211.967214873,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,9401456.168659879,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,9401456.168659879,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,9405061.834787996,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,9412947.011085164,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,9458071.216104345,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,9466645.789865194,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,9471628.015686419,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,9482585.629298458,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,9488050.154309247,0.14285714285714285
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,9490286.493195426,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9510012.265901439,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,9521026.325015351,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,9526614.010401981,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,9532883.467927048,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,9551764.418798337,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,9559483.096648032,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,9572610.022304103,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,9617466.823140837,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,9627179.51501957,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,9633625.916204534,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,9645104.28431417,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,9655835.399615524,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,9672826.25780825,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,9677388.873628058,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,9677467.42288203,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9685041.499096354,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,9707819.122525793,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9718851.652976867,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9735299.198959338,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,9737655.38331854,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,9739218.243648978,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,9743695.546696344,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,9751222.434564723,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,9757708.487326482,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9757779.538677027,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,9768098.15313038,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,9781999.570028905,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,9787549.77107012,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,9796229.343215942,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,9799890.42394579,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9831249.700380916,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,9833511.426466707,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,9839723.561616078,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,9847423.922431968,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,9882821.405100318,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,9895071.780670967,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,9905668.970151618,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,9907502.350687465,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9912089.65468599,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,9940659.628876852,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,9954118.728444744,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,9963803.37693589,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,9966806.84438949,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,9969713.392195608,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9970895.643018179,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,9973078.451835804,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,9994084.355413372,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,10021385.678970568,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,10053886.134879,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,10063508.417365892,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10065288.507790396,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,10072579.79015319,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,10078909.434295038,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10098281.866501607,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,10100650.009359172,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,10101937.013107087,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,10109958.332289126,0.2857142857142857
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,10135934.65659438,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,10137590.836988132,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,10176906.582021305,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,10191948.792721115,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,10192954.111469552,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10255888.301536597,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,10257112.033058982,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,10258338.362496626,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,10293224.039820991,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,10294615.568783619,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,10310646.084323615,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,10330886.84429804,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,10336923.54791285,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,10380295.364778373,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10392528.3280877,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,10403901.225666393,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,10491882.80091604,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,10495389.624255048,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,10507759.681434557,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,10526987.621320363,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,10573585.082524573,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10604086.315879583,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,10606582.48113359,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,10621945.59623374,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,10622239.686231084,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,10629519.025413966,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,10632665.928127944,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,10648473.581716293,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,10664535.696258044,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,10727874.60158834,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,10732622.720384512,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,10747066.143603709,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,10747947.0276563,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,10749722.180160305,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,10754744.784388421,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,10768523.822877996,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,10775831.061707953,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,10778654.33363747,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,10800408.378044546,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,10847241.433855502,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,10857747.081458647,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,10866984.499574998,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,10878358.358326698,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,10882109.448932357,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,10892955.249316286,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,10901775.85239375,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10926348.793605365,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,10943641.215780582,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,10946196.932599537,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,10971001.180998858,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,10974362.139119469,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,10974659.257776277,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,11026956.562026873,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,11030404.25242268,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,11038685.329168227,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,11065808.284088407,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,11071137.085113283,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,11082691.215516452,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,11088128.14219686,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,11095415.41175778,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,11125017.10896984,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,11142266.740905998,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,11155933.10704242,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,11168525.877233583,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,11170141.702607272,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,11179305.660903297,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,11206431.648879834,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,11211183.982333113,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,11213906.674824432,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,11218136.38942023,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,11279031.560950147,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,11296225.07318158,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,11306343.41152167,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,11369327.378745094,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,11380823.506683623,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,11393556.303138211,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,11430874.38689304,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11433965.327156538,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,11436871.551517043,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11440193.919873508,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,11459264.699732676,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,11459756.415353596,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,11477676.498949591,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,11487057.131930515,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,11543257.014499785,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,11579338.881713323,0.2857142857142857
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,11599487.08045734,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,11620545.114765929,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,11665023.615045523,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,11671574.13817696,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,11702469.750687987,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,11731083.141288405,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,11781855.326381877,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,11795826.550527038,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,11830286.3496601,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11849640.10349528,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,11857121.534204975,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,11911363.795753116,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,11911363.795753116,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,11915013.371841602,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,11988547.571460085,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,12014758.110111924,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,12023131.562300347,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,12060970.886130607,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,12088983.80693208,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,12116625.242382012,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,12140093.532128856,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,12140573.630697533,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,12193649.735092346,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,12208623.343049407,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,12213895.167189538,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,12218814.250844825,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,12222791.855358552,0.14285714285714285
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,12231328.02142565,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,12238545.15012952,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,12301415.621341936,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,12342563.978744445,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,12346012.056502683,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,12349880.921772696,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,12359026.05004051,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,12363676.266844453,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,12369037.905321851,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,12393429.077003658,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,12400591.176591355,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,12433018.379115256,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,12498834.124086125,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,12505332.212566553,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,12525145.446265468,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,12544890.303578813,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,12551192.090235954,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,12570720.98074532,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,12583019.708636558,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,12597080.847059997,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,12601056.711003244,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,12623505.499530824,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,12627468.398167815,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,12639960.182507874,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,12661336.387312137,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,12670812.1181509,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,12697084.533265445,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12724991.086038137,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,12728745.722971804,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,12743325.373456016,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,12796046.72097887,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,12799330.83200035,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,12818218.33391371,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,12823798.59615896,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,12823901.431518024,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,12846714.381592264,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,12892327.980743177,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,12938989.216725802,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,12974428.869486045,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,12985440.549238719,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,12997551.667120544,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13032884.61947249,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,13046134.081029858,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,13086448.189051135,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,13114025.657084007,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,13119693.417158635,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,13142169.657917513,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,13181648.229374593,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,13183774.527201325,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,13225933.36574817,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,13253967.345852325,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,13275544.949518472,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,13278255.36407337,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,13309099.377168886,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,13372361.267224588,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,13395620.820862753,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,13413872.244087927,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,13413941.932424039,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,13416043.609677376,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13423843.084660465,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13459618.246642802,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,13469002.887862936,0.14285714285714285
