奴似嫦娥离月宫,295,奴似嫦娥离月宫。
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,2221367127.641243,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2279575208.4648371,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,2293450334.7874455,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,2308441222.4603972,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,2310198634.9793134,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,2369898205.1169796,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,2388230195.0552135,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,2389220195.081121,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,2400765462.4460006,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,2412024655.0046329,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2419255473.8637981,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,2430483062.8529844,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,2444169967.6891923,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2460242624.0692439,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,2463208023.5932012,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,2504935455.2584119,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,2518965779.7057729,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,2557794288.968545,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2576623915.8502378,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,2577956016.0780101,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2584508937.2716279,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,2594233604.663527,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,2600478717.8632383,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,2611369298.0314527,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,2611972629.0418005,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,2612595327.8347473,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,2615674953.3668413,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,2619280024.9529614,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2620370753.7019238,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,2632206579.0798202,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,2633927128.670743,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,2642207343.5152369,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,2656022309.363688,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,2659567332.4527822,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2662832014.463439,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,2670098033.3702989,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2680588358.3349395,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,2688724256.8013806,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,2693277197.5319543,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2713301478.3746223,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2722704132.8038335,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2723862918.1442027,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2740523667.3799005,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,2751433321.1849418,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2764255082.3541675,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,2764733577.1001778,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,2766091559.9413543,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,2767504212.1847968,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,2767504212.1847968,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,2776298791.3662214,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2783476597.6000819,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,2788235907.0199151,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,2788593984.8610544,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,2791127013.2414675,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,2793408918.8751998,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2812540555.7909989,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2852484068.6660151,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,2853620942.9666562,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,2857778152.4148479,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,2863763557.2885237,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2881215025.0029368,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2884794443.8623171,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,2887253474.8014755,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,2897831670.0301304,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,2902467693.2415442,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,2907395525.4453487,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,2928798086.196454,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,2932824305.3327975,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,2949472849.2452312,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,2953806217.6373739,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2983782984.1378312,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,3017493932.0082507,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,3030236234.7488427,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,3033215611.6867123,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3036177705.1143188,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,3049864244.0451894,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,3065283794.9864726,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,3076379135.5439153,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,3084676025.5810699,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,3086641545.8193517,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,3088723570.9548473,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,3091099369.3358006,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,3149154566.5363646,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,3150756408.4639449,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,3156374993.8145504,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,3156625545.9799027,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,3163747537.2594333,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,3168261086.1898966,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,3170246532.7085543,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,3170700375.2016339,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,3264003522.4097996,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,3267628354.4047251,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,3274840615.1457491,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,3275124418.4295349,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,3279484350.1746316,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,3286867060.2272539,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,3291330730.8258686,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,3299117505.3530669,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,3299246141.4437466,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,3301431680.9326525,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,3302778649.6233568,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,3326969883.7832017,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,3332963458.541923,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,3336919176.5688291,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,3349360983.6704359,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,3359649861.2059617,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,3381324316.5624638,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,3382438295.2514195,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,3420193642.0939903,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,3435619758.2021084,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,3436082456.4852672,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,3439876891.7713532,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,3441795336.5378661,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,3451990248.1300502,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,3481839129.388113,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,3481839129.388113,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,3485455630.9904852,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,3493898088.7725844,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,3495261671.048903,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,3499390748.0206609,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,3506812214.2358322,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,3515240362.3905554,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3529251921.808269,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,3535421637.641273,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,3550031847.932847,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,3562829159.8328762,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,3569958382.4301801,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,3572848289.8747144,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,3576746773.0584607,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,3578462065.191165,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,3599279918.707706,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,3614106831.7710791,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,3624185949.383975,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,3627601790.9136577,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,3632625182.2299528,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,3641412347.7170372,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,3657023290.592164,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,3659255269.6905117,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,3679063855.6993108,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,3681167406.2094369,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,3685954169.7222548,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,3701643199.0440617,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,3703552299.6440544,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,3705749715.913373,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,3711516822.1655622,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,3712329296.4830427,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,3712329296.4830427,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,3713065574.3910332,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,3713065574.3910332,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,3713469385.9738264,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,3728520071.2202034,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,3730672339.3404164,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,3732419165.5479188,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,3733816873.3345881,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,3757375299.1951814,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,3760257962.5750184,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,3765971897.5057659,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,3770703697.7197928,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,3797198534.2890539,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,3809106352.4391518,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,3815134771.1526709,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,3839544001.9222889,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,3855111344.9415779,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,3884202187.5411859,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,3892454015.9388428,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,3934272748.473474,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,3937451771.2028208,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,3970283829.1903653,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,3973377853.256896,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,3979295013.3826442,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,3990243187.4685717,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,4006501383.7401557,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,4011200266.1959333,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,4027471026.2129726,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,4048718547.3901567,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,4063244962.703516,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,4076207129.7158003,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,4084591750.0734739,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,4092124270.8947439,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,4095736693.7959785,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,4098340481.9614167,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,4100522075.9758959,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,4125927766.6682272,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,4128227201.795259,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4156085342.5022902,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,4160252409.7880044,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,4161561645.9191737,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,4167524133.5750432,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,4173535267.4044046,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,4174632106.2507453,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,4174632106.2507453,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,4177467005.4594941,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,4180433152.355063,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,4181166992.2227054,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,4193405655.2579465,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,4205252676.2001534,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,4210782663.7759838,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,4232028505.0571337,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,4245220559.774353,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,4258653385.4006319,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,4268992573.0963621,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,4271674353.6609483,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,4278223107.4700527,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,4280184947.6064076,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4282580212.7581162,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,4289850819.9714365,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,4297998217.1575327,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,4302048341.822216,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,4306824862.3372221,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,4311210367.0019684,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,4315801668.3898687,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,4333727321.1725254,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,4337833798.9698172,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,4355692187.8924513,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,4357375142.218585,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,4358281517.6784534,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,4382927947.8715086,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,4390207490.2491379,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,4406360106.1014309,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,4411873638.0600662,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,4413072011.6612597,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,4417067622.372941,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,4421746382.1628017,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,4432696715.8322821,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,4433660741.2768421,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,4437745830.9015951,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,4451022809.4761753,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,4451383963.8346844,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,4462157084.6901188,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,4480044753.7819118,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,4484788085.8255911,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,4498639257.7549372,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,4518701225.8266153,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,4525990927.5770006,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,4548610759.7181616,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,4557606059.0778151,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,4575567624.9696426,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,4584214457.7964392,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,4601491510.7195978,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,4606102557.7161703,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,4624462235.8022699,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,4627237764.3720627,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,4630349207.4814911,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,4637327391.5996838,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,4650544944.3845778,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,4654555539.9596081,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,4676017054.8967152,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,4676917946.5694046,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,4677157561.9518194,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,4693443367.6280937,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,4711736818.7959547,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,4718687794.1087589,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,4733033905.0260067,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,4733193345.3583269,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,4733280909.7473288,0.0
