何处悲声破寂寥,0,何处悲声破寂寥。
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,7316613.5895552794,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,7486570.1287078876,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,7526603.5637122337,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,7570725.6556735691,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,7593072.8990722727,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,7626897.407115303,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,7629030.8989795558,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,7629622.341040859,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,7657985.5044507645,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,7681589.3655430097,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,7697989.082896878,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,7753072.6108012786,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,7790934.8550733514,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,7828265.6846068604,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,7839101.358720839,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,7862243.940777177,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,7891087.6607893137,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,7974763.8106959276,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,8009136.7228174256,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,8062083.5648459177,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,8063627.6015973305,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,8115973.1553215394,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,8129706.432262361,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,8143132.437621234,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,8154724.3933550166,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,8230097.2514381716,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8250022.6899087504,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,8269348.7966257185,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,8281046.8407450058,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,8316201.7499852795,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,8329091.2684922451,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,8403050.7082853485,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,8403050.7082853485,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,8413181.3693699986,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,8428125.4443605635,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,8455816.3392779827,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8499283.216775896,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,8553397.2327851392,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,8605777.793385515,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,8659107.1745903865,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,8660193.9411734343,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8741026.1211737059,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,8744150.077025691,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,8753953.7517255787,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8760413.5086896457,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,8771464.3205163684,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,8814321.7376134451,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,8822607.1116401181,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,8833342.1060031261,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,8846531.5852577034,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,8871919.3533238173,0.2857142857142857
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,8876307.3910421636,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,8905842.8088860121,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,8921231.89673228,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,8950399.4099394362,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,9003817.260702813,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,9015111.8439345825,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,9075367.0137652848,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,9090138.8458575327,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9098493.9071837757,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9116361.2317302246,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9147325.843541095,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,9178157.2219609581,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,9180931.5319159832,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9188105.8678434715,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,9188737.0743183624,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,9254197.3777158093,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,9289766.1145754959,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,9292488.6768763904,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,9292834.8186591323,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,9306328.4449230079,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,9309740.9199132156,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,9316618.8613609951,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,9319102.7948368564,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,9323087.2050658744,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,9329355.4122016132,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,9342414.3236337285,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9360238.6605898775,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9360984.6351201981,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9416739.7172011435,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,9431077.381201243,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,9500392.8147342764,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,9532057.9290770888,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,9561523.3196901362,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,9570327.7847832162,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,9612957.9233434889,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9613872.0323149785,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,9684425.8432409968,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,9687396.8556244802,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,9706613.1243930664,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,9733542.0069212895,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,9765743.8864893187,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9773805.8757000025,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,9789827.777400773,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,9820459.4625939764,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,9821090.37159146,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,9872247.5550648589,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,9872586.7443749011,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,9898771.5708837193,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,9902774.7815433312,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,9923719.9310831316,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,9927146.396866316,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,10026529.163037496,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,10047935.64613533,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,10172224.70308389,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,10201302.529715681,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,10201672.158393132,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,10245431.685450457,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,10247375.785877753,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,10349435.716969339,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,10350309.131209817,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,10355489.246385297,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,10425333.870933926,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10524482.23601996,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,10544244.633843441,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,10565125.473923968,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,10573692.102438688,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,10583497.588359511,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10589934.11200542,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,10591097.357811335,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,10598713.217245955,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,10616198.663949905,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,10657426.653176786,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,10666493.707021497,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,10695922.232158193,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,10701306.620063303,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10719467.987707406,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,10731748.396537799,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,10735940.387644304,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,10788893.897266896,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10823025.241077794,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,10825134.547169706,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,10891764.135923486,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,10898370.972142,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,10900660.122194404,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,10926484.607793396,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,10977967.706402844,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,10986329.421583487,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,10997604.522339046,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,11005426.206324894,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,11013203.813581545,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11038116.630253239,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,11081078.597071148,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,11114108.727693794,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,11121935.141125655,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,11126747.886654073,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,11127515.015835973,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11150899.000790529,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,11167259.731164491,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,11184757.600155117,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,11230138.503002482,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,11238771.668348497,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,11242110.706630254,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,11299658.81068428,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,11344460.672112083,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,11354682.120602436,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,11395845.784843389,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,11418579.799069125,0.2857142857142857
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,11435404.263222115,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,11464701.652663872,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,11533032.739362793,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,11545797.226931321,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11546365.116920143,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,11548315.746062413,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,11561588.080412084,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,11567413.179684557,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,11601193.603095282,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,11609322.598164689,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,11646832.98181057,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11655088.077717142,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,11656872.672148963,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,11704602.118041044,0.2857142857142857
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,11717708.243317142,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,11727531.199152004,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,11790594.217723599,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,11791257.630932597,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,11794457.601237465,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,11799517.068810217,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,11847830.277692363,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,11859650.609644132,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,11868018.389858291,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,11930330.251553191,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,12016974.936409546,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,12069919.085209804,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,12069919.085209804,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,12112973.093791476,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,12113179.238357874,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,12135533.793896839,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,12138702.19866294,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,12143720.059602002,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,12145676.193027731,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,12153445.618351785,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12172236.83785679,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,12190526.234895667,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,12198872.29301152,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12208022.70159762,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,12217982.875934213,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,12238177.31681278,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,12321846.586631017,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,12330281.86613298,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,12389706.245505493,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,12396095.235848339,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,12491508.610135339,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,12500498.355992611,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,12539832.572777094,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,12563941.55183397,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,12575264.127263397,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12601853.757789211,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,12608424.691073729,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12609247.766321976,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,12621087.317150278,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12621219.204724088,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,12639068.568382274,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,12828981.94802017,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,12832229.690217149,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,12910978.762271792,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,12975557.138689479,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,13018848.07679913,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,13034547.606202723,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,13040934.411321167,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,13092988.380658196,0.0
