唤起我破天门壮志凌云,0,唤起我破天门状志凌云。
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,7251834.8170479313,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,7270710.7783029368,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,7296336.5624986077,0.1
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,7316215.9264532905,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,7323414.9945538267,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,7347522.4650339177,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,7366746.4853585577,0.1
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,7375260.4359791242,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,7375561.607788655,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,7429269.4928788776,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,7441652.0421605054,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,7489542.1946748635,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7521293.6655829195,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,7546940.0125261908,0.1
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,7577748.5153820878,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,7585918.3603336103,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,7588034.8148268806,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,7599586.7657649228,0.1
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,7616603.9938163273,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,7626245.3473737799,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,7626877.0886503812,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,7628546.7898917506,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,7633084.6286892453,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7685184.3556842282,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,7692036.6752229556,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,7692072.9263409795,0.1
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,7698293.4569248687,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,7709460.5058811111,0.1
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,7715857.637371093,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,7724517.1394208213,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,7737929.4588307096,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,7758876.9315697933,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,7769232.5688589262,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,7789964.8822164983,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,7823832.2362014055,0.1
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7840571.5068089347,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,7844730.2216097862,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,7965968.4199450919,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,7966569.6506722057,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,7974562.4004473798,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,7982881.568605043,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,7986776.8629875379,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,8000969.2249841578,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,8000969.2249841578,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,8029100.9969944982,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8085651.3976813601,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8109961.8805302205,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,8151823.6927080099,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,8190034.1051877933,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,8212864.4246450551,0.1
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,8223013.3808240332,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,8233582.2123369556,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,8265825.1910275845,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,8272318.9269601991,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8289056.2239370653,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,8301652.0348677738,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,8342996.8023975892,0.1
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,8356985.1412943639,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,8385460.0386201218,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8449871.1989690624,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8452015.2928238139,0.1
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,8455305.5477577038,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8455379.3858164866,0.2
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,8498461.9476579279,0.1
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8519341.0982550848,0.1
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,8531630.3762713373,0.1
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,8542613.2900414411,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,8551389.7578554712,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,8575256.439384561,0.1
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,8609839.2763479799,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,8618453.0070584025,0.1
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,8640138.0180651695,0.1
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,8693427.3646049388,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,8697173.5059501585,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,8697599.5174217541,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,8722474.3782635313,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,8727251.8060155734,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,8745181.8193968292,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,8778888.8252624739,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,8779399.5733512565,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,8794462.3709040284,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8795754.5798113737,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,8797269.3674025759,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8806297.5041452795,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,8910477.9224503897,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,8959766.2265573759,0.1
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,8981843.9257717207,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9005154.7825967818,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9022328.2199240625,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,9063352.712936677,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,9075531.3984681908,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,9076659.6340178642,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,9098370.11641174,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,9123825.8531946242,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,9126101.1588211562,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,9156817.8446300216,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,9157792.7065805085,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,9173150.535808811,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,9184614.6744607612,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,9202378.1514543779,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9263832.4138824623,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,9363671.3011730127,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,9382358.4273812901,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,9454912.0566142686,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,9466854.5224488713,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9472577.8366942443,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,9503027.7711007651,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,9531073.6257620789,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,9574052.5571665317,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,9586273.1758501884,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,9644503.9335670397,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,9686051.7593576033,0.1
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9740479.3480425794,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,9773961.9550158624,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,9837376.1892296877,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,9877674.2898695897,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,10018953.370274672,0.0
