但愿得八主贤王从中周旋，早成美眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山,1,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,5232749964.7086058,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,5234540231.3838921,0.08333333333333333
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,5258262194.1278219,0.08333333333333333
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,5269733420.0704918,0.08333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,5276852973.0503654,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,5282388607.8203297,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,5286521478.03685,0.08333333333333333
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,5312136939.9659262,0.16666666666666666
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,5312573711.4557533,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,5314878370.0953426,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,5318272799.7023621,0.027777777777777776
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,5325731419.9426641,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,5325731419.9426641,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,5327585147.8874111,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,5331719047.1608543,0.08333333333333333
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,5341429805.1156731,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,5349441310.272584,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,5349441310.272584,0.08333333333333333
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,5369398534.0192976,0.027777777777777776
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,5373486127.4996014,0.08333333333333333
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,5381641582.1978598,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,5395128494.014492,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,5396411892.6552143,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,5397357370.9161901,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,5429346976.2957592,0.08333333333333333
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,5440183663.9865894,0.08333333333333333
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,5454139945.3406324,0.027777777777777776
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,5454766321.4143515,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,5458875127.8149529,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,5459265939.9674377,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,5460230236.6740551,0.08333333333333333
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,5469872176.1837053,0.08333333333333333
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,5474837521.079423,0.027777777777777776
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,5483869871.5328665,0.08333333333333333
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,5487131185.9038439,0.08333333333333333
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,5495317486.9664154,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,5518086753.2426624,0.027777777777777776
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,5532812783.2980652,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,5539768160.1632204,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,5558340049.9506569,0.027777777777777776
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,5560050909.7895155,0.027777777777777776
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,5583269088.153039,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,5591021195.9777918,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,5633466500.9902124,0.08333333333333333
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,5649083294.3053637,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,5649472165.9964037,0.05555555555555555
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,5687811378.2706337,0.08333333333333333
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,5689732945.5444508,0.08333333333333333
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,5699455779.8801632,0.027777777777777776
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,5714981728.8307276,0.027777777777777776
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,5755378347.3768959,0.08333333333333333
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,5766729555.9269133,0.027777777777777776
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,5768430303.9987478,0.08333333333333333
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,5807585689.4334803,0.1388888888888889
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,5821451728.0349197,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,5821451728.0349197,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,5832660720.0635538,0.08333333333333333
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,5837353007.4210939,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,5851879377.6394739,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,5852446819.0331516,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,5854544000.2664442,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,5862114031.5397968,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,5871586283.5565119,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,5897813937.6553183,0.08333333333333333
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,5898593218.5196667,0.027777777777777776
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,5926239311.990797,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,5930158893.1838093,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,5938331606.0648413,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,5944826724.8939848,0.08333333333333333
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,5978768120.7221661,0.1388888888888889
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,5989407238.4751768,0.1388888888888889
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,5989844945.2773762,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,5996404947.504982,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,6003882811.6512356,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,6018564607.3048944,0.16666666666666666
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,6019086950.9036427,0.1388888888888889
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,6027369540.9370928,0.08333333333333333
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,6038040992.4866419,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,6045398349.6421614,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,6101694643.2691383,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,6103008380.2729168,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,6114099438.9018049,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,6116113224.5884581,0.027777777777777776
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,6128002119.3204994,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,6141750505.6481009,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,6145159881.2565403,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,6154399185.6317511,0.08333333333333333
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,6169210860.52736,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,6175242134.9401188,0.05555555555555555
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,6188889907.9623547,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,6197969036.2530899,0.1388888888888889
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,6222232028.9579916,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,6238775203.0917215,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,6245712831.8635378,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,6259451614.1169996,0.08333333333333333
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,6301756904.3311119,0.08333333333333333
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,6309003067.814127,0.027777777777777776
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,6318772323.3804178,0.05555555555555555
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,6378509397.719223,0.05555555555555555
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,6388497546.9618864,0.08333333333333333
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,6432014202.9632635,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,6435998359.3733015,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,6435998359.3733015,0.08333333333333333
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,6441366209.7884512,0.05555555555555555
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,6458640353.8709621,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,6469801116.4028215,0.08333333333333333
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,6580542090.9378071,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,6686165481.8661003,0.1388888888888889
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,6686813197.4546261,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,6732543535.5903015,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,6743610127.8964853,0.027777777777777776
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,6788389552.3710709,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,6799786112.1822252,0.08333333333333333
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,6861870954.7547607,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,6870153294.6736593,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,6891537947.1303339,0.05555555555555555
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,6900432188.1921139,0.08333333333333333
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,6954486552.3139009,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,6982440997.4495792,0.027777777777777776
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,6996350730.5142441,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,7010459274.9590836,0.027777777777777776
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,7038308389.0488853,0.027777777777777776
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,7093934302.5685577,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,7097284267.057312,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,7119643255.3367891,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,7120547932.7312498,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,7133764984.2764359,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,7247064406.4069214,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,7255190423.4210167,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,7342893089.606185,0.16666666666666666
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,7384081511.5949316,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,7402071639.0299311,0.08333333333333333
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,7420828955.2178011,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,7468646179.8186417,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,7498972341.4593735,0.08333333333333333
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,7531317210.4391813,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,7534369872.4838676,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,7547843010.3640375,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,7582256556.086113,0.08333333333333333
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,7599541692.8810234,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,7652761444.3299999,0.08333333333333333
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,7662812499.1229725,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,7717769136.3413725,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,7718919831.2891846,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,7734964727.8922682,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,7739012621.9838152,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7784429737.8492508,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,7791410710.3638973,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,7822926631.1792583,0.027777777777777776
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,7842757352.3921919,0.08333333333333333
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,7886745287.6044312,0.08333333333333333
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,7890713216.4595289,0.16666666666666666
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,7895712811.1048851,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,7906736901.9957628,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,7972680913.37992,0.027777777777777776
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,7997973351.2069702,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,8037282673.9829273,0.027777777777777776
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,8038701173.550703,0.08333333333333333
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,8073230953.1776619,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,8095066818.3922815,0.16666666666666666
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,8098984151.2410755,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,8216042739.2045488,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,8236757479.8304291,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,8255131381.0087929,0.08333333333333333
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,8319526753.1038218,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,8319526753.1038218,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,8376646079.499958,0.1388888888888889
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,8378403306.262476,0.08333333333333333
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,8419286989.1966295,0.08333333333333333
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,8433275587.1283197,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,8443412502.7035065,0.08333333333333333
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,8469491084.8766108,0.05555555555555555
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,8508672875.7480021,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,8522352873.0945768,0.08333333333333333
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,8573795891.6219358,0.08333333333333333
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,8631321379.564537,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,8661201064.4321823,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,8782557081.9932842,0.027777777777777776
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,9015360254.0180969,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,9034116453.5052185,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,9062092466.9158535,0.08333333333333333
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,9129340312.3379459,0.08333333333333333
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,9242657092.4478302,0.08333333333333333
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,9280973692.2701569,0.08333333333333333
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,9314313709.2738895,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,9329315333.048666,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,9629436220.2397861,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,9734417795.3513012,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,9823067740.2880116,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,9838351336.4305496,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,9844558169.8208332,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,9930204853.1816101,0.16666666666666666
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,10013890559.874292,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,10147930578.231548,0.08333333333333333
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,10562823656.711504,0.08333333333333333
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,10562823656.711504,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,10691973036.184046,0.08333333333333333
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,10825936363.461142,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,10920897189.319788,0.1388888888888889
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,11036967947.888374,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,11601750553.104771,0.08333333333333333
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,12456903813.75589,0.0
