被纠缠陡想起婚时情景,0,被纠缠陡想起婚时情景，
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,514408561.07346261,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,514695811.36335915,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,514695811.36335915,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,515588240.78702241,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,517566243.79225087,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,517750592.79992938,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,522971712.79614002,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,524219252.08522892,0.1
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,526703090.78176278,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,528975682.08498347,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,529455236.08072764,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,530061065.93236542,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,531127381.99100709,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,532041432.44889301,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,534073416.69307733,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,540971709.38376653,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,542564926.92575681,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,544301932.07872295,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,545743622.47847283,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,545885267.86764467,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,546471848.63254428,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,547121102.91810441,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,548906954.43538916,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,550509468.04146314,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,550630174.67919433,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,551547632.7371819,0.1
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,552440232.19683349,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,554523019.20902371,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,554523019.20902371,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,555069792.03977704,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,557794163.40144181,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,557885368.42812896,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,560446437.34631288,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,561548674.46146989,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,563404712.18747997,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,566204605.44456935,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,567922525.11994731,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,568957196.06288862,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,569703244.18609929,0.1
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,569710698.09391618,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,569856564.68208027,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,570952555.19151986,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,571311552.58795583,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,572033735.31317115,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,573998125.38687468,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,575299059.86779726,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,575762903.15569472,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,576167269.48245907,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,577209551.18129194,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,579904902.37171221,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,581599457.27645457,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,582184849.05766189,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,583933100.72444296,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,584034225.48681235,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,584444272.03843951,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,584819146.51984406,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,588982034.19921613,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,589893499.68599832,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,590535209.18860281,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,590787764.75901437,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,592870289.30555272,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,593403165.5972265,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,593406888.29021561,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,596930450.0678221,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,597684216.46002555,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,598828058.2406255,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,602916794.61776614,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,605044754.48783243,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,607993484.92174995,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,610606118.50763762,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,610609132.22588193,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,612316461.67365932,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,614362363.7081809,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,614722963.06395972,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,614823923.83757925,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,617187482.30147195,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,618615385.93928742,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,619344825.92981076,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,620394700.17701232,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,621047019.2507242,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,624389401.77320969,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,625136338.23293114,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,626386537.49618709,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,626566033.04829276,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,628365170.33892488,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,630509003.03700352,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,634069401.85196221,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,634135040.30020165,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,635213607.59106684,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,635365559.08818865,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,637010458.14048588,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,637161701.51469254,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,638156568.7874167,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,638968958.79702926,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,640068676.68117535,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,640098994.56695282,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,643345512.98403585,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,643813276.96175504,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,645383937.36281884,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,647096256.24101567,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,648758709.83096683,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,648827010.7038542,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,649033600.59816325,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,650590903.86400855,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,654016238.70906115,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,654195128.84046757,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,655407967.79992926,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,656604629.31159329,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,657082051.5392282,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,657141789.55620468,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,658505059.21555293,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,663393069.52721763,0.1
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,663534764.72540379,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,670096607.37327445,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,672316816.56482255,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,673723614.54327178,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,674322081.80628526,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,674435575.47329998,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,674587031.55393517,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,674911858.44404662,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,677132618.03572762,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,677585997.59316611,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,680793941.43020999,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,682024686.15234709,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,682984951.98258173,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,683219348.60256255,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,683545237.97526741,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,684754230.00199127,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,684867279.34094942,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,687625143.34102035,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,688265607.69029069,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,688279951.64071631,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,692588934.69050777,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,698137790.25143456,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,700391293.89598978,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,701033236.46461546,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,701967470.25623345,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,703041338.0315057,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,703508380.42915952,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,707343077.81003928,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,709180323.71774065,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,709180323.71774065,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,716059407.92646122,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,716110846.39651859,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,719586990.23536396,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,719586990.23536396,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,720708112.87098169,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,721451222.89264333,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,721829129.02850056,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,723204273.92319286,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,723251617.4719013,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,723805061.01522243,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,726064136.52689099,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,730072646.8852216,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,733451655.80659437,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,735870065.7733568,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,737908396.99953485,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,739665659.35063899,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,740128745.07309449,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,742118542.46965444,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,742244420.27016807,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,742474454.70433283,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,743044121.43473136,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,743534450.71451437,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,749174457.54681313,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,758806188.5298661,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,759819178.36270308,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,761054120.15165019,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,763350044.99135149,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,763691396.9662106,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,764203410.70233965,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,767240022.12890649,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,767589345.99542785,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,767952885.91564929,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,767952885.91564929,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,770835636.72248602,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,773789096.40834641,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,778264414.74710047,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,778790173.9367547,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,779000285.98120213,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,779833028.30149436,0.1
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,779884980.57154465,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,782029323.29222798,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,782285756.15623224,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,782443017.55105102,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,784713520.01284933,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,787358751.29660559,0.1
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,787519635.48858571,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,787923524.09677958,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,789556895.79157162,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,791116485.79219592,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,796576030.23350918,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,797109053.76715195,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,797652436.11032403,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,797809223.65351737,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,798413757.58430481,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,798413757.58430481,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,799775862.7229563,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,799905502.09882903,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,800946091.40861845,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,805819477.23591995,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,806389053.98727107,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,807323023.62803757,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,811134164.83027911,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,817880612.21352243,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,818748628.96922112,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,822513971.55555713,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,823260222.25808525,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,823563002.78008258,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,825683782.05918372,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,827393498.48665416,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,827490830.94639289,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,827871612.43642807,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,828287822.12381804,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,830613818.47542834,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,833170063.63486707,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,833334994.63496983,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,834535409.88499522,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,839096311.10148919,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,841435623.69045162,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,842198022.24544919,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,842633856.41481662,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,843686028.0305599,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,846188167.9552232,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,851744191.14569008,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,854495354.03568804,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,855310459.72246277,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,858460903.77676427,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,858914572.00457084,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,859024749.3927722,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,860047719.21799433,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,860980053.69413483,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,862074635.81200302,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,865622791.51724935,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,868340060.67456973,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,868546001.19384503,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,872461517.95106602,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,874664792.10622442,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,875622623.53221679,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,876695504.25784051,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,883806721.85663176,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,884679225.59150529,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,885271836.05527484,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,886440411.2053802,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,888400019.44365501,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,892960820.90671468,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,895876620.05233645,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,897581777.49435318,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,898398144.78012145,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,899675344.81144452,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,900545865.26452374,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,900794892.88618708,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,903010049.09753346,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,903097611.11718833,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,903932043.01681101,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,904707189.16545081,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,904707189.16545081,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,906591856.95930648,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,906610742.25067663,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,906630391.80334198,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,909362644.46970892,0.0
