跟随着小红娘就能见着她,237,那就是来了我西厢带路的小红娘。
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,35869537.055394806,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,35891764.479855403,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,35894112.079824366,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,36128537.831905238,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,36863542.779516749,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,36998960.063013569,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,37048310.393421911,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,37265500.199114352,0.18181818181818182
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,38061707.60166654,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,38235824.786722422,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,38366471.250708826,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,38536517.794067279,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,38849821.398326926,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,39159878.651627615,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,39526486.338233314,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,39870110.334451653,0.18181818181818182
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,39883876.335797831,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,40333811.261064909,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,40473144.133079626,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,40616431.747654721,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,40763065.070367731,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,40941211.89675355,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,41201328.580885187,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,41335328.221688598,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,41343875.337696657,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,41444740.405517824,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,41574368.105635531,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,42337657.899040185,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,42552549.212050036,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,42723598.856105611,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,42938316.713734902,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,42949545.528474391,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,42959132.440954477,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,43111791.011547215,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,43899263.785132959,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,44066229.842547312,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,44086908.83530958,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,44155600.046933077,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,44399276.702597752,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,44485504.350633614,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,45699221.919185102,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,45792264.481494211,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,45792264.481494211,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,46008650.374279097,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,46081972.106556803,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,46565075.967737474,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,46825358.379651964,0.09090909090909091
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,46938517.340459242,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,48233738.227228634,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,48343650.59579619,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,48901970.002560787,0.09090909090909091
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,49219957.941219039,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,49501122.059983462,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,49645663.950047456,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,49709555.098904863,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,49810583.084480599,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,49814367.775250852,0.09090909090909091
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,50141697.226304322,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,50713079.327826247,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,50807430.178832218,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,51107176.682006635,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,51241806.952107944,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,51479890.983932488,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,51586600.379424401,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,52039703.742240734,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,52264338.935366526,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,52284105.989998288,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,52347369.501084678,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,52501215.712536074,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,52631894.57082393,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,52741448.02721291,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,53024777.708500899,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,53059796.72140146,0.09090909090909091
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,53224001.880453356,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,53288388.936801739,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,53349747.628145844,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,53598101.965509422,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,53618412.365588032,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,53626057.402659036,0.09090909090909091
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,53680695.258511543,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,53870557.534926891,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,54198412.866485231,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,54517331.785578042,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,54626504.243435264,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,54628876.908555068,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,54962620.471457787,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,55228140.054210268,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,55551396.181515038,0.2727272727272727
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,55647239.852176458,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,55722812.681376502,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,55885332.306184404,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,55925298.18474137,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,56035934.789938875,0.18181818181818182
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,56520113.595932499,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,56531460.465536252,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,56674200.639709346,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,57660759.143906504,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,57668658.332155496,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,57685179.146616831,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,57713697.107837349,0.09090909090909091
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,58123042.477682985,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,58167952.01816424,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,58324745.530725002,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,58404092.403368175,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,58442198.660806395,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,58503434.422328226,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,58611364.771918386,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,58619680.226067148,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,58759376.738933034,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,58759376.738933034,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,59351911.395868056,0.09090909090909091
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,59489538.192954011,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,59914041.543941543,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,60170141.478921235,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,60294260.430771686,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,60626481.162390918,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,60942757.593223698,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,61129611.769314118,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,61413659.772901312,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,61575870.033494405,0.09090909090909091
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,61622126.000253797,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,61877796.339796238,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,61998575.24343355,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,62031292.610521935,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,62087760.771829545,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,62088814.170481481,0.18181818181818182
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,62118261.927257195,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,62148250.330778234,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,62256197.110857405,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,62400658.125069246,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,62519494.31661465,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,62553644.549710922,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,62691966.257884413,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,62691966.257884413,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,62896409.805060863,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,63054279.015371419,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,63077610.591897137,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,63235594.00837937,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,63361141.151094854,0.2727272727272727
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,63381713.819801226,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,63392749.089574069,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,63435072.697441645,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,63598393.131987751,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,63654174.420353442,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,64061278.016296148,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,64219767.338210002,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,64364840.327140965,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,64739058.006664544,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,64888770.517659262,0.09090909090909091
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,65223445.625903644,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,65253754.983074032,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,65278351.484616406,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,65382238.191659257,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,65571133.801890366,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,65687299.536535926,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,65879002.437951081,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,65960672.021079637,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,66020973.094047576,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,66071525.564453863,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,66124088.279790454,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,66153950.284272626,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,66307077.121612027,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,66378126.580082834,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,66449674.591626979,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,66855209.487981573,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,66894489.180924721,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,67128020.747348264,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,67156088.931433484,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,67315504.78478004,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,67485404.698692724,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,67743398.531046182,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,67808594.447761953,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,67830392.608947262,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,68029436.672784999,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,68061620.600022525,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,68480644.047898039,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,68506972.875317499,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,68537570.316548511,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,68684145.124398053,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,68848136.039310321,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,68883484.782563835,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,68899070.368054241,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,68899070.368054241,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,68924830.156083971,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,69265572.102321208,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,69290710.174803272,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,69554215.429095313,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,69591885.939495414,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,70063971.919647768,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,70086482.604717419,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,70103298.958757475,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,70237789.113923475,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,71052592.238756835,0.2727272727272727
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,71101285.525191024,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,71138569.125432804,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,71289253.01962088,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,71568314.264900804,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,71861624.114286721,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,72087294.066785619,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,72585668.480395213,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,72722233.078833401,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,72786073.069220304,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,72842917.138076559,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,73153259.080563203,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,73215770.55741407,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,73449270.75430505,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,73678814.40070565,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,73742347.840316638,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,73982134.822003171,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,74026434.998816192,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,74026434.998816192,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,74195164.969966218,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,74491417.072281048,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,74650628.801822186,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,74753313.192860588,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,74849029.557691306,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,74918242.397293031,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,75102553.284860164,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,75227373.006237894,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,75251614.02448298,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,75302489.954008684,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,75405139.832362071,0.09090909090909091
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,75462894.853190079,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,75998926.956565201,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,76109490.838278159,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,76269992.987150267,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,76402233.26377137,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,76462917.331306502,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,76590996.227494806,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,76925173.983185098,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,77213693.40354307,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,77273635.104341596,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,77357625.140942782,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,77384147.811460033,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,77646587.421749324,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,77686525.075533614,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,77764673.30992128,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,77921807.419977218,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,78254266.088175148,0.18181818181818182
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,78410574.698207051,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,78483681.353002131,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,78627411.849027067,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,78697637.351150006,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,78850785.87784119,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,79580680.330695152,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,79617242.405908704,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,79617640.035938412,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,79707791.576023832,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,79864887.027817503,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,79895142.843112588,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,79998246.953100041,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,80005594.628732562,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,80012426.539942667,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,80884923.884713173,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,81102179.894400209,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,81310710.47877641,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,81415233.523246959,0.09090909090909091
