帝王家深宫怨似水流年,1,帝王家深宫怨似水流年。
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1661703801.032589,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1671388030.8878222,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1686528436.9019396,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1701649400.7334793,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1702242178.8670628,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1707781055.8815725,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1710218102.2716877,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1717283085.1279945,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1717922367.5231652,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1730517707.5736377,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1732699748.6586194,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1742501776.4959934,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,1745884651.9396164,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1751842947.1516097,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1764426423.6789908,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1770294384.3938801,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1781968849.3438637,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,1788941115.8331716,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1791349063.060128,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,1792611252.556673,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1793781585.3053365,0.1
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1796097481.5704808,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1797349454.982435,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1803729824.7774,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1805338014.9849253,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1805781684.954751,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1838297391.0992417,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1863849666.0686872,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1873206797.3615019,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,1879424823.1383111,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1879839992.66573,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1890737585.9162345,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1892155937.7567022,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,1913487021.257386,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,1916366551.8901975,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1919289700.5980437,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1924759875.8215973,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1925790699.7580492,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,1931710563.9685576,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1942294393.9219322,0.1
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1942486432.6111765,0.2
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1953789039.3007226,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,1959959488.9527152,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,1965163137.8281488,0.1
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,1966039714.803453,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1967173078.2835004,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1973883030.2066097,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1980624652.7826784,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,1988815213.9897833,0.1
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1998148221.6208365,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,2001084804.122792,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,2003836528.023952,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,2011468692.1814384,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,2011468692.1814384,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,2014464371.5676658,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,2015073486.8750067,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,2016719780.2645435,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2019401632.4577327,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,2027844889.5237086,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,2029000963.7074654,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,2032412019.0000837,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,2042517204.9204369,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2064749382.7197211,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,2072477452.2487659,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,2079290218.7811434,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,2085522105.26455,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,2085717374.759537,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2089148612.5398214,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2092940157.7002299,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,2098068665.5480676,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,2101749241.8349273,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,2108393916.9629793,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2114062728.2946885,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2122750566.3821652,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,2123053708.9628088,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,2132112084.6366673,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,2133735136.8063807,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,2155297349.0235815,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,2156561409.9135609,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,2159793578.421032,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2160469110.5480943,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,2168199969.9187121,0.1
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,2169787971.2386646,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2173265184.5079999,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,2181046891.6918631,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,2210694791.4215784,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,2213334436.9145412,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,2214576908.3673549,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2217453652.7423463,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2223204263.6068544,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,2226533123.9906235,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,2235842406.3122888,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,2239223151.7028718,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,2256721637.2151003,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,2257460454.5731502,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2273150788.3770971,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,2276183631.2271671,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,2294912200.6887774,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,2299224326.3043518,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,2303390833.6180177,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,2304006327.2256007,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2306147514.9312124,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,2308972259.1326632,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,2310064708.6911941,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,2316165380.8903089,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,2320036209.7946897,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,2331336605.9719567,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,2335935617.0254316,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,2339361406.0753241,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,2339424105.0581164,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,2348917361.4458013,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,2351446648.3512249,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,2354437871.2831011,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,2357776794.4429126,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,2364134943.4078302,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,2367196060.0023594,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,2376212961.4891081,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,2376458915.079658,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2377238792.1685805,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2385808620.8437529,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2408110293.9669118,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,2419193607.3009014,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,2428281361.8474407,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,2430397668.6442842,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,2431989049.8216734,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,2438812738.2204571,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,2442704650.5680795,0.1
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2449448054.6385846,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,2450537375.3474178,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,2453903160.5487394,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,2455519101.1348138,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,2455878615.8166623,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,2461077500.514967,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,2465161644.9545665,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,2469005939.3105941,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,2471057241.7298441,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,2479756400.7798076,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,2493718686.7783947,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,2493718686.7783947,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2496931344.9243879,0.1
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2501555865.1419644,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,2510308558.0656676,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2510465457.9109502,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2512098043.3393517,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2515251931.2007484,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,2532785934.3548551,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,2555520838.5236535,0.1
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,2557721065.6271844,0.1
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,2567705713.8094263,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,2575581366.1321249,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,2580301386.2999578,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,2584292622.1227341,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2586491854.0952334,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,2587932537.8190856,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2602237506.2104568,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,2614496291.2188954,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,2614496291.2188954,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,2614834702.9094954,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,2616972325.0969119,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,2617821080.1186299,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,2625159729.2663231,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,2636879132.6004438,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,2647818868.046586,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,2648203598.6203222,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,2650325843.0418296,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,2651772491.3503442,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,2654487643.6733394,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,2665127137.7791715,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,2673646117.8355889,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2687150643.8724461,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,2702243013.906261,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,2707715558.1039214,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,2719547145.5816627,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2721516383.1674156,0.1
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,2741464598.1330814,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2751462917.4817314,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,2753630598.7702265,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,2758282666.793849,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,2775198933.8737307,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,2775198933.8737307,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,2788869220.6053181,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,2791833227.1410818,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,2795985317.7847743,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,2799161918.3834133,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,2802477681.2089,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,2810009021.1805782,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,2817641291.8080873,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,2823973827.834229,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,2841841174.4839859,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,2843570766.5692844,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2851471641.8802571,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,2857291811.4435134,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,2859695182.6899862,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,2860031382.1443386,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,2862308594.1744456,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,2862308594.1744456,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,2862937122.6120667,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2883071638.2359719,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,2888226752.1271267,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,2896079410.0229445,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,2901320434.0773954,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,2909373615.3185439,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,2913072366.0878177,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,2923083076.7735972,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2937092041.3978796,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,2943473279.7604256,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,2944218561.8827877,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2971453527.3863692,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,2982674507.6633368,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,3012971841.6014118,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,3014978749.8482108,0.1
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,3028929598.6006293,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,3032660590.1299791,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,3037223425.9380212,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,3040050234.0682864,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,3051443958.7001257,0.1
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,3051753612.5308218,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,3053576980.2295637,0.1
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,3056039074.9485631,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,3060567751.2416134,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,3073852015.7630086,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,3079150079.3545027,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,3079502801.1712637,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,3101369822.7161417,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,3115057494.8938599,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,3130658602.8147979,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,3143307813.8060985,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,3146887349.6530609,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,3151818128.5124321,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,3156032478.2889271,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,3158521758.8316693,0.1
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,3172579090.9332829,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,3179857200.1108027,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,3182033019.5912981,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,3193903122.8039641,0.1
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,3203245091.6270924,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,3205404283.8300967,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,3208916162.7883859,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,3218975118.455678,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,3237584139.2138991,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3245062141.8644776,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,3245329621.3498478,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,3253158923.2389221,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,3272887759.1347036,0.1
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,3283585930.222261,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,3285481688.3393655,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,3293777765.0820136,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,3314190121.5556917,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,3344529197.8181362,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,3344633376.4116912,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,3346811531.7173238,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,3347620794.5321302,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,3361325594.4946241,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,3382345826.3658528,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,3384865340.0541744,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,3386715662.4411016,0.0
