猛听得金鼓响画角声震,0,猛听得金鼓响画角声震，
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,4945996.8156260699,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,4980152.4281982193,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,5014828.8512706272,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,5045856.0349912075,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,5197828.9005381577,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,5201326.1619717516,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,5260495.4984607026,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,5313371.322387876,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,5473441.7541286703,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,5478536.9338201601,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,5478536.9338201601,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,5489299.7531898925,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,5519111.0703354729,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,5563360.3126301561,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,5646009.5563752074,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,5705502.9064714648,0.3
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,5742320.7877017856,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,5742320.7877017856,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,5809578.9548936188,0.1
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,5868748.4385861363,0.2
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,5882715.4450584808,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,5910104.7036887603,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,5924035.0590165332,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,5948316.8222736083,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,6029459.7371473387,0.1
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,6037879.287098391,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,6114365.5836755512,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,6132701.9785073353,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,6141312.0507124308,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,6159960.9995214343,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,6171532.8556627259,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,6184316.5961891059,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,6190369.6812818898,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,6201261.2837399822,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,6228549.0003315825,0.1
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,6229088.1091481689,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,6308377.4283320261,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,6314839.6808396168,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,6348672.8423704058,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,6372135.9292567847,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,6434873.7231744509,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,6463473.7937812544,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,6467002.7837199131,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,6483435.6075162226,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,6527045.2091427399,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,6537366.9765265686,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,6558219.5245062364,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,6621436.890292298,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,6624691.9458577065,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,6644586.0943147372,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,6647445.6662372611,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,6656795.5541656688,0.1
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,6658211.8806659793,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,6692309.9745418662,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,6710681.7070597615,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,6710959.7312044678,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,6716979.3217254207,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,6748778.4065886661,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,6763286.1252281154,0.1
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,6786642.30384818,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,6792040.3870548066,0.1
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,6800065.6226523686,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,6807003.2333936132,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,6866498.3313793652,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,6869769.4362641023,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,6869992.8825158002,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,6876297.9793068217,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,6894040.3004441103,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,6894766.6633606758,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,6944817.915389671,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,7027705.6943512317,0.1
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,7031025.7228495972,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,7073071.751119962,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,7074307.3033861425,0.1
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,7091814.6446682699,0.3
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,7137316.1795984162,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,7161493.3107866058,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,7247543.5439099148,0.1
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,7294266.427169078,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,7302626.0416016318,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,7325388.9549378483,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,7355620.69933761,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,7357412.2518769056,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7371227.9760434097,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,7390142.5576869883,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,7400175.2348021753,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,7405631.7195637142,0.1
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,7425786.2403540034,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,7439782.3656853149,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,7441149.4890488172,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,7443348.9251831789,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,7472914.4843940483,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,7491926.7816258566,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,7505039.290718494,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,7508293.9317413457,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,7540551.2143636849,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,7583671.44006545,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,7610314.5461239805,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,7635115.8079098277,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,7667942.0873122877,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,7669886.107668601,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,7687296.7506548157,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,7701795.3457861887,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,7728276.850301085,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,7747942.7872419506,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,7823636.286611231,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,7841880.1876441147,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,7858751.3249077238,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,7897654.3860711884,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,7931717.549624783,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,7942163.7423166754,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,7965938.8036382347,0.3
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,7979560.7433599709,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,7993474.9837665744,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,8001598.2380753383,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,8013109.4297460476,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,8015067.7692303071,0.3
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,8022098.2081736717,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,8024949.6099731671,0.1
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,8031982.1191753922,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8047097.576685423,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8064143.1196855623,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,8089447.4631734891,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8093567.5479796026,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,8120291.1166123785,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,8124265.978752709,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8134285.8235408142,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,8135584.7188486261,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,8153851.6312354403,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,8159688.3973756833,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,8175767.5847269055,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,8185650.3813511515,0.2
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,8186118.4809268257,0.1
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,8188366.1477609519,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8191882.2015434522,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,8228958.3533101026,0.1
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,8246347.8541398151,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,8287802.3045464484,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,8337114.8060716027,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,8353909.8936271816,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,8371920.8183668926,0.2
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8379860.2644025609,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,8390853.1749157384,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,8392219.4010548182,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,8423992.0322485082,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,8438217.8559398819,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,8438819.0448782295,0.3
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8451487.7184242029,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8567780.9301111605,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,8568106.1292084064,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,8568106.1292084064,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8573594.0710844621,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,8575534.668904366,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,8585249.6056768037,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8587973.7237949446,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,8588617.5347391199,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,8602820.7726682127,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,8611644.8594804108,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8643344.773815712,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,8655707.6924775504,0.1
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,8658583.3338566963,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,8670243.3992792051,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,8702560.9277248401,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,8725728.7237478662,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,8731319.5396756921,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,8733251.8848637249,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,8753389.3207990024,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,8759026.208097484,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,8762227.1864862181,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,8764616.4749709498,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,8785633.6331961472,0.1
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,8787596.7938330229,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,8801164.0545514412,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,8837269.3414356932,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,8838890.1742270105,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8863478.6913086623,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,8873864.1971556824,0.1
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,8934554.3285328988,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,8945656.593822781,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,8961904.2978896704,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,8971303.075540809,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,8974492.6649285629,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,8988296.5144292209,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,8996955.8457509428,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,8997816.6616612673,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,9012787.3589672856,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,9023870.8691645209,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,9041351.0910505243,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,9052199.3040999528,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,9069656.8232573196,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,9091569.9103052486,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,9092851.6605301965,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,9106368.2260037232,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,9114011.7562222425,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,9163798.0832822137,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,9193967.1487899888,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,9267317.6629048716,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,9289087.8934805598,0.1
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,9292198.7009132542,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,9292718.9973994903,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,9296376.7539041899,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9312853.1998748705,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,9323994.2935848385,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,9339579.8249429911,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,9340520.4348183013,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,9347352.2109217588,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,9352614.6571527161,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,9358812.4157049358,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,9378078.5969803482,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,9397395.9750944115,0.1
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,9399530.8648267612,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,9406291.550330054,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9426503.6448010746,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,9458964.2230113018,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,9459848.0713256095,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,9488816.1748884004,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9499629.5201187693,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,9516793.7248953413,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,9523958.1439274307,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,9528577.1466348078,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,9533911.6531833466,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,9541898.8583602123,0.1
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,9547976.909684401,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,9556697.5950310808,0.1
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9560199.1769939791,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,9573535.4262762275,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9575862.2330591884,0.1
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,9578688.4267852809,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,9591860.5839235261,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,9648324.7762952074,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,9656931.4537759237,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,9671053.0714439712,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9672916.0511122923,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,9680408.6054590549,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9712229.7163168639,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,9742489.6444837153,0.1
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,9762688.151696464,0.1
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,9763193.523034988,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,9799190.1066587847,0.0
