隐情不敢实告妻,0,隐情不敢实告妻。
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,3084435560.5412059,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,3100385419.8712444,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,3102459813.110486,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,3117876044.8404851,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,3123616464.9191909,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,3123616464.9191909,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,3178487167.3680611,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,3182476573.3949785,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,3182476573.3949785,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,3184110049.6584935,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,3196364042.8588109,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,3203603634.3823872,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,3227512264.7592821,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,3275008234.4603615,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,3290859321.484745,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,3308753702.5512762,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,3313971356.4445777,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,3318504565.8581004,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3322065325.9653935,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,3326194042.0997581,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,3379742950.2253051,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,3381384479.344728,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,3411515081.1787748,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,3423714376.5000887,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,3437759960.2986107,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,3451424785.4156008,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,3456514913.9615746,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,3459266108.6651793,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,3466548965.2577658,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,3489761874.6923242,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,3510678496.7055902,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,3511262921.7322235,0.2857142857142857
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,3522027961.8545842,0.2857142857142857
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,3522198788.8885317,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,3525026524.9474864,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,3537666531.4976358,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,3568082126.8591194,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,3573053598.9074125,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,3575699652.8340898,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,3599493778.9722433,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,3604222404.7812123,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,3623752570.2616205,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,3625378250.5137944,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,3627967053.6054897,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,3630270172.7261877,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,3639281249.677361,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,3652917568.6165285,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3668407396.6891642,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,3694429658.1240711,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,3707188500.6669354,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,3723459338.4242907,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,3738955774.5604749,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,3745277818.8680868,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,3748393882.0991879,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,3766657094.4628863,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,3768348931.35711,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,3768348931.35711,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,3768873275.6824465,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,3786392037.537981,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,3801821611.7051005,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,3809918254.5423079,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,3827636301.4708066,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,3849926186.3833003,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,3854423770.0658159,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,3857983495.0232511,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,3862951897.9541316,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,3863924052.8027358,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,3903948775.732718,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,3912739291.6997733,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,3933180167.2256832,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,3947558591.8826313,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,3954609291.9989123,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,3960326528.6469979,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,3965001211.2185011,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,3966669667.0764899,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,3978381008.0910392,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,3982341568.1161695,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3995045027.4193931,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,4024161229.8415461,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,4031480554.6315079,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,4040403265.3275681,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,4058347675.326314,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,4072697081.3100419,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,4073328941.4633894,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,4108592812.8226032,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,4120174617.7480764,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,4120556987.8314104,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,4125516805.7027073,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,4134174018.2995143,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,4136762150.0583563,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,4156518620.3154273,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,4165347888.3530483,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,4174047911.8125405,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,4176485096.2230926,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,4177919305.0892334,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,4179181998.9867563,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,4180751740.4502549,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,4190322161.3594379,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,4200667460.3366985,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,4203436486.7476397,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,4218617014.4485378,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,4219783556.8896804,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,4229379826.414988,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,4229615447.0204844,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,4241344050.9261942,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,4248539989.241302,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,4250560180.3937941,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,4253898999.1906633,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,4264674148.6925693,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,4273431746.3586082,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,4277281497.6796765,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,4287726268.7562571,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,4300150925.2707005,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,4305126648.4245806,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,4312726579.4505033,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,4313208742.2419558,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,4315137778.2186069,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,4315613310.2179489,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,4323515247.6484594,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,4326560894.6750116,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,4329217859.4534006,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,4332070835.897645,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,4339813952.3608885,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,4362042262.5148602,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,4364204964.2401781,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,4366548087.1041508,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,4366934165.7892675,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,4369786230.651556,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,4381317887.1585712,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,4404592999.4217424,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,4417693730.1813269,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,4417814873.7194347,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,4450386240.5173235,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,4463332079.5609875,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,4466263176.4746599,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,4471543911.7972631,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,4474026041.2934895,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,4482839672.9171782,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,4483629408.8764887,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,4484710000.3120832,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,4485426842.9924421,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,4485483300.9451609,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,4517337114.1154861,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,4520296073.8011818,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,4526274374.1772356,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,4538590123.5645523,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,4540403157.8838024,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,4542467016.4292765,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,4545967300.3862257,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,4546244320.5014601,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,4571219102.3905411,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,4574737421.3593693,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4578413054.8026123,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,4579265905.8833408,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,4589129098.9630871,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,4608483887.7257862,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,4612709433.727479,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,4629759501.8518353,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,4631543562.9410057,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,4634015069.1080141,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,4642012364.7604017,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,4643433933.8962889,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,4659789670.7536259,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,4662924937.2670069,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,4663822187.7390413,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,4680683797.064908,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,4695436448.0002842,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,4700939346.92171,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,4700939346.92171,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,4700966618.7684784,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,4703982980.4452648,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,4710229342.2609644,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4712752999.0666504,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,4719180072.5027304,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,4724812709.3815451,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,4732690063.3844185,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,4747762583.4292459,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,4751618845.0303707,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,4752528188.5793152,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,4756744638.8723669,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,4757415693.2313824,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,4762252492.2123966,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,4767961865.0164871,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,4775042528.4297562,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,4814792890.8880234,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,4814792890.8880234,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,4819186342.918726,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,4838357547.1889639,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,4841716454.2792692,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,4842936275.0788555,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,4852791322.4740028,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,4865590523.3163652,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,4866869255.96525,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,4869969357.5798311,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,4872096904.5531149,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,4886552263.3442564,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,4912177401.1360359,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,4946462319.10888,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,4951371322.2276211,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,4959872436.884366,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,4961532981.914753,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,4965010833.3269501,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,4996650720.3939848,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,5002208109.4192619,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,5015198538.361454,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,5016846066.9128304,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,5022581751.8726959,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,5023353101.030838,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,5030788020.1725845,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,5035379731.6817265,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,5038391944.3224745,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,5047334537.3238125,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,5049792500.458478,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,5052737579.3638716,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,5054164879.4328032,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,5054484782.0000973,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,5083360772.3168182,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,5083642490.2550812,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,5099154112.3856888,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,5110146830.3443918,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,5128460386.7639694,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,5128882335.2897701,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,5133656768.2639561,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,5139152922.4700718,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,5167310440.9992638,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,5168858767.6731453,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,5179877597.2744541,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,5187961798.5770998,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,5188834936.4433508,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,5199838124.1934052,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,5205618072.5008717,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,5215531656.2168884,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,5219277579.9614725,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,5223134302.2012615,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,5247322177.1579485,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5268087165.1776619,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5268087165.1776619,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,5272008839.2736359,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,5275788636.8528204,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,5307770591.7854776,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,5319842896.2278223,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,5322296118.7653093,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,5351730467.7584801,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,5365899312.6949949,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,5394788980.2150564,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,5401973648.0376148,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,5401973648.0376148,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,5404692830.0288391,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,5416480599.4229631,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,5417934485.2872934,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,5450713712.0049458,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,5462691373.3124685,0.14285714285714285
