不想团圆在今朝,1,不想团圆在今朝。
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,453311490.31633615,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,453647682.83509725,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,454778836.90694112,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,457178006.67532057,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,459137011.8167997,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,460708596.10543621,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,461416576.1590777,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,461416576.1590777,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,462489028.35256779,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,466539266.16378832,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,470373157.97243637,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,470886788.07126772,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,471905577.03381538,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,472462906.0484134,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,472808395.38178897,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,473384990.49217975,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,473642700.04219383,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,477516731.45913994,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,479236805.65834826,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,481266692.18750155,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,481543319.42071986,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,482996289.32727045,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,483309157.41415042,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,484551556.59104258,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,485266695.60335916,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,486092213.54649693,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,488178613.96326834,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,489197086.85833758,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,489589115.0248121,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,489667673.39922488,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,490873047.07245934,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,491516611.58140129,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,491516611.58140129,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,493933457.86844879,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,495442087.05389839,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,496835123.12720656,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,498024614.40572107,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,500525094.31386894,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,505254494.1157853,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,505374511.57107085,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,506121252.63816369,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,507158208.40735537,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,507308819.83597738,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,508454900.04209405,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,510684682.48662376,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,512138442.541502,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,513910820.37921292,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,518173868.36851871,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,518289253.12957859,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,519856682.1032148,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,520592831.60645366,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,520984827.40850532,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,521418292.24943054,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,521915999.28712833,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,524365163.48618698,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,524456951.9250465,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,524999325.94249672,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,525105570.17539912,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,527868571.29514867,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,530472584.71247584,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,532248441.12017918,0.14285714285714285
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,532352544.44011992,0.2857142857142857
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,532911641.91715276,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,533193300.92364985,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,534742867.6319108,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,535808279.93338341,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,537744004.56716251,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,538056853.12117672,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,538689162.53800559,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,538789933.62256026,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,539300170.17359567,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,540466134.58797348,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,543006157.38245082,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,546959073.32520103,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,549730616.43236876,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,550479759.16746891,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,551909135.89950109,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,553966596.66939926,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,554683358.47680855,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,556278132.57610381,0.2857142857142857
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,556730666.7333442,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,561568040.7384789,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,563916933.82236147,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,571699638.95644414,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,573631320.68395138,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,574059850.20137942,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,578427272.1787591,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,581403270.90667474,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,581794560.10097039,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,582629688.07766569,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,586639820.33379889,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,588397553.64091146,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,596748420.39653158,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,597169245.05308056,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,598124210.11384189,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,600492312.4624635,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,601266786.80888748,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,610129226.29027939,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,611893694.35302925,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,611965284.09216952,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,613014185.54574049,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,613833643.53433681,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,614253160.55612612,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,614420525.79157674,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,614913927.55035639,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,620997093.75571668,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,625772630.8826077,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,629487435.76097357,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,635940572.25404465,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,644480023.03033447,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,645859786.42435288,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,653157526.7476728,0.2857142857142857
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,657803108.96380556,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,661796009.39774549,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,662028764.03528261,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,663323177.27066088,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,664171111.17673266,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,665725015.10201061,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,671990371.80837619,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,676320824.61548901,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,684418448.82028484,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,684621646.00496042,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,685996818.61642623,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,686518592.45708787,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,687229053.35418153,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,690699925.97594595,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,690734854.63056207,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,695918119.7695843,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,696695626.0373162,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,698290778.36416733,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,701789448.38808274,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,706520058.54822397,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,706664565.64552116,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,707021523.87602568,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,711428969.40871835,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,711449137.81550288,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,711558293.53230345,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,714259670.58924878,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,725715608.2158227,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,730418761.04145229,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,733608915.39544332,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,735365790.35198736,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,736838134.65546179,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,740661128.08058167,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,740977930.60142386,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,740977930.60142386,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,744950922.07963276,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,749134261.88755691,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,750678094.91115808,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,752058453.58017325,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,752151699.4923321,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,755703256.26208639,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,757362972.35607076,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,757502347.68365264,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,757696090.20090091,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,765837238.39007795,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,769454416.58233488,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,772133822.40058279,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,781722126.06182408,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,783874793.96178126,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,785952457.70461726,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,785975916.60128343,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,792356164.30654395,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,807864861.44130385,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,808315075.50341666,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,810839949.77151787,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,812529863.76154244,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,817942777.20162463,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,818723323.96948218,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,824651663.22628284,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,825292196.0781244,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,840804671.87781167,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,842761864.30960917,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,847148252.0526619,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,849829111.37295318,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,861331996.2532202,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,871012047.24580705,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,876434815.36936355,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,878217112.95603573,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,883181686.78422606,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,885057130.48707843,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,890052154.52892482,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,901913831.59261763,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,902632115.164047,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,908968228.40846503,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,912911373.55390787,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,915684626.42833769,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,926821983.72974885,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,937588380.17070222,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,944211306.58959126,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,961567489.93381953,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,985665525.16454923,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,988870409.66284251,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,1006619095.5954721,0.2857142857142857
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,1038067992.9795864,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,1038912621.6606411,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,1042499687.4402156,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1053899137.1177635,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,1061244537.5823041,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,1063113599.0367411,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1080272067.78546,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,1086104217.76403,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,1103949111.8244579,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,1119633694.3185344,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1144119525.8688662,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1262358647.979033,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,1271655799.0749352,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,1359159795.2209921,0.0
