愿天下有情人都成姻眷,0,愿天下有情人都成姻眷，
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,1516744469.3963795,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,1519825727.4467611,0.2
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,1522511497.5419805,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1557494620.4267228,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1557494620.4267228,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1578868353.8857124,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1583421497.6555789,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,1596461661.1105971,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1601159416.7440095,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,1604016370.0003333,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,1608298958.8183293,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,1621136482.8923967,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1627506926.8167677,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,1632762544.7565758,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,1634651601.8940573,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1640503973.7354512,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1640546117.2323899,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1661672713.7372031,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,1663743287.941031,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1679853524.3374059,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1682320371.9735985,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1686235936.9702551,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1695146804.3044698,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1698911119.6340563,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1714624930.9762235,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1720392193.2534213,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1721704156.8062398,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,1727515178.9929824,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,1728404435.5574856,0.2
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1752511526.2117722,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,1753761862.0390174,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,1755173717.7662625,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,1755342321.322654,0.2
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1758808981.4471776,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,1764731600.8129754,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1767974698.7822998,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1772314448.5874455,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1772508633.9804494,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,1778041822.7821898,0.2
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1778737105.9768889,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1779192869.54177,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,1779242265.0205586,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1782209073.6337323,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,1798986623.3087604,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1806918846.2921407,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1816341443.9795976,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1817120310.8622451,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1832647912.996794,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1835125486.3321443,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,1839451670.5476584,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1839637152.3397803,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1842030317.5955553,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,1844285682.2005577,0.1
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,1854587279.0163684,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,1857302794.5211668,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1880390304.7414415,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1882254992.4104099,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1895383215.249038,0.1
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1917722695.0535488,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1934901149.0585456,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1943145476.3692398,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1944764433.1141851,0.2
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,1947742129.660224,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1948184860.4361677,0.1
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1953350582.443141,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1966253538.6501942,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1975199566.7857461,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,1978201430.0581119,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1978991433.3030694,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1988686415.669678,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1990695933.5693941,0.1
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,2002496118.5307913,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,2003134117.4968071,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,2006720690.9526253,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,2006720690.9526253,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,2012389183.7202158,0.1
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,2012938858.2808654,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2013934164.0283847,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,2026229794.5419381,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,2026905258.2782874,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,2032690544.4702671,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2032930147.7211068,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,2039346910.4431586,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,2042950239.3670139,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,2046879991.5614617,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,2052946197.5562959,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,2062182816.2292132,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,2067188889.4934173,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,2074193635.2188115,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,2081093122.0959575,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,2084362727.9714026,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,2089135666.8768878,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,2098025982.3017282,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,2107511045.9283099,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,2114613898.2552509,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2150243881.5315237,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,2151063901.281023,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,2154696550.6123672,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,2174275422.9993901,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,2192122466.6985693,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,2197788746.9971318,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,2202130979.7286844,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,2203630800.2224674,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,2210887968.9849854,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,2212996658.6117077,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,2214535660.1642594,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,2223766661.9875355,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,2228657883.9133387,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,2233352325.3147173,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,2235143027.3944511,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,2238745121.1013818,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,2241244089.2459936,0.1
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,2245336261.2907691,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,2245472809.172328,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,2246150082.0186534,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2252377605.7833138,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,2256455298.4168425,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,2256758584.5616474,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,2256992025.5278811,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,2262819003.8312411,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,2262819003.8312411,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,2265227268.9079747,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,2275233124.9901934,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2277369805.9523516,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,2277397559.3019404,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2278686917.4706845,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,2284563388.1293535,0.1
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,2299976007.8071136,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,2306258011.211288,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,2311119373.0437031,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2315566720.1473374,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,2322517643.18051,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,2325124006.994276,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,2331755793.5685091,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2342689746.8262072,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2354273636.8067579,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2365597669.8108897,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2367380980.5684547,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,2369504243.712533,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2379439197.1129942,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,2389109837.1324887,0.1
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,2389262820.9730797,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,2390863171.9021935,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,2396048668.1212211,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2396167387.2788529,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2398247894.0707064,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,2399789626.1303258,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,2410644935.7001677,0.1
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2420650597.9580898,0.1
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,2424494032.1192875,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2425934992.3678784,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2429051261.9423666,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,2431581680.4892454,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,2433708645.8821363,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,2441058387.7712212,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,2442535815.1653032,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,2447046621.6502905,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,2454377322.2541838,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,2461183765.7614179,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2466475626.3180766,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,2472021973.9317908,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,2472021973.9317908,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,2473675316.2519231,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,2483855203.0555096,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,2508943135.2429805,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,2523140656.1143746,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2524350882.551219,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,2525822515.176487,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,2527957655.4261169,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,2532485876.955708,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,2532984712.7038269,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2535797148.0360036,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,2547557985.8710113,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,2555286033.3301182,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,2566025198.481441,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2566405914.1961246,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,2583924212.2231731,0.1
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,2589748448.620656,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,2613008923.4007835,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2613362728.9381609,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2613405767.3820133,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,2626256216.8528996,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,2630888144.0934367,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2644287460.833684,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,2656093241.5197682,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,2659452663.3066192,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,2660246891.44488,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,2661780127.0168686,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,2662164245.8035555,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,2664354941.5374651,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2671308873.206305,0.1
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,2686562597.9106474,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2689002753.5794349,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,2695044534.5382433,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,2695044534.5382433,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,2703679871.6124859,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,2705038663.2575579,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,2710081540.9448137,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,2726702990.8047013,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,2728818166.2797465,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,2739197405.1774492,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,2739690155.8048954,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2739721118.1064515,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2740058877.498045,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,2754423090.5844545,0.1
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,2757718553.1351705,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2759846084.2093868,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,2777241469.0239458,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,2781354185.8605256,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,2782749708.1590405,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,2784980065.506866,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,2794368119.2747097,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,2796335295.5690608,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,2798638438.6871657,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2800664082.47996,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,2801416647.3860865,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2810423265.0589323,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2811277143.2066789,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,2816556354.6011324,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,2817440624.938592,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,2818754547.3824196,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,2822577519.9322996,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,2822577519.9322996,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,2835427270.5207253,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,2842842700.0472703,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,2847058129.3784118,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2856676944.3988023,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2858134233.2585096,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,2859222628.2954669,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,2867506699.4167528,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,2867506699.4167528,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,2871335458.6457376,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2878148338.4217825,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,2880517474.331068,0.2
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,2882723605.3856206,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,2895436580.9803085,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,2895697142.3680539,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,2904496513.1616492,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2918409138.6841021,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2925487816.777391,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,2934280553.5055985,0.1
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,2935249786.0778346,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,2957383754.5924392,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,2963367301.9915118,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,2967398684.5369253,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,2980230553.2718472,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2980890532.8067303,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,3000546550.462709,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,3003963117.8157063,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,3018424173.2575583,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,3022083033.7204232,0.1
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,3027389647.9085317,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,3029626164.2521262,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,3035174307.6420569,0.0
