只见他一封书信握手里,0,只见他一封书信握手里，
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,428326736.13718325,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,428848752.10856819,0.1
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,440286001.80944687,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,442456112.9413538,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,443746491.83852625,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,445760751.66566843,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,446619807.2164886,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,449587671.42898929,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,451294180.67220581,0.1
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,452994921.94543248,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,453459148.23738831,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,454943935.36174649,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,455452520.14717096,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,455703379.46581596,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,455822714.73124605,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,457990631.96842843,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,463577365.59133077,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,468073256.56334066,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,472068010.83275169,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,472103580.26781178,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,472308567.71439672,0.2
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,473178062.85683572,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,477763164.29621571,0.1
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,478094214.34082562,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,481397652.46018296,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,484328371.1325956,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,484815784.45738554,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,484847689.95738751,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,485771278.52163333,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,485942900.4470408,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,486507155.87080467,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,487173888.32428432,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,487560876.24706137,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,487701148.89962983,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,487751191.40866983,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,489147870.71862358,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,491961905.40554029,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,492964701.61576015,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,493492594.82969719,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,494543271.29527849,0.1
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,495244158.33763117,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,498318246.60646486,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,499216213.71861643,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,499776151.15043592,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,506347136.47977525,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,507148806.23747247,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,507302569.31749308,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,507983771.5283944,0.1
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,509142251.64912361,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,509572725.53506285,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,514293404.01430315,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,519829186.75964415,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,520564170.46430397,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,523332225.68460459,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,526559930.40503877,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,530366869.34680265,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,530597733.72931141,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,532516021.5806216,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,533498327.29787517,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,535270323.98205453,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,535389049.34769118,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,536913125.95435333,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,538298063.97251379,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,539155709.75275207,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,542049685.39579463,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,543934757.45580864,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,549007771.692325,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,549164379.24119723,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,549931395.42385006,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,553145279.82414067,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,554021346.75239146,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,557474947.50417721,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,558069747.26442063,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,558446870.76873529,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,562249133.31493056,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,565181583.20335996,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,568261878.46617591,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,569008446.25416529,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,569149485.76908958,0.1
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,573166802.89108562,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,578156807.0820924,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,581594144.68970299,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,581780249.6783638,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,582516762.65729189,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,583385300.44035125,0.1
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,583707525.55523276,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,584108632.56850433,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,585985167.97185791,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,586462724.60540819,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,586480061.57605493,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,586848147.70763922,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,588608669.63250291,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,588751730.27855575,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,588907175.72298741,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,591410475.2241106,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,591410475.2241106,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,591981794.1353364,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,593316369.15223134,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,597564454.589064,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,600488584.8239094,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,601858227.09074497,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,602625601.06635416,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,602625601.06635416,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,603197714.41726303,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,603986821.26430273,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,604140642.77214539,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,606393193.41996837,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,606516969.45950794,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,610134193.63458717,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,610236646.6661278,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,610430260.46795905,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,613803774.46320748,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,614925002.68670857,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,616185316.01434243,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,616705435.27357352,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,617251976.38246202,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,618618589.15105844,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,619632400.69418979,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,622149003.71095061,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,622149003.71095061,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,623414554.92425418,0.2
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,624220337.84323919,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,624335547.49543917,0.1
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,627009415.17797232,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,627278492.57246542,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,627468316.07430959,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,627761083.85332632,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,627788611.18804264,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,628425497.36089027,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,628606538.89142537,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,629324945.69142509,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,631109127.47066998,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,632413635.58793497,0.2
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,633737402.81533539,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,634444605.12379146,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,634519233.88868654,0.1
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,638198313.6547749,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,638551787.09721696,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,639333505.81538737,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,641265928.23804605,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,642085799.07345307,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,642710289.61433434,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,644091729.36622274,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,649126237.19807601,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,651427362.50628757,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,652205333.09295225,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,654102803.69268751,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,657148518.11725342,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,659400211.63145161,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,663356941.96095026,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,663992056.03375411,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,667556871.84737158,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,669487557.86611938,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,670581968.33653057,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,670975853.65243447,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,672860714.7871083,0.1
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,674015382.38860667,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,676462409.07509637,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,676727393.25682187,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,677235497.33000839,0.1
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,677253393.44855499,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,678101484.8082751,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,678369301.26108718,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,683286373.97011137,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,683388888.70287073,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,684204293.84026122,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,685305833.29131567,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,685746404.76848936,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,686046279.84639478,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,690787050.96674991,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,692112866.78624678,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,692151486.55966222,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,692245206.74902511,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,692817786.67320859,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,693227860.49484789,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,693514754.35974824,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,695526534.90404141,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,700972771.92676353,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,703186553.4421382,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,703835482.72641885,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,705677113.67508435,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,708614176.18809438,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,709178936.52427924,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,715392031.56774747,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,715785425.44843197,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,719660397.65688229,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,719906149.55951142,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,720068991.11613083,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,720401728.00014877,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,722359213.88726294,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,723308169.62985885,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,725078959.95798695,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,729617627.67686272,0.1
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,730251883.87577832,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,731170857.60493267,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,732467459.71000242,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,734243293.12438571,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,736182168.69938946,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,736407620.49264646,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,736572672.6949023,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,737797106.33180165,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,738387676.93884778,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,738599890.24413228,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,739904116.31170988,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,741074026.32022595,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,741265430.73437047,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,741265430.73437047,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,741547154.81872678,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,743218664.36618054,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,743686533.57365692,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,746707776.28514326,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,746830777.41933036,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,749892454.11169779,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,750223501.96540725,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,751866646.47099662,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,753188879.72596991,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,755529293.41916835,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,758236038.73556638,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,760641380.01053071,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,762989253.61473525,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,762989253.61473525,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,769117380.1461215,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,769504454.42718804,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,769959556.99150515,0.2
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,770136117.5123775,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,770643659.79801893,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,771180741.51161373,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,771188471.51771593,0.1
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,786308873.04982615,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,788488675.77865124,0.1
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,793454595.17960513,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,793545013.22944617,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,795351269.07662165,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,797438725.69283688,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,798432261.3696698,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,798567168.18968105,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,799869748.60249186,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,800102290.62598014,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,801316618.39615822,0.1
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,802607530.91061473,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,802663294.5444541,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,810379835.57308352,0.1
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,811173842.67549288,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,812708384.87843347,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,812708384.87843347,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,814447246.42319345,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,817580694.96156895,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,818010419.97936952,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,819941484.45498657,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,823446728.74120092,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,827963693.4351691,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,831079742.02831674,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,833919813.94608545,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,834054398.04173565,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,835333229.2548902,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,836180047.93218982,0.1
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,840768870.50987434,0.1
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,841757184.63927615,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,843593348.2844106,0.0
