世上何尝尽富豪,9,世上何尝尽富豪，
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,917040215.84296978,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,925486867.82925832,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,927933462.15323722,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,928503277.62160587,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,933210776.04209673,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,933349713.575073,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,940129891.17476487,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,959534596.49244404,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,959972888.12638509,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,961241977.30339551,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,961617289.89064419,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,963369573.62129164,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,963974320.47729456,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,964211950.23348558,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,972044083.63056767,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,973039757.62387693,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,974236027.29269803,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,984556144.69509554,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,989221379.57962835,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,991014053.4078927,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,992149038.79564917,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,992406095.0681994,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1000217514.0462667,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,1000563383.5513259,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1002034728.9104475,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1005199262.3820877,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1014447230.2400784,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1021132633.238029,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,1024930122.4450114,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1027482322.4095051,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1035492433.1938573,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1042957763.55608,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1045834424.6642392,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1045916961.628577,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1046234235.9155952,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1046349056.9026901,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1048700083.7021555,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1051642923.2974626,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1057881767.3365327,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1059199643.5339559,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1061217959.6190721,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,1061490207.9444273,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,1061659857.289272,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1062962974.9709373,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,1063352464.921854,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1064413851.2939339,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1065786987.8336304,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1071054266.8492985,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1071054266.8492985,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,1074725162.7299528,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1076086212.8861034,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1078364812.5234096,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1079023848.9606516,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1080162015.3521807,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1088195917.3893445,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1092482642.3309808,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1093093442.9816086,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1093678553.7044008,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1102063051.4914925,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1103601448.2845502,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1108594429.6463461,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1110682574.3080778,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1114311152.6508133,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1116785770.9379897,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1119185720.5069942,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1128514211.9152443,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,1130234087.6168697,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1130968567.0858538,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,1138706885.0596116,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1140682965.3893976,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1140696057.7891517,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1142551078.5161057,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1144127597.2492237,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1145067885.3943589,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1147446361.342176,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1149179264.417321,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1152636659.2705693,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1154371133.8136117,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,1165205319.9602976,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1173881244.9805138,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1184141213.3768995,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1184673868.7498941,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1186578600.9778204,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1191384461.9299395,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1199522365.7123616,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1201374520.7510283,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1202224394.2464149,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,1203258373.976491,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1204884245.0340011,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1205060747.8613653,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1205617956.2708704,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1207817857.2597992,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,1208208947.8205121,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1209354307.6220274,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1209354307.6220274,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1209576349.5254066,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1217949868.8855352,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,1218671511.5643895,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,1220645995.8381946,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1223688830.0720475,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,1223995637.8533785,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,1228446278.3599615,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,1229297877.8421104,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,1229612081.7619548,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1234828726.5755942,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1247387178.1083443,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1248289123.7739105,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,1248883103.6118898,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1254033178.6661994,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1254759493.562062,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1259049755.5306134,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,1267077092.1540666,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1267602291.9681563,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1274409095.4109027,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1274487596.2837949,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1275854086.1008902,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1277320684.8812435,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1282385019.2664087,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1289961429.0184808,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1289961429.0184808,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1290004943.2631187,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1292842942.4945409,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,1292956659.0133822,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,1304735809.7185671,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1315106285.56353,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1319526706.7345603,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1320940657.8032477,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1323423523.7146032,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1332145821.3620102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1333834942.0136294,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1333872947.0630531,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1333872947.0630531,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1334616571.9977798,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1341500369.2845542,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1341504777.02247,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1348086002.5221679,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1364807643.8239682,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1364807643.8239682,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1365164716.265188,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1367604815.7214592,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1373564910.5662496,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,1375692055.2200496,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1376309939.9181631,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,1381452853.9575424,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1382634036.8898585,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1384363974.7556593,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1386795458.3684623,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1389810536.8536055,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1393939294.4169123,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,1396316893.4234576,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1401668155.5957658,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1409089357.3545361,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,1414414831.3826406,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1417319913.2109926,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1418925975.2531636,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,1426599990.9731805,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1431097006.0116007,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1432188173.0205824,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1432680873.5595796,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1434143938.6873507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1441692483.0338573,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1442625452.7438331,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1443036468.6908684,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,1454415364.7538662,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1455838500.3688059,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1456479090.8396218,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,1457981762.6642706,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1461152516.7210894,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1462078748.0176854,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1462240503.9870994,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1463114554.0407026,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1463114554.0407026,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1463367526.8239119,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1463598379.1104367,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1473016084.8851192,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1474939591.545656,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1476122948.4314082,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1491795663.2138963,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,1493307081.1183186,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,1501634850.7299848,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,1502677239.3765914,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1503835748.3774476,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1508430787.252073,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1511559088.7988,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1515236698.7054346,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1516645590.0137782,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1522890522.0460329,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,1527540482.562798,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1530125803.5145907,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,1532848783.6817098,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1539941083.511363,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1544154370.9542744,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,1551524103.8329909,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1551669206.2514224,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,1554091552.0307992,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1559267671.9052069,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,1561747148.8838634,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,1576127583.7467389,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1597114943.4770222,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1597845526.9422619,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1598026840.0298402,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1601780605.8361359,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1605788658.9144611,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,1606456966.0071256,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,1608750686.5922337,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,1610296513.4924459,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,1611872389.8985465,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,1620877075.7571769,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,1625407600.2441068,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1626249690.0250373,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,1626720672.5093133,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1630611927.0005171,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1631079074.0636292,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1635413451.9554884,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1643631729.8621733,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1647709706.1918833,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,1650731022.0913141,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1651664642.0425751,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,1654071488.6867983,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1663397081.2244418,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1665073062.0197799,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,1666322463.456799,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1667666308.9378281,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,1668196407.7672427,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1670183079.5013826,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1670183079.5013826,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,1678269181.9596734,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1685617161.2179508,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,1686931363.2503073,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,1688465898.8992825,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,1690742329.8777452,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,1693384035.087579,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,1698027559.2685559,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1699158049.6354151,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1700847542.5137451,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,1706600126.3216774,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,1715771488.7677999,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1721245590.2461388,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,1722191589.3076298,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,1726027103.338341,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,1732885154.5685911,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1740554916.0904295,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1740554916.0904295,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1745147785.0593963,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1748242271.2839067,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,1756891103.3335941,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,1756918534.9488809,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1758842269.3996603,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,1762109664.7105527,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1774202455.0123484,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1781303850.1197152,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1790293024.9242873,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,1805378572.4053617,0.0
