自那日与六郎阵前相见,0,自那日与六郎阵前相见，
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,20865796.209711477,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,20971953.934295397,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,21020829.851017442,0.1
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,21021455.192598443,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,21044925.029983416,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,21056788.543914896,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,21064031.992443331,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,21090971.351963386,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,21090971.351963386,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,21192377.173190109,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,21193617.50172006,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,21239249.481051981,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,21254951.821336653,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,21335858.737512216,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,21341967.729244776,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,21367168.835747797,0.1
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,21372216.940747485,0.1
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,21376746.412593156,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,21377998.46311558,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,21400759.585445803,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,21404647.483330604,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,21447450.680186868,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,21513906.180817805,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,21557827.31529494,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,21616964.39932305,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,21629691.012045313,0.1
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,21631127.376326498,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,21634359.048375618,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,21634359.048375618,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,21722943.073382035,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,21796477.40966126,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,21909155.964336775,0.1
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,21912403.112522602,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,21946364.207528424,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,21950434.773661807,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,21954124.739194274,0.1
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,21955755.189293027,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,22004815.167127974,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,22007060.72298833,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,22016112.128278214,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,22086500.616222117,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,22126523.306105752,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,22143988.825547963,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,22145596.697489701,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,22163916.473284256,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,22175360.580444604,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,22203266.70144482,0.1
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,22220108.725470975,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,22247926.468753014,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,22336652.240665145,0.1
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,22426180.838311456,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,22486680.372797094,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,22519642.54676234,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,22538918.472422551,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,22580460.484680869,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,22588452.736499459,0.1
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,22616378.940623056,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,22670107.475225452,0.2
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,22718107.624694474,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,22812012.025988106,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,22827785.729006223,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,22848766.416951191,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,22899385.793473221,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,22910606.545861032,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,22914004.207352761,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,22951380.883234076,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,22996464.125119671,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,23039523.33420267,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,23072989.900275879,0.2
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,23112766.36426698,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,23131467.064880427,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,23135030.778720204,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,23145202.382266305,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,23151099.123010606,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,23175744.087167714,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,23198550.170290228,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,23240775.950410224,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,23253422.543134615,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,23258911.22963677,0.1
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,23260725.838821877,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,23314134.787198439,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,23320807.254962601,0.1
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,23327158.260110207,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,23338577.026788179,0.2
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,23347906.114748836,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,23354792.977268748,0.1
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,23364782.636492193,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,23378269.737112008,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,23461263.341226682,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,23463806.934895575,0.1
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,23474631.152802266,0.1
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,23504932.120956201,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,23527513.577677596,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,23548506.440467097,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,23592691.783753131,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,23671944.247874536,0.1
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,23682737.685137291,0.1
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,23686314.331621889,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,23700991.806431103,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,23720994.27006023,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,23767355.152537733,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,23802611.574423272,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,23829853.344125111,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,23843605.596269093,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,23894361.42510863,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,23971455.622958317,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,23996970.929757763,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,24030898.593765851,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,24213664.424237296,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,24224169.273627598,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,24228897.278200999,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,24267412.924798656,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,24281333.958649967,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,24291943.942216154,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,24297574.107714828,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,24344883.050765645,0.1
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,24352419.660474695,0.2
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,24358254.200590957,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,24415124.103265308,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,24416310.612340719,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,24438748.405913752,0.1
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,24479006.413784504,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,24497698.754181329,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,24527404.666636575,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,24534300.204166632,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,24584499.32955892,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,24634360.166036971,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,24634979.493693981,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,24659160.541967742,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,24672196.320936412,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,24688531.036934972,0.1
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,24747511.968710449,0.2
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,24748017.55621697,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,24753096.926751263,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,24774969.523569539,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,24834897.183476303,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,24834897.183476303,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,24865267.604099996,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,24927643.684829317,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,24946358.135838266,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,24969070.149685819,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,25046379.191257764,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,25149354.675337534,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,25254537.489564884,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,25261553.46128764,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,25301745.52424293,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,25363098.65943769,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,25365536.455809597,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,25369951.685838465,0.1
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,25423454.835839659,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,25432946.389392339,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,25453778.610713936,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,25507251.299680319,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,25526208.356445521,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,25535975.552437879,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,25551914.307369128,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,25615940.024043977,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,25634904.493043825,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,25656999.943136316,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,25721340.094607536,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,25730681.033857044,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,25740187.597554028,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,25766299.899232503,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,25799027.153001428,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,25801424.17859605,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,25879771.970085733,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,25909277.75908735,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,25913838.075426154,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,25963487.217432581,0.1
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,25968753.813515279,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,25972379.866218347,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,26001042.303531818,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,26008881.24278776,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,26011063.356229886,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,26026429.770626381,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,26073361.527281739,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,26201185.971274436,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,26236308.658518936,0.2
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,26250617.7055059,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,26309194.647633187,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,26419295.023990791,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,26426606.943953402,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,26465104.48441568,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,26531659.980901759,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,26540890.601880416,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,26578368.411885187,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,26587683.135455139,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,26628723.646026209,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,26639238.283531304,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,26640117.584944069,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,26683375.458697438,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,26684852.866185013,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,26723043.373026941,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,26888793.589867894,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,26929710.516595248,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,26939639.977038868,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,26964051.056307785,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,27059081.602966748,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,27112243.580906164,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,27119000.188930579,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,27184678.141292438,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,27194069.601370111,0.1
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,27237187.545544401,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,27258722.440258667,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,27314794.637092073,0.1
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,27323456.69377701,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,27329051.96694278,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,27367744.87279072,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,27411869.068170026,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,27531637.631923161,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,27535744.794568766,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,27565916.848591149,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,27574120.382521935,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,27595989.184499033,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,27612332.257912315,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,27620761.197560217,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,27637810.795910347,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,27648739.682690669,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,27652808.169742677,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,27661228.9784154,0.1
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,27813628.427526604,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,27876872.938045003,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,28071714.028639317,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,28077159.370772168,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,28086552.219368845,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,28131641.870507393,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,28178532.339626815,0.1
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,28209299.50710763,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,28248459.801755812,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,28319996.657000009,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,28341333.384573534,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,28365389.417157829,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,28472112.324123491,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,28473225.221694976,0.1
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,28476996.174759559,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,28490361.747434843,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,28574284.032647915,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,28586051.604267668,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,28636184.449462183,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,28652755.780060224,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,28659130.677420665,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,28665598.97334639,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,28794896.518627964,0.1
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,28925922.771502696,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,28933816.55327763,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,28937282.357110754,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,28953843.632937927,0.1
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,29041659.229355361,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,29068141.472452112,0.1
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,29096750.298040599,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,29195720.546046268,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,29222713.205521148,0.1
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,29238320.32600661,0.1
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,29260694.038584039,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,29291308.141848464,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,29588680.876652908,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,29730828.706307944,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,29783340.937368065,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,29798293.319451325,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,29895391.685768031,0.1
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,29917228.159743864,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,29992546.047834549,0.1
