皓月当空,0,皓月当空，
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1015287799.9683409,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1017215450.4748144,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1024154106.7532125,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1030390827.4361154,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1033169148.1271137,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,1036787344.0005165,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1040521118.7086475,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1042332017.900193,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,1052478108.111169,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,1066939399.5047829,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,1076506453.1071801,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1077123096.5964842,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,1077334938.6018231,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1078435787.4919102,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,1079806553.7670512,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1087237715.8301971,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1088048349.7512021,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,1104433216.734271,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1106415592.9013844,0.25
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1109122976.9066663,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1109833309.3980932,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1114268639.5312989,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1114268639.5312989,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1117033029.0080659,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1124651098.3902473,0.25
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1126043227.3800788,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1147153942.0369198,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1147549675.0878067,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1150902117.3199816,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1151595154.9444671,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,1162758503.5891576,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1166631241.8021448,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1178326799.6649742,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1185739066.0897679,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1186553094.2406349,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1191474453.945389,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1193090514.702749,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1194534153.45716,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1195284044.5238311,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1196258917.3502939,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1196506977.1161478,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1201475615.0744178,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1227209421.8490517,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1229310697.774631,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1229508031.5560842,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1230437728.8067577,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1230931032.4966967,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1244005439.7407906,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1245490376.1833284,0.25
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,1246585386.5977511,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1252502814.584743,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1254407058.215394,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1254926311.4221191,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,1255020970.2095993,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1255512961.9811878,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1255512961.9811878,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,1257365096.0432057,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1262007120.3403316,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,1275009337.4140153,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,1286601287.2052164,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1289627009.9077244,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1291569901.6261361,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1296819235.8168674,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1299320895.9311514,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1303092782.0833693,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1306522075.9362576,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1308305178.5249949,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,1308319228.3228245,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1312903899.5880151,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,1315145254.3530717,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1316019802.0498528,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,1319946111.7866349,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1323077232.5903502,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1323623490.7170479,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,1328018614.2789679,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1331098642.131263,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1335657013.426718,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,1340542043.8335514,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1343674045.0134835,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1345851497.4439254,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1352439687.7150211,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1352439687.7150211,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1352941950.2067773,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1359312369.9207826,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1365568910.3577929,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,1369665106.0223386,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1378563912.5205693,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,1384077059.9436235,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1389411466.7484038,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1393415076.5663683,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,1394269647.6150315,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1397800625.9135482,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,1398900977.5967324,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1401568493.068702,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1406451061.3723752,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1411380712.4251685,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1411799165.8755438,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,1413891101.8218608,0.25
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1417094179.5199394,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,1419533491.3384588,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,1420373997.3255255,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1424515682.0020027,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1426247646.0522652,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1426686616.9649851,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1447190762.4773629,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1447362518.3329625,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1449864237.4277577,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,1450737578.1012118,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,1452500751.5611279,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1454427320.8827362,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1455167892.932821,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1460458930.5891762,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1460787055.8591294,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1462581115.4121292,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1465028153.5561156,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1467385045.8657281,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,1467525403.9849925,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1469985539.0964649,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,1470725962.9100451,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1471667768.9415705,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1479395735.4808302,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,1483087147.0335057,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1485173580.4453323,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1485173580.4453323,0.25
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,1493661590.410466,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1495218151.4130585,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1497093199.8318422,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1497893587.1904519,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1499252591.0282471,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,1500759469.1674461,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1502207149.6961761,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1504338529.7616162,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1506336194.7918658,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1509407035.5802972,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1510401679.7974825,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1514524139.6490045,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1515359292.2801647,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1520024738.0385106,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1533292773.5207014,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1533292773.5207014,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1539764515.9812093,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1541215459.6930969,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1542233253.0574143,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,1545688857.7021599,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1546062430.589462,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,1546434603.2366467,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1551772183.6781952,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1553274667.0642781,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1555266733.6457551,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1561072569.2823298,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1561992736.6253319,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1570578637.0157597,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1572778896.5555658,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1582340977.5797875,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1589895525.4593503,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,1596301308.1647794,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1598607676.7883294,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1601325352.7280378,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,1603399449.019762,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,1612228672.3288267,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,1615216798.9318025,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1615767927.9907017,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1618183583.0883305,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1618866634.6900225,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1619808499.2157741,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1621448995.8920388,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1623930789.1060605,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1625189775.6428964,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,1630935577.9182584,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,1635495952.8770101,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1638626100.1446908,0.25
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,1641163302.7664628,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,1641163302.7664628,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1647496912.1828105,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,1648180116.563566,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1648737620.2492018,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,1651231150.7733448,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1654603812.1247973,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1662400932.3081608,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1663432968.142338,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1663633274.6492951,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1663643222.7375171,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,1666391527.4106793,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1673342021.780529,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1677215255.2503769,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,1687566302.1917925,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,1689717060.6696715,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1691446140.942986,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1698460484.8785751,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1701777710.2111013,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1703688948.3524652,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1706315668.2385573,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1709870500.374598,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1714254381.1699393,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1715314485.1410005,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1716958436.1991217,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1722658501.0991862,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1729557393.6935203,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1745822786.036823,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1747620197.6142998,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1750652517.9178658,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1750775497.1079404,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1753334407.2245126,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1756002739.6441343,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,1758274112.3014216,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1760338267.589004,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,1760687475.788877,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1761598860.9638128,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1763876827.5036244,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1766095468.7396426,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,1766882637.1645806,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,1768186435.7995005,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1771247685.0642049,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,1776412785.0905938,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,1777483963.1349735,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1780727525.7138147,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,1781588529.5037065,0.25
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1783107309.639518,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1789067180.6706305,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,1802768280.5278807,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1804035007.4310324,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1808578464.4625828,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1809387874.450788,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1812229037.2390041,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1812752829.261354,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1813849560.3570385,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1817596343.1899846,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1823546040.5139644,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1823546040.5139644,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1830576483.9662809,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1837712378.8195734,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,1839884456.5628431,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1842301783.7592626,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1848396610.5236821,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1852281603.3434916,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1853657605.3936048,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,1854994710.5123503,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1855456956.4076793,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,1855852540.0226352,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,1856018226.5015602,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,1868343727.6937709,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1869950616.1494455,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,1878668195.4419835,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1881805947.7829134,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,1885230543.8172994,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,1895474943.3297946,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1904546791.7298756,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1907464334.393739,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1915823217.7805262,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,1917163596.751632,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1917885956.0228786,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1918112338.3158252,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,1934540215.6414084,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1935169018.5591958,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1935169018.5591958,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,1941312006.3845115,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1946033396.8082724,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1946033396.8082724,0.0
