乾坤分外明,0,乾坤分外明，
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,303247355.42352194,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,304476618.11306536,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,304476618.11306536,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,306337775.94499069,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,308828523.40465271,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,311852679.03924042,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,314133320.56595689,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,315094435.22920406,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,317040395.09396935,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,319911493.45960891,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,321371328.52128983,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,325848330.18518847,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,329619675.54267657,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,329907782.50858152,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,330498545.11635643,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,331670099.44324762,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,332600625.74801981,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,332727971.00325543,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,336974378.19556314,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,337905340.21023077,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,346233531.22169298,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,346391069.96917564,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,348337799.20926726,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,348743612.82975125,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,351659762.61869019,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,356886821.33900768,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,357151804.79722995,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,357573558.33191019,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,357911191.73824883,0.2
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,358538761.85644549,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,360388830.00431967,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,361303391.18996006,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,361473733.77106035,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,361478449.60369349,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,361869580.59439528,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,361894952.46901077,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,362105767.52479053,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,362815872.28857625,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,372555491.12100106,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,374415313.81357259,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,374832815.21506953,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,376680906.27821523,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,376827060.03829497,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,377951974.38912243,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,379790936.35820168,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,381138323.03870648,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,385879776.5158751,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,386017505.52016914,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,386749076.72931474,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,386862386.53723288,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,388169912.92427886,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,393730954.79976159,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,394636177.04885429,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,395833607.74325794,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,398612939.37799186,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,400123960.02632898,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,400450216.77840078,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,409386293.36806989,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,411300812.8411231,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,411495564.35990012,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,412923475.25271422,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,413617900.64041531,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,413828181.94638377,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,414605393.72473329,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,416111999.84332031,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,419641276.61781317,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,421064562.09923685,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,423938371.35415,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,428358815.74042809,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,429951497.46959114,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,431735391.74197257,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,431935211.52113724,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,434879137.32774705,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,434927376.55582029,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,435470730.70191813,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,435528956.69593602,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,438385344.31408042,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,438660659.25103617,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,438838371.28625023,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,438884332.00717676,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,439312688.40438145,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,441662792.03414804,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,442905125.96713674,0.2
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,446208781.54886037,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,448182309.23598677,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,450542890.43070054,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,453832211.76592714,0.2
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,454105690.6645987,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,457878211.57070005,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,462833106.19974679,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,462958619.27184677,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,464107389.91419321,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,465212178.66616267,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,465709501.9836998,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,465709501.9836998,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,468250961.20577967,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,469257166.83097786,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,471711068.27997428,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,472273506.97789204,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,472919523.7438727,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,473682841.89997011,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,474947299.97194362,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,475041926.02400005,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,476793257.37293822,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,477703984.96587819,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,484537507.01049948,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,484537507.01049948,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,486389976.18371516,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,490183593.00007021,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,493436391.96639639,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,501307268.69331872,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,504577633.89343446,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,511552640.93688369,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,511970038.32185411,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,512856362.61850166,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,513136107.34750527,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,516345058.86118644,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,517370174.23145866,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,517370174.23145866,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,518483433.63117009,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,518640482.77428359,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,519142527.51137739,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,519152258.29557455,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,519757672.04226208,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,521736793.37608278,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,522580095.85012764,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,523606416.21754652,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,526441686.30811983,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,527592181.4827323,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,529350352.77168602,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,530451767.21685094,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,530766904.9783113,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,530830779.81628412,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,531720554.75152117,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,535044985.32947308,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,536870577.24125606,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,539539391.16146719,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,539539391.16146719,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,540470660.24617028,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,540862532.97270763,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,543659275.36874557,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,548991857.05149996,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,549532734.64898026,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,551502007.78822005,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,552256480.94037032,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,555697583.04786146,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,556378133.09775889,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,557233994.70433903,0.2
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,560514468.51072562,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,573065774.8762815,0.4
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,573370054.3534292,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,577449108.01050735,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,581419293.88389897,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,583209318.39432883,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,587756305.61136365,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,591420290.65746403,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,597520131.18078959,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,600253782.84686673,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,601175383.86969268,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,602419265.22744536,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,604991596.83256161,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,605555424.97128403,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,606665574.03995407,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,609350720.66623104,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,609442766.36396217,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,611883889.93444145,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,613534344.89278746,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,615378584.54106426,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,616304958.2231586,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,617989325.06190097,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,618173336.66337657,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,622472308.40479505,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,625087475.88873136,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,629936614.95415509,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,629936614.95415509,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,631332706.98357224,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,632126473.83597493,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,632126473.83597493,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,632784953.59905803,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,634805595.37498784,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,635392150.51833928,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,637904253.40446746,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,644081504.64463544,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,647001763.00697052,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,648148388.27979946,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,656465679.07082891,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,658001034.24234641,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,658059480.63766432,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,659007692.4557327,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,663117881.63231468,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,664634198.06135809,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,665180183.40692735,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,665286282.37766838,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,665492990.77298653,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,666828642.56345153,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,667028466.66214633,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,669208719.90866542,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,671017428.59181988,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,671100877.77609575,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,672403747.82990646,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,675883068.67224574,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,676074010.03249776,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,678718558.30591822,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,685304514.6982038,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,685938204.41055942,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,688910256.44794452,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,690887914.47461188,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,691539909.86159325,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,695815784.34022141,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,698366250.48800611,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,701464348.03378856,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,704144817.77398074,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,705421976.57904446,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,706122967.58485126,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,709943120.21642768,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,710220767.7399621,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,710221147.91371834,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,711076326.11982071,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,713663226.35609937,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,720965611.52999508,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,722441681.25594783,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,725741157.16857791,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,737926886.74297082,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,743580008.68044782,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,743654536.62698591,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,744196510.42142117,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,746110926.20860374,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,753994106.89763641,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,755283466.23319888,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,756602385.47552526,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,756938431.39434087,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,757641405.76051867,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,759563235.07100725,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,760644493.87342048,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,761170696.35977018,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,762952136.19416428,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,766071863.82131636,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,767208184.71503508,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,768758787.27237236,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,769639235.4382906,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,770392953.06856048,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,775583460.7623297,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,776191860.41337526,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,779585007.79483855,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,780291398.29418302,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,785779703.3982749,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,787290501.544626,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,790231325.50716662,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,792089528.83714414,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,792892964.98095667,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,797229253.00968242,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,804673562.37736452,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,806913774.05716991,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,808189532.39351833,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,808209521.95934558,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,812286765.235232,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,813121596.7630887,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,813329077.87502384,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,815909582.12752354,0.0
