轿内的人儿弹别调,32,轿内的人儿弹别调，
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,204368279.63321409,0.125
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,204540129.68020943,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,205402292.37420037,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,205847421.66884571,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,205847421.66884571,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,206322126.89897606,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,207277231.22275117,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,207376212.95416561,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,207396643.59055796,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,207947481.54171902,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,208095127.62339267,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,208482315.72187379,0.125
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,210920048.32542002,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,211086471.94870085,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,211912350.21348891,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,212268355.72107798,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,212830329.99231723,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,213159311.54617679,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,214183851.88992694,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,214450804.21424174,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,214887290.72969952,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,215241759.38446566,0.125
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,216220326.63332933,0.125
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,216321949.67521393,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,217148223.37744731,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,217461901.63388732,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,217673165.31875455,0.125
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,218135674.77213675,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,218640141.68055984,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,219536229.97120354,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,220874157.94194373,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,221313992.47503799,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,221544694.54476351,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,222283940.79043221,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,222311633.89988339,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,223177222.52522537,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,224111421.47503787,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,224345654.45558643,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,224427345.50655463,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,224427345.50655463,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,224705313.04786178,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,224901455.73391438,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,225877268.45642471,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,226374191.21450683,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,226738732.40045077,0.125
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,226928991.79008797,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,228024764.29077095,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,228753234.2371383,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,230305283.81787559,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,230421689.82296199,0.125
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,231493247.4824155,0.125
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,231756061.01330075,0.125
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,231760483.22296864,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,232003487.02674988,0.125
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,234027290.21531713,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,235133336.98911542,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,236020342.16778144,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,237513192.2580373,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,238195094.0217579,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,238196498.17159933,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,240646495.63960412,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,240982737.96566513,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,242092360.04385534,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,244379881.37506291,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,244525651.1503444,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,244626940.74290261,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,244934051.54067138,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,245190577.28972417,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,245545343.72705236,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,245964659.16435727,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,246109821.25047848,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,247675971.60178,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,250431922.49989566,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,250973861.26870656,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,251838894.93411744,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,252358371.49260598,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,252702371.38492671,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,253094443.5702813,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,253207954.2856091,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,253486730.88168246,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,254680442.06684723,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,254680442.06684723,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,255233565.40995368,0.125
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,255900940.35174361,0.125
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,258011233.3889173,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,258717625.22882387,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,258806486.90106663,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,259598658.45193532,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,260306625.60962886,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,260931176.31982261,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,261015823.77126038,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,261501960.89650533,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,262237330.02104804,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,262248366.53030553,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,264130116.71693802,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,264587620.01551622,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,264726497.72432643,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,265274443.56239018,0.125
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,265791165.84680638,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,266677967.26271084,0.125
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,266698658.39318061,0.125
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,266778858.71383676,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,268254130.97144416,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,268394874.76291606,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,269324696.15258282,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,269791628.48963016,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,269980525.8921864,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,270166582.65934759,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,270222517.96374291,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,271031843.55548143,0.125
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,271039863.69917166,0.125
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,271373516.64392483,0.25
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,271502897.11668861,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,271633539.27837098,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,272188427.15942752,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,272591075.95935929,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,272635872.50541496,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,272936621.72650075,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,273505941.65121436,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,273674025.48744571,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,273882588.54890603,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,275760298.93601739,0.125
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,276374925.86391914,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,276512692.44945598,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,277904783.76342523,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,281931062.04743874,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,282113697.8128528,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,282344793.25374532,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,282868252.26104844,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,283480059.431584,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,285560110.9441722,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,285952864.08131272,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,286552547.13139707,0.125
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,287275467.04888415,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,287862384.15768093,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,289798570.37705714,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,290240489.4633736,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,290779835.95299429,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,291211458.54747397,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,292379277.36545128,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,292566153.55953085,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,293804355.93255156,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,296139090.65157163,0.125
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,297470230.70023704,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,298361916.00616997,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,298525608.70235264,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,300569489.90390068,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,302672022.05405015,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,303700921.05538207,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,305226102.56439602,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,306380338.45619857,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,307384486.37400669,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,308182671.04200113,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,308996075.73129261,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,309140619.23584759,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,309632279.16919929,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,309744635.67974067,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,310083032.84430188,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,310083032.84430188,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,310262156.5332334,0.125
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,310393398.43083251,0.125
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,311025022.97865099,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,311493701.74936593,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,312609118.37584531,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,315495388.85707378,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,315496315.07778186,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,317019151.06211448,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,317094650.08492184,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,317173836.85122263,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,318469940.25688416,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,318948410.27875233,0.125
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,319996536.63141006,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,321077481.75993276,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,321690162.13972968,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,322678476.60993254,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,324114426.84703213,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,324151578.52631158,0.125
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,325880416.92597073,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,326412766.5923689,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,328319661.19063264,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,330920396.88236868,0.125
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,332021737.38291532,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,332287484.47838992,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,333773066.19183511,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,335593104.12011456,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,336405511.84357965,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,337467074.1929372,0.125
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,337769243.46725571,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,340134653.93850523,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,341003922.11544704,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,341007098.94326931,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,342827909.66546714,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,342827909.66546714,0.125
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,346102496.96257859,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,347243253.50538033,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,349437412.22020644,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,349726580.8894974,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,353213783.5717563,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,354439039.79270846,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,355399181.2655049,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,356953300.35485321,0.125
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,357888429.18872678,0.25
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,357915889.31455654,0.125
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,359292637.9343468,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,359973152.13896537,0.125
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,360090561.72479242,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,360422666.90135568,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,360479041.2225647,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,360984073.59469992,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,361117697.05844647,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,361649920.83524907,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,361851023.75879204,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,361981327.76167011,0.125
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,363674072.50619,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,363746510.99963593,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,365002386.01811069,0.125
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,365268449.66446012,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,369410997.38785213,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,370020285.87644285,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,370078845.9370116,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,371184694.85093313,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,371192306.01988846,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,373907634.75548369,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,374250579.08260173,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,374868870.62804258,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,375099068.30390155,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,375988999.01257855,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,376021932.49300373,0.125
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,377938061.65537518,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,378412801.95788687,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,380067628.38146019,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,380186579.31137735,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,380186579.31137735,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,380916474.57048625,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,382317938.78560954,0.125
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,383168288.98894709,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,384091048.65974951,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,384405730.32017714,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,385472927.15345055,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,388851989.66887051,0.25
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,391082012.09188426,0.125
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,392654678.76218599,0.25
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,393423535.97003859,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,394410268.41919595,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,396899906.09881175,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,398576797.74852043,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,400403708.48091543,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,400555365.38353026,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,401811894.94340348,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,401993886.32754356,0.25
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,404675317.63209152,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,406673924.48695296,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,406849429.99815732,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,407415613.11622179,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,408786650.5171895,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,411386367.25704509,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,414363649.35115153,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,414603247.10428208,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,416398549.58865684,0.0
