菩提树檐葡花千枝掩映,0,菩提树薝卜花千枝掩映，
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1337467043.9439712,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,1354001410.8314073,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1365078267.0968382,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,1370387681.9285679,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1375247694.5574903,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1405709781.4551456,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1414834256.228878,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1424217300.0135689,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1425556730.504046,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,1436569745.303467,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1443856502.9413025,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1449215830.5226109,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1452158558.7461896,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1476921362.1880565,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1478541331.4448004,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,1482867118.1067355,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1487695280.7505419,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1489968329.958683,0.1
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1496254839.0716927,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1499379907.7259424,0.1
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1501880212.616359,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1502361207.1700723,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,1511038788.3798251,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1517999594.4052613,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1519770568.2761853,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1521641187.7567465,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1521723719.0450003,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1524786089.0272098,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1534275165.9191022,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1534275165.9191022,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1534471883.3514128,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1536204790.3118975,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1540390539.416127,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,1551411765.1261051,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1555119181.9835811,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1555265709.2558854,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1555769632.2200944,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,1567217358.020786,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1567271058.0966771,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1580112547.0755098,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1582172540.640326,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1585307178.8157003,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1585307178.8157003,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1586026081.8967927,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,1587510329.6403151,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1591015806.1613824,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1594180825.4981928,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1597321791.9872212,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1597321791.9872212,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1604092314.614701,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1612788804.5107784,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1620424861.5717504,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1625624313.0262852,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,1629875332.8027031,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1640202518.68889,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1653260701.9945726,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1656236521.9507861,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,1659724114.8143909,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1662149531.5416782,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,1664726837.648808,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,1669904508.6046438,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1673580533.6457148,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1674984045.7801168,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,1680551816.4123397,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1688500766.2845757,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,1695291360.3619416,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1699250168.7959158,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1699321148.7726014,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1702870956.5509856,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1703090581.499398,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1717215091.3165307,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1717889438.7356985,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1721055852.962883,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,1732770872.0021367,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1733857993.8135867,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1736150150.2162924,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1744290217.6226871,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1747421217.3304102,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1751723011.5431709,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1752758753.8981144,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1752758753.8981144,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1753072889.119416,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1754328193.4940531,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,1754906609.5379713,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1755915970.9658909,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1766192017.5597699,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1772994006.6519403,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1778680387.2537253,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1779883733.9011405,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1779911749.9438562,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1782985517.6180894,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1784171804.1229644,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1786708125.3327212,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1793407220.5684612,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1797813729.90996,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1812896289.0497446,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1818998438.9582839,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1820647352.7588933,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1821143997.0216441,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1821892179.131186,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1824812298.0214677,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1830149683.5276389,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1838662246.2210808,0.1
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1855762824.4139993,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1856688768.9464273,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1857717573.461386,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,1861076866.695662,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1861693589.2320137,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1875269957.5459614,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1876838247.8374438,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1877957979.2516084,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1879879983.0799828,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1886316076.6529014,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1887347360.6578758,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1891435240.395927,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1892066152.6482778,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1892066152.6482778,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1897090615.394588,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1897823664.3673706,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1899218574.8013031,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1900783306.1656401,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,1908562634.1219265,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1912299731.9014523,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1917940550.7655952,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,1921743898.0252955,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1932227706.1716163,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,1933054694.8388011,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1937722211.5452507,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1947058972.0191367,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1950943529.7529755,0.1
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1955250323.9640906,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1959512144.6572657,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,1960132988.6855521,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1963496545.0436013,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,1965404423.1445241,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1981857237.0342667,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1987731392.4128461,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1999415836.0715146,0.1
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,2000057744.250499,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,2004917735.083631,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,2005042867.887912,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,2007529424.6845984,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,2010561129.0707643,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,2016460440.1196263,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2024890174.2985663,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,2026561602.0858867,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,2028161611.0438375,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,2039308220.8696992,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2039344400.7011812,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,2044448735.610378,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,2047586983.2206612,0.2
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2049653478.5632877,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2049747454.3705332,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2051306588.064563,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2053244826.3803551,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2053716866.5340791,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,2058940048.2730265,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,2060447469.435447,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,2066735814.83357,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,2080943581.5690026,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,2081241148.0906353,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,2091432169.6687102,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,2093649200.1985254,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,2094305132.9137795,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,2098426719.7340648,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2098676122.3214495,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,2100390559.8111446,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,2100390559.8111446,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,2109759827.6455479,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,2112052782.6192315,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,2113709317.8947623,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,2116474272.671756,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,2117799851.3285007,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,2118123683.920166,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,2118207804.0579176,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,2121318217.9126768,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,2123139428.1771989,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,2129710582.4458368,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,2132538491.6822162,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2137810799.6104779,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,2138555605.0816634,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,2139171822.1420145,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,2143270923.5237308,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,2144372048.878274,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,2145385569.9569817,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,2148856077.9434485,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,2153538524.1271172,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,2158630960.5311699,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,2161741775.3283143,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,2162873710.3035836,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,2176114403.7602706,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2183997721.1996822,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,2185754488.787673,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2193636745.3110538,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2195684868.0493479,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2199130077.9349041,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,2201625324.320755,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,2204376934.4898772,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2211156335.4442496,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,2217582755.9991765,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,2221806817.29498,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2223492276.5169535,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,2227887187.7575383,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,2228590336.3496575,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2230681894.5010924,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,2233093568.3299875,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,2240377030.2204695,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,2240969634.8825989,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2241308137.9531941,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,2241923260.3661847,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,2245788003.3164511,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2247312267.8217502,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2248863927.7871509,0.1
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,2249794425.2067118,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,2251217950.8633313,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2254238325.9315605,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,2258059593.0101004,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2265317782.5207882,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,2270153977.7189989,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,2274115519.5452232,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,2278012383.4375982,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,2278726003.0989938,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,2282966625.1347322,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2283242442.9635382,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,2293363611.4023194,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,2295490909.8595881,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,2297392512.5260086,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,2304602426.877871,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,2306025280.5712585,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2310650693.1257682,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,2320506916.264194,0.1
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,2328639411.0372009,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,2335702040.69944,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,2337065604.8562269,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,2342111118.0196609,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,2343492335.348155,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,2353817907.2606072,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2355174378.8307047,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,2355665735.4998636,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,2355891461.3611426,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2369737072.1583986,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,2369813047.6328535,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,2371949835.3233042,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2374610798.8348212,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,2381787373.8998251,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,2382461977.490232,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,2384500377.1383185,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,2385132285.9081779,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,2389150746.0931425,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,2391679354.9761376,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2396500633.008358,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2396623931.6034112,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,2398562217.0976377,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,2401788036.6072812,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,2403263461.5073905,0.1
